CO_ENTIDADE,NO_ENTIDADE
24060720,CRECHE MUNICIPAL MARIA APARECIDA FERREIRA
24060763,CMEI JOAO MARINHO CESAR
24060798,ESCOLA ESTADUAL JACUMAUMA
24060801,ESCOLA ESTADUAL MANOEL BALCEU
24060828,UNIDADE II DR EZEQUIAS PEGADO CORTEZ
24060836,ESCOLA MUNICIPAL MAJOR NAPOLEAO AGRA
24060844,ESCOLA MUNICIPAL ANTONIO FELIPE FERREIRA DA SILVA
24060860,EM CLIDENOR LIMA
24060879,UNIDADE VI DJALMA ARANHA MARINHO
24060917,ESCOLA MUNICIPAL JOAO GUIO ENSINO FUNDAMENTAL
24060968,ESCOLA MUNICIPAL MARIA EZILDA DA SILVA SMITH
24060976,ESCOLA MUNICIPAL MIGUEL FIGUEIREDO
24068802,ESCOLINHA DA PROVIDENCIA
24322334,COMPLEXO EDUCACIONAL NOSSA SENHORA DA CONCEICAO
