CO_ENTIDADE,NO_ENTIDADE
25031481,ECI EEM JOAO DE SOUSA PRIMO
25031511,EEEF MEDIO E EJA RAIMUNDO EPAMINONDAS DE SOUSA
25031554,ESC MUL MANOEL CLAUDINO DA SILVA
25031597,ES MUL MIGUEL D DE SOUSA
25031600,ESCOLA MUNICIPAL DE EDUCACAO BASICA PROFESSORA LAURA DE SOUSA OLIVEIRA
25031643,ESC MUL JOAO DANTAS DA SILVA
25031694,ESC MUL DOMINGOS LOPES NOZINHO
25031716,ESC MUL JOAO BARREIRO DA SILVA
25103709,CRECHE MUNICIPAL ODETE EPAMINONDAS DE SOUSA
25112376,ESC MUL ANTONIA JACOME DE MOURA
25116398,ESCOLINHA MUNDO ENCANTADO
25130501,EMEF SEBASTIAO RODRIGUES DA SILVA
