CO_ENTIDADE,NO_ENTIDADE
26107210,SESI CAMARAGIBE
26107236,CENTRO EDUCUCACIONAL STOS COSME E DAMIAO
26107252,CENTRO EDUCACIONAL PROFESSORA JOVELINA
26107295,COLEGIO E CURSO GRADIENTE
26107309,COLEGIO SANTA RITA DE CASSIA
26107317,COLEGIO SAGRADO CORACAO DE JESUS
26107341,EDUCANDARIO BOM JESUS
26107368,EDUCANDARIO FERREIRA MELO
26107384,EDUCANDARIO MENINO JESUS
26107406,EDUCANDARIO CASTRO ALVES
26107414,EDUCANDARIO NOSSA SENHORA AUXILIADORA
26107449,EDUCANDARIO SANTA PAZ
26107465,EDUCANDARIO CANAA
26107503,EDUCANDARIO SAO JUDAS TADEU
26107546,ESCOLA DE REFERENCIA EM ENSINO FUNDAMENTAL E MEDIO ANTONIO CORREIA DE ARAUJO
26107562,ESCOLA DE REFERENCIA EM ENSINO FUNDAMENTAL E MEDIO CONSELHEIRO SAMUEL MAC DOWELL
26107570,ESCOLA DE REFERENCIA EM ENSINO FUNDAMENTAL DEPUTADO OSCAR CARNEIRO
26107597,ESCOLA DE REFERENCIA EM ENSINO FUNDAMENTAL E ENSINO MEDIO FRANCISCO DE PAULA CORREA DE ARAUJO
26107600,ESCOLA DE REFERENCIA EM ENSINO MEDIO FREI CANECA
26107627,ESCOLA JOAQUIM AMAZONAS
26107635,ESCOLA MUNICIPAL JOSE COLLIER
26107678,ESCOLA MINISTRO JARBAS PASSARINHO
26107686,ESCOLA MUNICIPAL PROFESSOR PAULO FREIRE
26107708,ESC MUL ALDO FERREIRA CASTELO BRANCO
26107724,ESCOLA MUNICIPAL CLARA LOPES
26107732,ESCOLA MUNICIPAL ERSINA LAPENDA
26107759,ESCOLA MUL IMACULADA CONCEICAO
26107767,ESCOLA MUNICIPAL JARDIM PRIMAVERA
26107783,ESCOLA MUL NOVA SANTANA
26107791,ESCOLA MUNICIPAL PROFESSORA MARIA LUCIA GONCALVES GUERRA
26107821,ESCOLA MUL SANTO ANTONIO
26107830,ESC MUN CARMELA ORRICO LAPENDA
26107848,ESCOLA MUNICIPAL MANOEL RITO
26107856,ESC MUL MARCELO JOSE A CORREIA DE ARAUJO
26107864,ESC MUL NOSSA SENHORA DO CARMO
26107872,ESCOLA MUNICIPAL SANTA MARIA
26107880,ESCOLA MUNICIPAL RITA NEIVA DE OLIVEIRA
26107899,ESCOLA MUNICIPAL SAO JOSE
26107902,ESCOLA MUNICIPAL XV DE NOVEMBRO
26107910,ESCOLA NOSSA SENHORA DAS DORES
26107937,ESCOLA DE REFERENCIA EM ENSINO MEDIO PROFESSOR ANTONIO CARNEIRO LEAO
26107945,ESCOLA DE REFERENCIA EM ENSINO MEDIO PROFESSOR CARLOS FREDERICO DO REGO MACIEL
26107961,ESCOLA PROFESSOR NELSON CHAVES
26107970,ESCOLA PROFESSORA IARA
26107988,ESCOLA RECREIO INFANTIL SC LTDA
26107996,ESCOLA VALE DAS PEDREIRAS
26108003,ESCOLA SAO JOSE
26108020,ESCOLA SANTA MONICA
26108038,ESCOLA DE REFERENCIA EM ENSINO MEDIO TITO PEREIRA DE OLIVEIRA
26108046,ESCOLA MAJOR LELIO
26108054,ESCOLA MUNICIPAL 19 DE ABRIL
26108062,ESCOLA MUNICIPAL ANTONIO LUIZ DE SOUZA
26108070,ESCOLA PEQUENO MUNDO
26108119,ESCOLA MUNICIPAL PADRE MIGUEL
26108232,ESCOLA MUNICIPAL MANUEL CHAVES DA COSTA
26108240,ESCOLA TIMBI
26108267,ESCOLA MUL SAO VICENTE DE PAULO
26108275,ESCOLA SANTA APOLONIA
26108291,COLEGIO PADRE ANCHIETA
26108305,INSTITUTO MONTE SINAI
26108313,INSTITUTO NOSSA SENHORA DO CARMO
26108321,INSTITUTO SAO LUIZ
26108372,INSTITUTO NOSSA SENHORA DO CARMO
26108380,INSTITUTO MARIA DA CONCEICAO M DOS SANTOS
26133091,ESCOLA INSTITUTO SEMEAR
26133121,CENTRO EDUCACIONAL INTERAGIR
26133229,EDUCANDARIO SILVIA NUNES
26138182,ESCOLA INTERNACIONAL DE ALDEIA
26138204,EDUCANDARIO SAO PEDRO E SAO PAULO
26138212,LUIZ VALENCA
26138220,EDUCANDARIO SANTA CLARA
26138280,ESCOLA ABIGAIL BERNARDES
26138310,ESCOLA GUIMARAES BISPO
26141507,CENTRO EDUCACIONAL ESTRELA DE DAVI
26144050,ESCOLA MUNICIPAL JOAO PAULO II
26144069,CRECHE MUL MARIA ALICE GONCALVES GUERRA
26145049,EDUCANDARIO RECANTO INFANTIL
26145057,EDUCANDARIO EFETIVO
26145065,EDUCANDARIO JERUSALEM
26145073,ESCOLA CORDEIRO DE DEUS
26147670,ESCOLA PALATINO
26147688,ESCOLA MUNDO UNIVERSAL
26147807,CENTRO COMUNITARIO VIVENDO E APRENDENDO
26153696,ESCOLA MUN SANTA TERESA
26153785,INSTITUTO SONHO MEU
26157683,ESCOLA HERANCA CRISTA
26162334,CENTRO EDUCACIONAL MARIA PORFIRIO
26163047,ESCOLA DESAFIO
26163411,CENTRO EDUC DO CAMARAGIBE - ANGLO LIDER
26163454,EDUCANDARIO DIVINA PROVIDENCIA
26163470,EDUCANDARIO II MILLENIUM
26163659,ESCOLA INFANTIL PRIMEIROS DEGRAUS
26164566,EDUCANDARIO LUZ DO SABER DE CAMARAGIBE LTDA
26165112,ESCOLA SANTA SOFIA
26165260,CRISTO E VIDA
26167450,EDUCANDARIO EMANUEL
26167476,EDUCANDARIO MARIA ANTONIETA
26171236,ESCOLA PROFESSORA ALICE DE BARROS MAURICIO
26174570,ESCOLA ESTADUAL PIO XII
26174588,COLEGIO E CURSO OPCAO
26174634,EDUCANDARIO CORACAO DE MARIA
26174642,EDUCANDARIO ANA CECILIA
26174650,CENTRO EDUCACIONAL JOAO FREIRE LTDA
26174669,ESCOLA DO CHAVES
26174677,EDUCANDARIO GERALDA SANTA CRUZ
26174693,ESCOLA LUZ DO SABER
26176246,ESCOLA TECNICA ESTADUAL ALCIDES DO NASCIMENTO LINS
26177455,ESCOLA REGISTRANDO DESCOBERTAS
26177463,CENTRO PROFISSIONALIZANTE DE ENFERMAGEM
26177471,COLEGIO DIMENSAO LTDA-ME
26178885,ASSOS ADEC - CEFOC
26179350,INSTITUTO SAO LUIZ
26180065,ESCOLA CONSTRUINDO SABER
26180715,CENTRO EDUCACIONAL UNIVERSIA
26181169,CENTRO EDUCACIONAL TIA LINDALVA
26181452,INSTITUTO MONTEIRO LOBATO
26182076,ECCOPRIME ESCOLA DE ENSINO INFANTIL E FUNDAMENTAL
26182726,CENTRO INTEGRADO DE ENSINO GETSEMANI
26182947,SUCESSO CURSOS TECNICOS
26184826,CME INFANTIL JUDITH MARIA BRASIL DA ROCHA
26189267,CMEI LUIZ ANTONIO DE PONTES RAMOS
26189550,EDUCANDARIO CAMARA
26191750,ESCOLA GENESIS
26192101,ESCOLA PEQUENO APRENDIZ
26192403,ESCOLA WALDORF AQUARELA
26205807,ESCOLA RECANTO DO SABER
26206803,INSTITUTO SANTA LUZIA
26234610,EDUCANDARIO PAULO FREIRE
26260603,CENTRO EDUCACIONAL NOSSA SENHORA DE SANTANA
26301628,EDUCANDARIO AFETO LTDA
26303620,CENTRO EDUCACIONAL BASE
26413817,ESCOLA DE REFERENCIA EM ENSINO FUNDAMENTAL E MEDIO TORQUATO DE CASTRO
26443740,INSTITUTO PAULO DE TARSO
26471710,INSTITUTO BATISTA DE CAMARAGIBE
26510715,COLEGIO E CURSO NOVO MILENIO
26522713,CENTRO EDUCACIONAL ARLEQUIM
26525968,COLEGIO NOVO MUNDO
26529823,COLEGIO LAPIS NA MAO
