CO_ENTIDADE,NO_ENTIDADE
24031313,CEJA SENADOR GUERRA
24031321,CENTRO DE PROM SOC STO ESTEVAO DIACONO
24031348,CE JOSE AUGUSTO
24031372,COLEGIO DIOCESANO SERIDOENSE
24031410,C MUL DO E RUNID X MARIA BERNADETE MARQUES SOUZA GINANE
24031429,C MUL DO E R UNIDADE XIV NOSSA SENHORA DE FATIMA
24031445,CRECHE SANTANA
24031453,ESCOLA MUNICIPAL DE EDUCACAO INFANTIL SAO JOSE
24031461,PRE ESCOLA TIA EULALIA
24031470,EDUCANDARIO STA TERESINHA
24031496,ESCOLA ESTADUAL PADRE EDMUND KAGERER
24031500,ESCOLA ESTADUAL MANOEL PATRICIO DE FIGUEIREDO
24031518,ESCOLA ESTADUAL DOM JOSE ADELINO DANTAS
24031550,ESCOLA ESTADUAL MONSENHOR WALFREDO GURGEL
24031585,ESCOLA ESTADUAL PROFESSOR ANTONIO ALADIM DE ARAUJO
24031593,ESCOLA ESTADUAL FRANCISCO PERGENTINO DE ARAUJO
24031640,ESCOLA ESTADUAL PROFESSORA ROSA DE LIMA BEZERRA
24031658,ESCOLA ESTADUAL PROFESSORA CALPURNIA CALDAS DE AMORIM
24031682,ESCOLA ESTADUAL VILAGRAN CABRITA
24031704,ESCOLA ESTADUAL ZUZA JANUARIO
24031780,ESCOLA ISOLADA JOSE TEIXEIRA DE CARVALHO
24031828,ESCOLA ESTADUAL PROFESSOR JOAQUIM GUEDES CORREIA GONDIM NETO
24031887,ESC MUL AUTA DE SOUZA
24031968,C MUL DO E R UNID III EDGAR JOSE DE MORAIS
24031984,C MUL DO E R UNID V ISAIAS LOPES DE ARAUJO
24032018,C MUL DO E R UNID VI JOAQUIM CANUTO DOS SANTOS
24032034,C MUL DO E R UNID VIII LAGOA DO MEIO
24032093,ESCOLA MUNICIPAL MARIA LEONOR CAVALCANTI
24032204,ESC MUL PRESIDENTE KENNEDY
24032220,ESC MUL PROF JOSE GURGEL DE ARAUJO
24032239,ESC MUL PROF MATEUS VIANA
24032247,ESC MUL PROF RAIMUNDO GUERRA
24032310,ESC MUL SEVERINA ERNESTINA ABIGAIL
24032328,ESCOLA MUNICIPAL SEVERINO PAULINO DE SOUZA
24032417,ESCOLA PROFESSOR SEVERINO LOPES DA SILVA - APAE DE CAICO-RN
24032441,ESCOLA ESTADUAL SENADOR DINARTE MARIZ
24032468,ESC MUL IRMA MARIA ASSUNTA VIEIRA
24032549,EXTERNATO SANTA CLARA I
24032565,EXTERNATO STO ANTONIO
24032573,CENTRO EDUCACIONAL EVOLUCAO
24032638,ESC MUNICIPAL CORONEL PAULINO BARCELOS
24063258,ESC MUL SEVERINA BRITO DA SILVA
24064378,ESC MUL PROF MARIA BERNADETE MARQUES DE SOUZA GINANE
24064521,ESC MUL IVANOR PEREIRA
24064564,ESCOLA MUNICIPAL DE EDUCACAO INFANTIL NOSSA SENHORA DO ROSARIO
24067938,ESCOLA MUNICIPAL OLIVIA PEREIRA RODRIGUES
24068128,ESCOLA MUNICIPAL WALFREDO GURGEL
24068144,ESCOLA MUNICIPAL FREI DAMIAO
24068152,ESCOLA MUNICIPAL PROFESSORA INAH DE MEDEIROS DANTAS
24068160,ESCOLA MUNICIPAL MARIA FERNANDES DA SILVA
24068500,CENTRO EDUCACIONAL INTEGRADO DO SERIDO
24069868,EXTERNATO SAO JUDAS TADEU
24070890,INSTITUTO DE EDUCACAO INTEGRAL ARCO-IRIS
24072095,EDUCANDARIO MUNDO INFANTIL
24072176,EXTERNATO SAO JOAO BATISTA
24075973,EXTERNATO TIA HILDA
24078212,ESCOLA TECNICA DE ENFERMAGEM RAIMUNDA NONATA
24079260,ESCOLA SESC
24079286,COLEGIO SANTA CLARA
24080209,CEI- CENTRO DE ENSINO INTERATIVO
24080217,ESCOLA CRIATIVA
24080268,SERVICO NACIONAL DE APRENDIZAGEM COMERCIAL - SENAC CAICO
24080276,ESCOLA MUNICIPAL HERMANN GMEINER
24081078,COLEGIO UNIVERSITARIO DE CAICO - CUCA
24084107,CRECHE MUNICIPAL GENTE FELIZ
24084115,CRECHE MUNICIPAL MUNDO MAGICO
24084751,CENTRO DE FORMACAO PROFISSIONAL E SERVICOS
24086347,CRECHE MUNICIPAL DONA OSCARINA DE OLIVEIRA TORRES
24086673,SENAI - CENTRO DE UNIDADES MOVEIS
24086851,ESCOLA POLITECNICA DO NORDESTE LTDA - UNIDADE CAICO
24087220,CENTRO DE EDUCACAO PESTALOZZI
24088250,CENTRO DE EDUCACAO INFANTIL ARTE DE BRINCAR
24089257,CENTRO DE EDUCACAO AGAPE
24149209,CENTRO DE ATIVIDADES COMPLEMENTAR PETI
24329312,IFRN - CAMPUS CAICO
