CO_ENTIDADE,NO_ENTIDADE
24057851,E E GOV WALFREDO GURGEL ENSINO MEDIO EM TEMPO INTEGRAL E EDUC PROFISSIONAL TECNICA DE NIVEL MEDIO
24057886,ESC EST IAPISSARA DE AGUIAR ENS 1 GRAU
24057894,ESCOLA ESTADUAL IMPERIAL MARINHEIRO
24057908,ESCOLA ESTADUAL DE EDUCACAO INTEGRAL EM TEMPO INTEGRALPROFESSORA ISABEL GONDIMENSINO FUNDAMENTAL
24057916,ESCOLA ESTADUAL JEAN MERMOZ
24057924,ESCOLA ESTADUAL JERONIMO DE ALBUQUERQUE
24057940,ESCOLA ESTADUAL JERONIMO GUEIROS
24057975,ESCOLA ESTADUAL JORGE FERNANDES
24057983,ESC EST JOSE M DE ALBUQUERQUE ENS 1 GRAU
24057991,ESCOLA ESTADUAL LAURO DE CASTRO
24058017,ESCOLA ESTADUAL LOURDES GUILHERME
24058033,ESCOLA ESTADUAL MASCARENHAS HOMEM
24058041,ESCOLA ESTADUAL MONSENHOR ALFREDO PEGADO
24058076,ESCOLA ESTADUAL MONSENHOR MATA
24058092,ESCOLA ESTADUAL NESTOR LIMA
24058106,ESCOLA ESTADUAL PASSO DA PATRIA
24058122,ESCOLA ESTADUAL PEDRO MENDES GOUVEIA
24058157,ESCOLA ESTADUAL PRESIDENTE CAFE FILHO
24058181,ESC EST PROF AMPHILOQUIO CAMARA ENS DE 2 GRAU
24058190,ESCOLA ESTADUAL PROFESSOR ANTONIO PINTO DE MEDEIROS
24058203,EE PROFESSOR ACRISIO FREIRE ENS 1 GRAU
24058211,ESCOLA ESTADUAL PROFESSOR ANISIO TEIXEIRA
24058246,ESCOLA ESTADUAL PROFESSOR EDGAR BARBOSA
24058254,ESCOLA ESTADUAL PROFESSOR FRANCISCO IVO CAVALCANTI
24058289,ESCOLA ESTADUAL PROFESSOR JOAO TIBURCIO
24058297,ESC EST PROF JOAQUIM LOURIVAL ENS 1 GRAU
24058300,ESCOLA DE EDUCACAO INTEGRAL EM TEMPO INTEGRAL PROFESSOR JOAQUIM TORRES
24058327,ESCOLA ESTADUAL PROFESSOR JOSE FERNANDES MACHADO
24058343,EE PROF JOSE IVO ENS DE 1 GRAU
24058351,ESCOLA ESTADUAL PROFESSORA JOSEFA SAMPAIO
24058378,ESCOLA ESTADUAL PROFESSORA JUDITH BEZERRA DE MELO
24058386,ESCOLA ESTADUAL PROFESSOR LUIS ANTONIO
24058394,ESCOLA ESTADUAL PROFESSOR LUIS DA CAMARA CASCUDO
24058416,ESCOLA ESTADUAL LUIZ SOARES
24058424,ESCOLA ESTADUAL PROFESSORA MARIA ILKA DE MOURA
24058440,ESCOLA ESTADUAL PROFESSORA MARIA LIDIA
24058467,ESCOLA ESTADUAL PROFESSORA MARIA MONTEZUMA
24058475,ESCOLA ESTADUAL PROFESSORA MARIA QUEIROZ
24058483,ESCOLA ESTADUAL PROFESSOR SEVERINO BEZERRA DE MELO
24058491,ESCOLA ESTADUAL PROFESSORA STELLA GONCALVES
24058505,ESCOLA ESTADUAL PROFESSOR THEODULO CAMARA
24058513,EE PROFA OLDA MARINHO ENS DE 1 GRAU
24058521,ESCOLA ESTADUAL RAIMUNDO SOARES
24058548,ESC EST ROTARY CLUB NATAL ALECRIM
24058556,ESC EST ROTARY ENSINO DE 1 GRAU
24058564,ESCOLA ESTADUAL SEBASTIAO FERNANDES DE OLIVEIRA
24058572,ESCOLA ESTADUAL SELVA CAPISTRANO LOPES
24058580,ESCOLA ESTADUAL SENADOR DINARTE MARIZ
24058610,ESCOLA ESTADUAL SOLDADO LUIZ GONZAGA
24058637,ESCOLA ESTADUAL STELA WANDERLEY
24058645,ESCOLA ESTADUAL TIRADENTES
24058661,ESCOLA ESTADUAL UNIAO DO POVO DE CIDADE NOVA
24058688,ESCOLA ESTADUAL VALE DO PITIMBU
24058700,ESCOLA ESTADUAL VIGARIO BARTOLOMEU
24058718,ESCOLA ESTADUAL WINSTON CHURCHILL
24058742,EE PAULO FREIRE ENS 1 E 2 GRAUS
24058769,ESCOLA ESTADUAL LEAO XIII ENSINO FUNDAMENTAL
24058777,ESCOLA MADRE FITZBACH
24058785,ESC MUL PROF ANTONIO CAMPOS E SILVA
24058793,ESC MUL PROF CARLOS BELLO MORENO
24058807,ESC MUL CELESTINO PIMENTEL
24058815,ESC MUL CHICO SANTEIRO
24058823,ESC MUL PROF ZUZA
24058831,ESC MUL DJALMA MARANHAO
24058840,ESC MUL FERREIRA ITAJUBA ENS DE 1º GRAU
24058858,ESC MUL HENRIQUE CASTRICIANO
24058866,ESC MUL JOAO XXIII
24058874,ESC MUL JUVENAL LAMARTINE
24058882,ESC MUL PREF MARIO LIRA
24058890,ESC MUL PROF ANTONIO SEVERIANO
24058912,ESC MUL PROF ARNALDO MONTEIRO BEZERRA
24058920,ESC MUL PROF BERILO WANDERLEY
24058939,ESC MUL PROF BERNARDO DO NASCIMENTO
24058947,ESC MUL PROF FCO DE ASSIS VARELA CAVALCANTI
24058955,ESC MUL PROFA IVONETE MACIEL
24058963,ESC MUL PROFA MALVINA COSME
24058971,ESC MUL PROF ULISSES DE GOIS
24058980,ESC MUL PROFA FRANCISCA FERREIRA DA SILVA
24058998,ESC MUL PROFA LAURA MAIA
24059005,ESC MUL SAO FRANCISCO DE ASSIS
24059013,ESC MUL SAO JOSE
24059021,ESC MUL NOSSA SRA DAS DORES
24059064,CENTRO EDUCACIONAL EMILIA FERREIRO
24059102,EE PROF ULISSES DE GOIS - ENS FUND E MEDIO
24059110,IFRN - CAMPUS NATAL - CENTRAL
24059145,NUCLEO DE AMPARO AO MENOR
24059188,ESC MUL PROFA MARIA DALVA GOMES BEZERRA
24059196,ESC MUL PROFA TEREZINHA PAULINO DE LIMA
24059250,ESCOLA DE EDUCACAO BASICA E PROFISSIONAL FUNDACAO BRADESCO
24059277,IMPACTO COLEGIO E CURSO
24059285,INSTITUTO ARY PARREIRAS
24059293,INSTITUTO BRASIL
24059323,INSTITUTO MARIA AUXILIADORA
24059331,INST PE MIGUELINHO
24059340,INSTITUTO REIS MAGOS
24059358,INSTITUTO SAGRADA FAMILIA
24059498,CMEI JESUS BOM PASTOR
24059528,CENTRO EDUCACIONAL GERACAO
24059536,CETA TIA ANJINHA
24059587,JARDIM ESCOLA CHAPEUZINHO VERMELHO
24059609,JARDIM ESCOLA CIRANDINHA
24059692,COLEGIO ACAO LTDA
24059706,COLEGIO E CURSO GALILEU
24059722,EXITO COLEGIO E CURSO
24059749,NEC PINGUINHO DE GENTE
24059790,ITAECE COMPLEXO EDUCACIONAL
24059889,ESCOLA SAO JOSE
24059935,COLEGIO ENCANTO UNIDADE I
24059943,COLEGIO INCENTIVO
24059960,CMEI NOSSA SENHORA DE SANTANA
24059994,ESCOLA ESTADUAL 15 DE OUTUBRO
24060011,ESCOLA ESTADUAL ALCEU AMOROSO LIMA
24060020,ESCOLA ESTADUAL ALDO FERNANDES DE MELO
24060046,ESCOLA ESTADUAL CONEGO LUIZ WANDERLEY
24060070,ESCOLA ESTADUAL DOM JOSE ADELINO DANTAS
24060089,ESCOLA ESTADUAL GENERAL DIOSCORO VALE
24060100,ESCOLA ESTADUAL MYRIAM COELI
24060127,ESCOLA ESTADUAL PADRE JOAO MARIA
24060143,ESCOLA ESTADUAL PEREGRINO JUNIOR
24060151,ESCOLA ESTADUAL POTIGUASSU
24060160,ESCOLA ESTADUAL PROFESSOR ANTONIO FAGUNDES
24060186,ESCOLA ESTADUAL PROFESSOR JOSINO MACEDO
24060208,ESCOLA ESTADUAL PROFESSOR PAULO PINHEIRO DE VIVEIROS
24060216,ESCOLA ESTADUAL PROFESSOR VARELA BARCA
24060224,ESCOLA ESTADUAL ROMULO WANDERLEY
24060240,ESCOLA ESTADUAL WALTER DUARTE PEREIRA
24060267,ESCOLA ESTADUAL ZILA MAMEDE
24060275,ESC MUL JORNALISTA ERIVAN FRANCA
24060283,ESC MUL IRMA ARCANGELA ENSINO DE 1º GRAU
24060291,ESC MUL JOAO PAULO II
24060305,ESC MUL MONSENHOR JOSE ALVES LANDIM
24060313,ESC MUL PROF AMADEU ARAUJO
24060321,ESC MUL PROFA ANGELICA DE ALMEIDA MOURA
24060330,ESC MUL PROF HERLY PARENTE
24060348,ESC MUL PROFA IAPISSARA AGUIAR
24060356,ESC MUL PROF JOSE DO PATROCINIO PEREIRA PINTO
24060364,ESC MUL PROF LUIS MARANHAO FILHO
24060372,ESC MUL PROFA ADELINA FERNANDES
24060380,ESC MUL PROFA PALMIRA DE SOUZA
24060399,ESC MUL SANTA CATARINA
24060402,ESC MUL VEREADOR JOSE SOTERO
24060518,JARDIM DE INFANCIA PINOQUIO
24060631,ESCOLA ESTADUAL PROFESSORA LEONOR LIMA
24060640,ESCOLA ESTADUAL PROFESSORA DULCE WANDERLEY
24060674,ESC MUL PROFA LOURDES GODEIRO
24060682,ESC MUL NOSSA SRA DOS NAVEGANTES
24060690,ESC MUL PROF ASCENDINO DE ALMEIDA
24060704,ESC MUL PROFA FRANCISCA DE OLIVEIRA
24064009,ESC MUL PROFA JOSEFA BOTELHO
24064068,INTELECTUAL COLEGIO E CURSO
24064173,CENTRO EDUCACIONAL ALFERES TIRADENTES
24064343,JARDIM ESCOLA PRIMEIROS DEGRAUS
24064440,CMEI PROFA LIBANIA MEDEIROS
24064602,CENTRO DE ATENDIMENTO EDUCACIONAL ESPECIALIZADO MILITAO CHAVES
24064610,ESCOLA ESTADUAL PROFESSORA MARIA LUIZA ALVES COSTA
24064670,UFRN - ESCOLA DE SAUDE
24064700,CMEI PROFA TEREZINHA DE JESUS
24064785,CMEI PROFA MARIA EUNICE DAVIM
24064866,CENTRO EDUCACIONAL PROGRESSO
24064912,CEJA PROF REGINALDO TEOFILO
24064971,CMEI NOSSA SENHORA DE FATIMA
24064980,ESC MUL PROFA MARIA ALEXANDRINA SAMPAIO
24065617,ESC MUL PROFA MARECI GOMES DOS SANTOS
24065919,ESCOLA FREINET
24065927,ESC MUL PROFA DALVA DE OLIVEIRA
24065935,ESC MUL ESTUDANTE EMMANUEL BEZERRA
24065943,ESCOLA ESTADUAL PROFESSORA MARIA DE LOURDES CAMARA SOUTO
24065951,ESCOLA ESTADUAL PRESIDENTE KENNEDY
24065960,ESCOLA ESTADUAL PADRE MONTE
24066001,ESCOLA ESTADUAL HEGESIPPO REIS
24066010,ESC EST DOMINGOS SAVIO
24066451,ESC MUL PROF VERISSIMO DE MELO
24066494,EE IRMA SCHEILLA
24067474,JARDIM ESCOLA BARQUINHO AMARELO
24067911,JFC - EXPANSIVO COLEGIO E CURSO
24068985,ESC MUL PROFA ZULEIDE FERNANDES DE M SILVA
24069000,ESC MUL PROFA ALMERINDA BEZERRA FURTADO
24069027,COLEGIO POTENCIAL
24069140,MUNDIAL COLEGIO E CURSO LTDA
24069159,COLEGIO ENCANTO UNIDADE II
24069183,COLEGIO E CURSO PROF JOAO FERREIRA CAMPOS
24069191,CENTRO DE EDUCACAO INTEGRADA S A - ROMUALDO
24069329,COLEGIO HIPOCRATES ZONA SUL
24069388,COLEGIO E CURSO ABSOLUTO
24069515,COLEGIO TALENTO
24069558,CENTRO EDUCACIONAL NOVA JERUSALEM
24069574,ESCOLA LAURA VICUNA
24069590,CENTRO EDUCACIONAL NOSSO AMIGUINHO
24069620,ESCOLA ESTADUAL PROFESSORA CRISAN SIMINEA
24069663,ESC MUL PROFA MARIA MADALENA XAVIER DE ANDRADE
24069680,ESC MUL SANTOS REIS
24069728,ESC MUL PROF JOSE DE ANDRADE FRAZAO
24069973,CENTRO EDUCACIONAL EQUILIBRIO
24069990,ESCOLA LAPIS DE COR
24070050,CENTRO EDUCACIONAL DIX-SEPT ROSADO
24070084,CENTRO EDUCACIONAL FELICIDADE DO SABER
24070432,ESCOLA ESTADUAL ARQUITETA ELIZABETH FATIMA ARAUJO GUILHERMINO
24071633,ESC MUL 4 CENTENARIO
24071641,ESCOLA ESTADUAL PROFESSORA ANA JULIA DE CARVALHO MOUSINHO
24072311,SERVICO NACIONAL DE APRENDIZAGEM COMERCIAL - SENAC ZONA SUL
24074004,JARDIM ESCOLA PEQUENO MESTRE
24074039,COLEGIO BRASIL
24074047,CENTRO AVANCADO DE ENSINO-CADE
24074071,ESC MUL PROF REGINALDO FERREIRA NETO
24074209,CMEI PROFA MARIA SALETE ALVES BILA
24074225,CENTRO EDUCACIONAL FLORES DE MARIA
24074250,UNIVERSIDADE DA INFANCIA
24074276,AMBULATORIO PADRE JOAO MARIA CASA DA CRIANCA
24074357,ESCOLA CORES E ARTES
24074381,ESCOLA ESTADUAL PROFESSORA MARIA NALVA XAVIER DE ALBUQUERQUE
24074470,CMEI DRA ZILDA ARNS
24075698,ESC MUL PROFA MARIA CRISTINA OZORIO TAVARES
24075701,CMEI PROFA MARILANDA BEZERRA DE PAIVA
24075710,ESC MUL PROF OTTO DE BRITO GUERRA
24076945,CASTELO ESCOLA
24077062,CMEI PROFA MARIA DA PIEDADE DE MELO E SILVA
24077267,CMEI MARIA CELONI CAMPOS
24077275,CMEI PROFA SELVA CAPISTRANO LOPES DA SILVA
24077291,CMEI PROFA MARIA ILKA SOARES DA SILVA
24077330,CMEI PROFA DARILENE BRANDAO MARTINS
24077399,CMEI PROFA ROSALBA DIAS DE BARROS
24077410,CMEI JESIEL FIGUEIREDO
24077429,JARDIM ESCOLA DEGRAUS DO SABER
24077445,CENTRO SAO JOSE
24077453,CMEI SANTA MONICA
24077461,CMEI PROFA ELAINE DO NASCIMENTO LOPES
24077470,CMEI PROFA CARLA APARECIDA ALBERNAZ BANDEIRA
24077496,CMEI CLARA CAMARAO
24077500,CMEI MOEMA TINOCO DA CUNHA LIMA
24077518,CMEI PROF LUIZ GONZAGA DINIZ FILHO
24077526,CMEI PROFA MARIA ITACIRA BENTO
24077534,CMEI PROFA CLAUDIA OLIVEIRA DE FARIAS
24077542,CMEI PROFA MARIA ABIGAIL BARROS DE AZEVEDO
24077550,CMEI PROFA MARIA NAZARE DA COSTA GALVAO
24077569,CMEI CLEA BEZERRA DE MELO
24077577,CMEI PROFA MARIA DO SOCORRO LIMA
24077585,CMEI JOSE ALVES SOBRINHO
24077607,CMEI MARIA EULALIA GOMES DA SILVA
24077640,CMEI PROF ANTONIO GURGEL DE MELO
24077666,CMEI FREI DAMIAO
24077682,CMEI VILMA TEIXEIRA DOURADO DUTRA
24077690,CMEI IRMA DULCE
24077704,CMEI PAULINA ENGRACIA MARIZ DE FARIA
24077712,CMEI AMOR DE MAE
24077720,CMEI CLAUDETE COSTA MACIEL
24077739,CMEI HAYDEE MONTEIRO BEZERRA DE MELO
24077747,CMEI PROFA MARIA LUIZA SANTOS DE SOUZA
24077755,CMEI PROFA RAQUEL MARIA FILGUEIRA
24077763,CMEI PROFA MARIA CLEONICE ALVES PONTES
24077771,CMEI EVANGELINA ELITA DE SOUSA
24077780,CMEI SATURNINA ALVES DE LUCENA
24077798,ESCOLA ESTADUAL CLARA CAMARAO
24077801,CMEI DR VULPIANO CAVALCANTI DE ARAUJO
24077810,CMEI PROFA FRANCISCA ANASTACIA DE SOUTO
24077887,CMEI GALDINA BARBOSA SILVEIRA GUIMARAES
24077895,CMEI ELIZABETH TEOTONIO DA FONSECA MELO
24077909,CMEI MARIA LUCILA ALVES DE CARVALHO
24077917,CMEI PROFA MARLUCE CARLOS DE MELO
24077925,CMEI BOM SAMARITANO
24077941,CENTRO EDUCACIONAL DE NAZARE
24078034,COLEGIO ALEGRIA E SABER
24078069,JARDIM ESCOLA CRIANCA FELIZ
24078123,NUCLEO DE EDUCACAO DA INFANCIA - NEICAP-UFRN
24078131,COLEGIO DEGRAUS DO SABER
24078140,FAC - COLEGIO E CURSO
24078166,ASSOCIACAO NOSSA SENHORA DAS DORES
24078174,SENAI-CTGAS - CENTRO DE TECNOLOGIAS DO GAS
24078204,SENAI - CENTRO DE EDUCACAO E TECNOLOGIAS CLOVIS MOTTA
24078255,SERVICO NACIONAL DE APRENDIZAGEM COMERCIAL - SENAC CENTRO
24078301,INSTITUTO DE ENSINO E CULTURA IEC
24078379,ESCOLA DE FORMACAO PROFISSIONAL ANA NERI
24078395,INSTITUTO EDUCACIONAL O MESTRE
24078409,ESCOLA SESC PARANDUVA
24078417,ESCOLA SESC
24078433,JARDIM ESCOLA CASINHA FELIZ
24078450,CDF COLEGIO E CURSO
24078468,CENTRO EDUCACIONAL INFORMAR
24078492,COLEGIO POLITECNICO ABSOLUTO
24078573,INTELIGENTE COLEGIO E CURSO
24078697,ESC MUL PROF WALDSON JOSE BASTOS PINHEIRO
24078700,ESC MUL NOSSA SRA DA APRESENTACAO
24078743,JARDIM ESCOLA ALFABETOLANDIA
24079677,ESCOLA EDUCACIONAL GENESIS
24079685,COOPERATIVA EDUCACIONAL DE NATAL - COOPEN
24079715,COLEGIO SONHO DE CRIANCA
24079723,CENTRO EDUCACIONAL O MUNDO DE SOPHIA
24079766,JARDIM ESCOLA O PAIS DAS LETRAS
24079782,JARDIM ESCOLA UNIVERSIDADE DA CRIANCA
24079790,CENTRO DE APRENDIZAGEM FORTUNATO
24079804,IDEAL COLEGIO E CURSO
24079820,EDUCANDARIO SANTA VIRGEM DE FATIMA
24079839,JARDIM ESCOLA PEQUENO GURI
24079847,NUCLEO EDUCACIONAL REINO DA CRIANCA
24079880,CENTRO EDUCACIONAL TIA EDNA
24080004,ESCOLA PARTICIPATIVA LTDA
24080012,JARDIM EDUCACIONAL DA MINIE
24080039,ESC MUL PROF LAERCIO FERNANDES MONTEIRO
24080047,ESC MUL PROFA VERA LUCIA SOARES BARROS
24080055,CMEI PROFA MARISE PAIVA
24080837,ESCOLA BOA IDEIA
24081094,JARDIM ESCOLA CANTINHO DO SABER
24081221,CMEI PROFA CARMEM MARIA REIS
24081310,ESCOLA FACULDADE INFANTIL
24081353,CENTRO EDUCACIONAL POSITIVO
24081370,CEFPS - CENTRO DE FORMACAO PROFISSIONAL E SERVICO
24081701,CENTRO SUVAG DO RIO GRANDE DO NORTE
24081728,PIAGET COLEGIO E CURSO
24081736,CENTRO EDUCATIVO RENASCER
24081744,ITAECE COMPLEXO EDUCACIONAL - ICE
24081760,EFICACIA COLEGIO E CURSO
24081850,ESC MUL PROFA NOILDE PESSOA RAMALHO
24081892,CMEI PROF ARNALDO ARSENIO DE AZEVEDO
24081906,CMEI PROFA MARIA DAS GRACAS MOTA
24081930,CENTRO PRESBITERIANO DE ENSINO - BETHEL
24082066,CAS - CENTRO DE APRENDIZAGEM SUL
24082503,ESCOLA CASA DO CAMINHO
24082600,CENTRO EDUCACIONAL ARCA DE NOE
24082635,ESC MUL PROF EUDO JOSE ALVES
24082651,CMEI SANTA CECILIA
24082686,ESPACO INTEGRADO DE EDUCACAO
24082694,JARDIM DE INFANCIA CRAVINA
24082791,CE DE EDUCACAO ESPECIAL
24082880,ESCOLA DE SAUDE PUBLICA DO RN
24082929,CMEI JOSE ALENCAR GOMES DA SILVA
24082937,CMEI NOSSA SENHORA DE LOURDES
24083020,JARDIM ESCOLA BALAOZINHO MAGICO
24083038,EXEMPLAR COLEGIO E CURSO
24083046,IFRN - CAMPUS NATAL - CIDADE ALTA
24083178,CMEI PROFA TEREZINHA LINHARES FAUSTINO
24083186,CDF COLEGIO E CURSO
24083313,CENTRO EDUCACIONAL RAIO DE LUZ
24083364,MUNDIAL COLEGIO E CURSO ED INF E ENS FUNDAMENTAL
24083925,CE DE CAPACITACAO DE ED E ATEN SURDO - CAS
24083941,DIMENSIONAL COLEGIO E CURSO
24083950,ESCOLA BRASIL NOVO
24083976,JARDIM ESCOLA CAIXINHA DO SABER
24083992,JARDIM ESCOLA A MAGIA DO APRENDER
24084042,CENTRO EDUCACIONAL VISTA VERDE
24084140,COLEGIO HIPOCRATES ZONA NORTE
24084174,CADE - CENTRO AVANCADO DE ENSINO
24084220,COLEGIO MONTESSORI
24084263,COLEGIO MARIE JOST
24084298,CMEI PROFA ANTONIA FERNANDA JALLES
24084336,IFRN - CAMPUS NATAL - ZONA NORTE
24084395,COLEGIO OPERACIONAL
24084409,CENTRO EDUCACIONAL REFLETINDO O FUTURO
24084476,NUCLEO DE ATENDIMENTO EDUCACIONAL HOSPITALAR E DOMICILIAR DO RN - NAEHD
24084484,CENTRO EDUCACIONAL NOVA SIAO
24084506,CENTRO DE DESPORTO ESCOLAR GERACAO 2000
24084514,PINGO DE GENTE COLEGIO E CURSO
24084719,ESCOLA CORUJINHA
24084727,CENTRO EDUCACIONAL MAANAIM
24084735,COLEGIO ANCORA
24084760,CEPRN - CENTRO DE ENSINO PROFISSIONALIZANTE DO RN
24084930,CENTRO DE APRENDIZAGEM PLANALTO
24085278,COLEGIO RECRIAR
24085324,CMEI BELCHIOR JORGE DE SA
24085332,CMEI PROFA MARIA DOS MARTIRIOS LISBOA DE MENEZES
24085340,CMEI PROFA TELMA REJANE MOURA FREIRE
24085421,ESCOLA CANADENSE DE NATAL
24085529,ESCOLA POLITECNICA DO NORDESTE LTDA - EPP
24085618,COLEGIO MASTER
24085634,CENTRO EDUCACIONAL MASTER
24085642,CENTRO EDUCACIONAL A SEARA
24085898,CENTRO EDUCACIONAL NORTE-RIO-GRANDENSE DE ARTES - CENA
24085952,ESCOLA ARTE DE CRESCER
24085960,ELEVAR INTERNATIONAL CHRISTIAN SCHOOL
24086037,CMEI MAILDE FERREIRA PINTO GALVAO
24086169,ESCOLA TECNICA POTIGUAR - UNIDADE NATAL
24086231,ESCOLA PERFIL
24086266,NUCLEO EDUCACIONAL ALVORADA DO SABER
24086398,CENTRO EDUCACIONAL ICAPUI
24086460,INSTITUTO METROPOLE DIGITAL - IMD
24086746,ITB - INSTITUTO TECNOLOGICO BRASILEIRO LTDA
24086878,CENTRO DE ENSINO GRAU TECNICO NATAL CENTRO
24086924,CENTRO EDUCACIONAL ADVENTO
24087025,CENTRO EDUCACIONAL OPCAO INFANTIL
24087041,CMEI SAO FRANCISCO DE ASSIS
24087068,COLEGIO ESSENCIAL
24087114,OVER PONTA NEGRA
24087122,OVER LAGOA NOVA LIMA E SILVA
24087157,FACEX UNIDADE CIC
24087203,COLEGIO CAMINHO DO SABER
24087327,ESPACO EDUCACIONALINTEGRADO PEQUENO POLEGAR
24087335,SERVICO NACIONAL DE APRENDIZAGEM COMERCIAL - SENAC ALECRIM
24087394,CENTRO ESTADUAL DE EDUCACAO PROFISSIONAL PROFESSOR JOAO FAUSTINO FERREIRA NETO
24087440,CENTRO DE ENSINO POSITIVO
24087459,FENIX COMPLEXO EDUCACIONAL
24087483,CENTRO EDUCACIONAL CONSTRUIR
24087505,AMO COLEGIO E CURSO
24087637,CENTRO EDUCACIONAL ESTRELA DA MANHA
24087726,CENTRO EDUCACIONAL TURMA DO MICKEY
24087785,COLEGIO MILLETO
24087858,CENTRO EDUCACIONAL CRIANCA INTELIGENTE
24087866,COMPLEXO EDUCACIONAL OPCAO LTDA
24087874,DCC JUNIOR
24087890,CENTRO EDUCACIONAL NOSSA SENHORA DAS GRACAS
24088013,COMPLEXO EDUCACIONAL CONTEMPORANEO
24088021,COMPLEXO EDUCACIONAL CONTEMPORANEO
24088048,CONHECER EDUCACIONAL- FILIAL 01
24088110,CENTRO EDUCACIONAL HORIZONTE INFANTIL
24088307,ESCOLINHA CRIANCA
24088439,COLEGIO EXITO
24088463,CENTRO ESTADUAL DE EDUCACAO PROFISSIONAL PROFESSORA DJANIRA BRASILINO DE SOUZA
24088501,INOVAR COLEGIO E CURSO
24088510,IFRN - CAMPUS AVANCADO NATAL-ZONA LESTE
24088544,CENTRO DE ATENDIMENTO EDUCACIONAL HOSPITALAR E DOMICILIAR DO NATAL- CAEHDN
24088579,COLEGIO CIENCIAS APLICADAS -UNIDADE II
24088722,ARTE DO SABER
24088730,ESCOLA VIVER COM CRIANCA
24088781,AGORA EDUCACAO INTEGRAL - UNIDADE II
24088790,AGORA EDUCACAO INTEGRAL - UNIDADE I
24088820,APOEMA ESCOLA DIALOGICA
24088846,COLEGIO PORTO
24088919,COLEGIO VITORIA KIDS LTDA
24089001,CENTRO DE APOIO PEDAGOGICO PROFESSORA IAPISSARA AGUIAR
24089133,OVER ZONA NORTE
24089214,CENTRO DE EDUCACAO INTEGRADA S A - ROBERTO FREIRE
24089290,EDUCACANDARIO DISNEYLANDIA
24089346,CENTRO EDUCACIONAL INICIO DO SABER
24089370,INOVART COLEGIO E CURSO EIRELI
