CO_ENTIDADE,NO_ENTIDADE
27034585,CENTRO DE ESTUDOS PSICOPEDAGOGICOS LTDA
27034607,CENTRO DE FORMACAO PROFISSIONAL GUSTAVO PAIVA - CFP GP
27034674,ESCOLA ESTADUAL PROFESSORA LAURA DANTAS SANTOS DA SILVA
27034755,ESCOLA MUNICIPAL DOUTOR HENRIQUE EQUELMAN
27034780,COLEGIO ATHENEU
27034828,COLEGIO DA IMACULADA CONCEICAO
27034836,ESCOLA ESTADUAL PROFESSOR THEOTONIO VILELA BRANDAO
27034844,COLEGIO DE SAO JOSE
27034852,ESCOLA ESTADUAL PROFº BENEDITO MORAES
27034887,ESCOLA ESTADUAL PROFESSOR AFRANIO LAGES
27034895,COLEGIO MARISTA DE MACEIO
27034909,COLEGIO MONSENHOR LUIS BARBOSA
27034917,ESCOLA ESTADUAL NOSSA SRª DO BOM CONSELHO
27034976,COLEGIO SANTISSIMO SACRAMENTO
27035000,COLEGIO SANTA MADALENA SOFIA
27035018,COLEGIO ANCHIETA
27035336,ESCOLA ESTADUAL PROFESSOR LUIZ CARLOS
27035441,ESCOLA DE ENSINO FUNDAMENTAL SAGRADO CORACAO DE JESUS
27035450,CENTRO EDUCACIONAL SANTA LUCIA
27035514,COLEGIO SANTA TEREZA
27035573,ESCOLA ESTADUAL DR EDSON DOS SANTOS BERNARDES
27035581,ESCOLA ESTADUAL JOAO PAULO II
27035590,ESCOLA ESTADUAL JORNALISTA LAFAIETTE BELO
27035646,ESCOLA ESTADUAL ALFREDO GASPAR DE MENDONCA
27035662,ESCOLA ESTADUAL ANTONIO VASCO
27035697,ESCOLA ESTADUAL CAMPOS TEIXEIRA
27035700,ESCOLA ESTADUAL CORONEL FRANCISCO ALVES MATA
27035778,ESCOLA ESTADUAL PROFª MALBA LINS COSTA
27035786,ESCOLA ESTADUAL ONELIA CAMPELO
27035816,ESCOLA DE EDUCACAO BASICA E PROFISSIONAL FUNDACAO BRADESCO
27035824,ESCOLA ESTADUAL PROFESSORA ADEILZA Mª OLIVEIRA
