CO_ENTIDADE,NO_ENTIDADE
26112531,ACADEMIA ANA PAULA
26112558,ACADEMIA SANTA GERTRUDES
26112566,UNIVERSO COLEGIO E CURSO
26112574,COLEGIO FELISBERTA DE FRANCA
26112582,ESCOLA MUNICIPAL ALTO DO SOL NASCENTE
26112590,CENTRO DE REABILITACAO INFANTIL DE OLIND
26112604,CENTRO REGIONAL DE ENS E REABILITACAO
26112612,CENTRO EDUCACIONAL FROEBEL
26112620,CENTRO EDUCACIONAL HERMON
26112655,CENTRO ESCOLAR IRMAOS SOUZA
26112663,ESCOLA MUNICIPAL MIZAEL MONTENEGRO FILHO
26112680,COLEGIO DE SAO BENTO DE OLINDA
26112701,ESCOLA DE REFERENCIA EM ENSINO MEDIO DE OLINDA
26112728,COLEGIO LUIZA CORA LTDA
26112752,COLEGIO PRINCESA ISABEL
26112779,COLEGIO NOVO HORIZONTE
26112795,COLEGIO ANGLO LIDER
26112850,COLEGIO SANTA BARBARA
26112868,COLEGIO SANTA HELENA
26112876,CHECHE ESCOLA IRMA DE CASTRO
26112906,EDUCANDARIO SANTA JOANA D ARC
26112930,EDUCANDARIO ARCA DE NOE
26112973,EDUCANDARIO GERACAO
26112990,EDUCANDARIO MARIA IMACULADA
26113007,EDUCANDARIO MARIA LUIZA
26113066,EDUCANDARIO SAO LUIZ
26113074,COLEGIO JUSSARA FERREIRA
26113139,ESCOLA MUNICIPAL ELPIDIO DE FRANCA
26113171,ESCOLA MUNICIPAL ALEXANDRE JOSE BARBOSA LIMA
26113198,ESCOLA ANTONIO SOUTO FILHO
26113210,ESCOLA ARGENTINA CASTELLO BRANCO
26113236,ESCOLA DE REFERENCIA EM ENSINO MEDIO AUREA DE MOURA CAVALCANTI
26113260,ESCOLA CARLOS GONCALVES
26113279,ESCOLA CEL VALERIANO EUGENIO DE MELO
26113295,ESCOLA MUNICIPAL CENTRO DE ASSISTENCIA SOCIAL
26113309,ESCOLA ZAB DE EDUCACAO
26113325,ESCOLA DE REFERENCIA EM ENSINO FUNDAMENTAL E MEDIO CLIDIO DE LIMA NIGRO
26113333,ESCOLA CONEGO JONAS TAURINO
26113350,ESCOLA MUNICIPAL CORONEL JOSE DOMINGOS DA SILVA
26113368,ESCOLA MUNICIPAL MONSENHOR FABRICIO
26113392,ESCOLA DE REFERENCIA EM ENSINO MEDIO DESEMBARGADOR RENATO FONSECA
26113414,ESCOLA MUNICIPAL DOM AZEREDO COUTINHO
26113449,ESCOLA DE REFERENCIA EM ENSINO FUNDAMENTAL DOM PEDRO BANDEIRA DE MELO
26113473,ESCOLA MUNICIPAL DOUTOR MANOEL BORBA
26113481,ESCOLA MUNICIPAL DUARTE COELHO
26113520,ESCOLA MUNICIPAL GREGORIO BEZERRA
26113538,ESCOLA DE REFERENCIA EM ENSINO MEDIO GUEDES ALCOFORADO
26113546,ESCOLA MUNICIPAL IZAULINA DE CASTRO E SILVA
26113562,ESCOLA DE REFERENCIA EM ENSINO FUNDAMENTAL E MEDIO JERONIMO DE ALBUQUERQUE
26113570,ESCOLA JESUS DE NAZARE
26113619,ESCOLA MARIA DO CARMO
26113635,ESCOLA DE REFERENCIA EM ENSINO FUNDAMENTAL E MEDIO MARIA EMILIA ROMEIRO ESTELITA
26113643,ESCOLA MUNICIPAL MARIA JOSE DOS PRAZERES
26113651,ESCOLA MARIA TEREZA
26113660,ESCOLA MARECHAL MASCARENHAS DE MORAES
26113686,ESCOLA MENINO JESUS
26113724,ESCOLA DE REFERENCIA EM ENSINO FUNDAMENTAL MONSENHOR ARRUDA CAMARA
26113783,ESCOLA DE REFERENCIA EM ENSINO MEDIO PADRE FRANCISCO CARNEIRO
26113805,ESCOLA DE REFERENCIA EM ENSINO MEDIO PINTOR MANOEL BANDEIRA
26113813,ESCOLA DE REFERENCIA EM ENSINO FUNDAMENTAL E MEDIO COMPOSITOR ANTONIO MARIA
