CO_ENTIDADE,NO_ENTIDADE
26113830,ESCOLA DE REFERENCIA EM ENSINO FUNDAMENTAL PROFESSOR CANDIDO PESSOA
26113856,ESCOLA DE REFERENCIA EM ENSINO MEDIO PROFESSOR ESTEVAO PINTO
26113872,ESCOLA PROFESSORA DEANA CLARK XAVIER
26113880,ESCOLA PROFESSORA INES BORBA
26113910,ESCOLA QUITERIA ROSA SILVA
26113929,ESCOLA RAIMUNDO DINIZ
26113945,ESCOLA MUNICIPAL CLAUDINO LEAL
26113953,ESCOLA DE REFERENCIA EM ENSINO FUNDAMENTAL E ENSINO MEDIO COSTA AZEVEDO
26113988,ESCOLA MUNICIPAL REVERENDO JULIAO FERREIRA
26114003,ESCOLA MUNICIPAL DO BEM ESTAR SOCIAL
26114038,ESCOLA MUNICIPAL MONSENHOR VIANA
26114054,ESCOLA SAO LUCAS
26114070,ESCOLA MUNICIPAL EM TEMPO INTEGRAL DOM JOAO CRISOSTOMO
26114089,ESCOLA MUNICIPAL LAR ESPIRITA BEZERRA DE MENEZES
26114127,ESCOLA SANTA ROSA
26114135,ESCOLA DE REFERENCIA EM ENSINO FUNDAMENTAL SANTO INACIO DE LOYOLA
26114143,ESCOLA TIRADENTES
26114178,ESCOLA MUNICIPAL EM TEMPO INTEGRAL ALBERTO TORRES
26114186,ESCOLA MUNICIPAL BASE RURAL MARGARIDA ALVES
26114208,ESCOLA DOM HELDER CAMARA
26114216,ESCOLA MUNICIPAL DONA BRITES DE ALBUQUERQUE
26114224,ESCOLA MARECHAL CANDIDO RONDON
26114232,ESCOLA MUNICIPAL MARIA DA GLORIA ADVINCULA
26114240,ESCOLA MENINO JESUS
26114267,ESCOLA PEQUENO PRINCIPE
26114275,ESCOLA MUNICIPAL PROFESSOR HELIO FERREIRA MAIA
26114283,ESCOLA MUNICIPAL RECANTO DA ARTE E DO SABER
26114291,ESCOLA MUNICIPAL NOSSA SENHORA DE LOURDES
26114305,ESCOLA MUNICIPAL EM TEMPO INTEGRAL MONTE CASTELO
26114313,ESCOLA SANTA BARBARA
26114364,ESCOLA APOSTOLOS PEDRO E PAULO
26114380,ESCOLA MUNICIPAL PROFESSORA CLEIDE BETANIA DO AMARAL
26114402,CMEI METODISTA GLADYS OBERLYN
26114410,ESCOLA MUNICIPAL 19 DE SETEMBRO
26114437,ESCOLA MUNICIPAL AGEU MAGALHAES
26114488,ESCOLA CAPITAO ANDRE PEREIRA TEMUDO
26114496,ESCOLA DE REFERENCIA EM ENSINO MEDIO CAPITAO LUIZ REIS
26114518,ESCOLA CORACAO DE MARIA
26114542,ESCOLA DINAMICA
26114607,ESCOLA DE REFERENCIA EM ENSINO FUNDAMENTAL E MEDIO JOAO MATOS GUIMARAES
26114640,ESCOLA MUNICIPAL EBENEZER GUEIROS
26114658,ESCOLA MUNICIPAL MINISTRO MARCOS FREIRE
26114674,ESCOLA MUNICIPAL CRIANCA FELIZ
26114682,ESCOLA MUNICIPAL DR JOSE MARIANO
26114690,ESCOLA MUNICIPAL NOVA OLINDA
26114704,ESCOLA NOVO HORIZONTE
26114720,ESCOLA DE REFERENCIA EM ENSINO MEDIO PROFESSOR ERNESTO SILVA
26114739,ESCOLA MUNICIPAL PROFESSORA JOANA SENA COSTA
26114771,ESCOLA MUNICIPAL EM TEMPO INTEGRAL SAGRADO CORACAO DE JESUS
26114810,ESCOLA SANTA LUZIA
26114852,ESCOLA DE REFERENCIA EM ENSINO FUNDAMENTAL SIGISMUNDO GONCALVES
26114860,ESCOLA DE REFERENCIA EM ENSINO FUNDAMENTAL E MEDIO TABAJARA
26114909,ESCOLA MUNICIPAL ALLAN KARDEC
26114917,ESCOLA MUNICIPAL DOM JOAO COSTA
26114925,ESCOLAS MERE GUILLEMIN
26114950,ESCOLA MUNICIPAL PROFESSORA IZABEL BURITY
26114968,ESCOLA MUNICIPAL SAO BENTO
26114976,ESCOLA MUNICIPAL SARA KUBISTCHEK
26114984,ESCOLA MUNICIPAL EM TEMPO INTEGRAL LIONS DIRCEU VELOSO
26115000,ESCOLINHA DO GURI
26115034,ESCOLINHA SANTA TEREZINHA DE CAIXA DAGUA
26115050,ESCOLA JOAQUIM NABUCO - OLINDA
26115069,ESCOLA NOSSA SENHORA DO CARMO - OLINDA
26115085,ESCOLA THEMISTOCLES DE ANDRADE
26115123,INSTITUTO DE EDUCACAO MODERNA
26115131,INSTITUTO DENTE DE LEITE
26115212,COLEGIO DIMENSAO
26115255,INSTITUTO EDUCACIONAL DO SABER
26115263,INSTITUTO MONTEIRO LOBATO
26115271,INSTITUTO SANTA EMILIA
26115301,INSTITUTO APRENDER PENSANDO
26115328,INSTITUTO ESPECIALIZADO EM EDUCACAO DO 1º GRAU LTDA ME
26115336,INSTITUTO LADY ELZA
26115344,INSTITUTO NEGROMONTE LTDA
26115352,INSTITUTO MONTEIRO GARCIA
26115379,INSTITUTO TEREZA ANDRADE
26115409,ESCOLA SANTA PAULA FRASSINETTI
26133342,ESCOLA PARQUE DO SABER LTDA
26134590,ESCOLA CAMINHO DO SABER
26134644,INSTITUTO MENINO JESUS
26134655,CENTRO EDUCACIONAL DOS ARCANJOS
26134673,INSTITUTO SANTA JOANA
26134680,EDUCANDARIO CULTURA INFANTIL
26134691,EDUCANDARIO MARIA GORETE
26134704,EDUCANDARIO SAO JOSE
26134710,EDUCANDARIO SAO FRANCISCO
26134721,INSTITUTO ALBA LUCIA
26134739,INSTITUTO EDUCACIONAL CONSTRUIR
26134774,INSTITUTO RACKEL DE MENEZES
26134792,ACADEMIA MUNDO INFANTIL
26135465,INSTITUTO SANTA TEREZA
26135472,ESCOLA SAO FRANCISCO DE ASSIS
26135490,COLEGIO IMACULADO CORACAO DE MARIA
26135543,ESCOLA MUNICIPAL NOSSA SENHORA DO MONTE
26135555,ESCOLA DE REFERENCIA EM ENSINO MEDIO ESCRITOR PAULO CAVALCANTI
26135590,ESCOLA MUNICIPAL VEREADOR JOSE MENDES DE LIMA
26135806,ESCOLA RECANTO DA CRIANCA
26135811,COLEGIO 2001 ANEXO I
26136455,ESCOLA DE REFERENCIA EM ENSINO MEDIO MARECHAL FLORIANO PEIXOTO
26136460,ESCOLA DE REFERENCIA EM ENSINO MEDIO SANTA ANA
26136502,ESCOLA MUNICIPAL ROTARY DE OLINDA
26136538,ESCOLA MUNICIPAL PASTOR DAVID BLACKBURN
26137120,COLEGIO JESUS SOBERANO
26137190,COLEGIO NOVA OLINDA
26137917,COLEGIO ADALITA PONTES
26137929,ACADEMIA GENTE NOVA
26137935,EDUCANDARIO ANA ELIZABETE
26137968,COLEGIO E CURSO LUPAT LTDA
26138530,ESCOLA ESPACO ABERTO
26138611,ESCOLA NOSSA SENHORA DA CONCEICAO
26142708,COLEGIO DE SAUDE DE PERNAMBUCO
26142716,COLEGIO DOM
26142724,COLEGIO MEMORIAL DE OLINDA
26144948,ESCOLA MUNICIPAL PRO MENOR
26144964,ESCOLA MUNICIPAL EM TEMPO INTEGRAL CAIC PROFESSORA NORMA COELHO
26145871,ESCOLA AJUDANDO A CRESCER
26146231,ESCOLA JESUS MESTRE
26146258,ESCOLA CENTRO EDUCATIVO MONTE ALVERNE
26146312,COLEGIO NOSSA SENHORA DO CARMO
26146320,ESCOLA SANTA TEREZINHA
26147556,ACADEMIA NOSSA SENHORA DE FATIMA
26150085,INSTITUTO DE EDUCACAO DE OURO PRETO
26150131,ESCOLA DE REFERENCIA EM ENSINO FUNDAMENTAL PROFESSOR PAULO FREIRE
26150166,ACADEMIA ISABELA DE PAULA
26150280,COLEGIO APRENDER CRESCER
26150514,COLEGIO RENASCER
26150662,ESCOLA WILTON DE MEIRA PACHECO
26150751,ESCOLA RAIO DE SOL
26150760,CENTRO EDUCACIONAL REAL
26155702,ESCOLA MUNICIPAL DOZE DE MARCO
26155753,ESCOLA MUNICIPAL ANTONIO CORREIA DA SILVA
26157292,EDUCANDARIO ACALANTO
26157314,ESCOLA EDUCAR-BEM ESTAR SOCIAL
26157993,COLEGIO PENSAR DE OLINDA
26158841,CENTRO EDUCACIONAL VITORIA
26160323,RECRIANDO COLEGIO E CURSO
26160374,COLEGIO EXPOSITIVO
26160382,EDUCANDARIO MARIA LIMA
26160390,ESCOLA TECNICA POLITEC DE OLINDA
26160420,ESCOLA NOSSA SENHORA DE NAZARE
26161796,INSTITUTO TAYRAN
26162210,COLEGIO SANTA EMILIA
26162237,ESCOLA PROFESSORA MARINA FREITAS
26162326,ESCOLA SAO FRANCISCO DE ASSIS
26162628,ESCOLA MARIETA BARRETO
26162644,ESCOLA CORACAO DE JESUS MENINO
26163195,ASSOC DOS MORADORES DA VILA LOT GUARARAPES
26164485,EDUCANDARIO ALCIONE OLIVEIRA
26166259,INSTITUTO ABC
26168626,ESCOLA CONQUISTA DO SABER LTDA
26168634,COLEGIO INTEGRADO CRISTAO LTDA
26168642,INSTITUTO EDUCACIONAL CECILIA MEIRELES
26168650,ESCOLA OLGA MARQUES LTDA
26168669,EDUCANDARIO GLEYCE KELLY
26168685,INSTITUTO PRISCYLA MYRELLA
26168707,ESCOLA O PEQUENO DOUTOR
26168715,ESCOLA PRIMEIRO MUNDO LTDA
26168740,INSTITUTO SANTA TEREZA D AVILA
26168839,INSTITUTO EDUCACIONAL VIRGINIA
26170833,COLEGIO E CURSO UNIVERSO
26170841,COLEGIO E CURSO MENINO JESUS
26170957,ESCOLA MUNICIPAL SANTA TEREZA
26170965,ESCOLA MUNICIPAL ISAAC PEREIRA DA SILVA
26171023,ESCOLA EDUCACAO MONTESSORI
26171031,ESCOLA MEM DE SA
26171058,INSTITUTO EDUCACIONAL DA INFANCIA LTDA
26171082,INSTITUTO JOANA DARC
26171597,CRECHE MUNICIPAL MAE OUTRA
26173883,ESCOLA MUNICIPAL PROFESSOR WILSON DE SOUZA
26173905,ESCOLA MUNICIPAL IRACEMA PIRES
26173930,ESCOLA MUNICIPAL MARCOLINO BOTELHO
26173972,ESCOLA MUNICIPAL ALTO DA MACAIBA
26173980,ESCOLA ALTERNATIVA
26173999,ESCOLA APRENDER PENSANDO
26174006,EDUCANDARIO MARIA EDUARDA LTDA
26174014,ESCOLA ANN MILLER DEEDRICK
26174022,EDUCANDARIO JESUS DE NAZARE
26174030,EDUCANDARIO BARBARA CIBELLI
26174049,ESCOLA OASIS DO 1º MUNDO
26174057,ESCOLA MONTE SINAI
26174065,EDUCANDARIO ANA TERRA LTDA
26174073,EDUCANDARIO JOANA LUCIA
26174081,EDUCANDARIO RENATA OLIVEIRA
26176920,COLEGIO PATRICIA COSTA
26176939,ACADEMIA MARIA DE FATIMA
26176955,INSTITUTO BEIJA FLOR LTDA ME
26176963,ESCOLA VIVER E APRENDER
26177803,COLEGIO GREGORIO MAGNO
26177862,INSTITUTO PEQUENO MESTRE
26179288,ESCOLA TIA GRINAURA
26179393,COLEGIO E CURSO SANTA EMILIA LTDA
26179407,EDUCANDARIO OLIVEIRA LIMA LTDA
26179431,ESCOLA NOVO SABER
26179458,INSTITUTO EDUCACIONAL MONTEIRO DE MORAIS
26180022,EDUCANDARIO ANA CAROLINA
26180987,CMEI SANTA BARBARA
26181185,ESCOLA CONTO DE FADA
26181827,EDUCANDARIO PRINCIPE DA PAZ
26181991,COLEGIO SHALON ADONAI
26182009,COLEGIO EVOLUCAO
26182920,CENTRO DE ENSINO GRAU TECNICO
26182955,CENTRO TECNOLOGICO DE CULTURA DIGITAL
26183099,CTPAC CURSOS TECNICOS E PROFISSIONALIZANTES COSTA
26183811,ESCOLA LUCIA MOURA
26184702,FACULDADE DE CIENCIAS HUMANAS DE OLINDA
26184788,IFPE - CAMPUS OLINDA
26184869,EDUCANDARIO ZOE
26185016,ESCOLA MUNICIPAL SHEKINA
26185083,COLEGIO SOUZA LEAO DE OLINDA
26185091,ESCOLA SOUZA LEAO DE OLINDA
26185989,ESCOLA MUNICIPAL LAR TRANSITORIO DE CHRISTIE
26185997,ESCOLA MUNICIPAL SAO FRANCISCO DE ASSIS
26186314,COLEGIO MOTIVACAO
26186900,EDUCANDARIO BETE SHALON
26187841,NUCLEO EDUCACIONAL POSITIVO
26188503,EDUCANDARIO ESPACO FELIZ LTDA ME
26188511,ESCOLA PONTUAL
26188619,ESCOLA MUNICIPAL DE EDUCACAO INFANTIL E ENSINO FUNDAMENTAL PASTOR CONRADO PAULINO
26188864,ESCOLA MUNICIPAL DE EDUCACAO INFANTIL E ENSINO FUNDAMENTAL DONA GUIOMAR BARBOSA
26188899,CMEI PROFESSOR JOSE ANTONIO FERREIRA SOBRAL
26188902,ESCOLA MUNICIPAL DE EDUCACAO INFANTIL E ENSINO FUNDAMENTAL PRINCESA ISABEL
26188910,ESCOLA MUNICIPAL DE EDUCACAO INFANTIL E ENSINO FUNDAMENTAL CHICO SCIENCE
26188929,ESCOLA MUNICIPAL PROFESSORA ANA PAULA DE ALBUQUERQUE PONTES RAMOS
26188961,CMEI VALERIO MACIEL LEITAO
26189577,COLEGIO CPC LTDA
26190494,COLEGIO PLENO LTDA
26190737,ESCOLA TECNICA ESTADUAL CHICO SCIENCE
26191075,PORTAL INFANTIL QUERUBIM
26191148,INSTITUTO EMMANUEL BORGES
26191253,COLEGIO SAO MATHEUS
26191652,CMEI BARTOLOMEU AROUCHA
26191938,ESCOLA ESPACO ALTERNATIVO
26192667,ESCOLA MUNICIPAL DE ENSINO FUNDAMENTAL ZUMBI DOS PALMARES
26192764,ESCOLA APRENDENDO A CRESCER
26205009,EDUCANDARIO ANUNCIADA MEDEIROS
26210401,INSTITUTO BRASIL
26212005,INSTITUTO CHAPEUZINHO VERMELHO
26216000,ESCOLA LIMA OLIVEIRA
26216205,ESCOLA LUZIA NEVES
26216400,EDUCANDARIO ELIVANIA LTDA
26216604,CENTRO EDUCACIONAL ARCANJO DE FREITAS
26223619,EDUCANDARIO NANCY LOPES
26224631,EDUCANDARIO ESPACO ACONCHEGANTE
26224658,OPVEST COLEGIO E CURSO
26225603,ESCOLA MUNICIPAL PROFESSOR JOAO FRANCISCO DE SOUZA
26225611,EDUCANDARIO NOSSA SENHORA DA CONCEICAO
26226600,CMEI PROFESSORA NORMA COELHO
26227606,ESCOLA MUNDO MAGICO
26228602,EDUCANDARIO SAO FELIX
26251604,CENTRO EDUCACIONAL JESUS DE NAZARE
26274604,EDUCANDARIO AQUINO MONTEIRO
26275600,INSTITUTO SANTO EXPEDITO
26290600,INSTITUTO EDUCACIONAL PINGO DE GENTE
26320614,COLEGIO E CURSO EXPOSITIVO
26325616,EDUCANDARIO ROSA DE LIMA
26385619,EDUCANDARIO VANESSA MARTINS
26394618,ESCOLA CANTINHO FELIZ
26399610,COLEGIO CRESCER
26413892,ESCOLA SANTO EXPEDITO
26447711,INSTITUTO PEDAGOGICO DE JATOBA
26500710,C L C COLEGIO E CURSO
26521725,INSTITUTO ESCOLAR TIA TACY
26529742,ESCOLA AGAPE
26529750,EDUCANDARIO CINHAMAX
