CO_ENTIDADE,NO_ENTIDADE
27025071,ESCOLA SANTA BARBARA
27025080,ESCOLA ESTADUAL JOAQUIM DIEGUES
27025110,CRECHE MARGARIDA FREITAS
27025128,CRECHE MARIETA VASCONCELOS VILELA
27025136,CRECHE NOSSA SENHORA DA SALETE
27025144,CRECHE PAULO BRANDAO
27025152,CRECHE PEDRO CARNAUBA
27025160,ESCOLA MUNICIPAL DE ENSINO FUNDAMENTAL ALEGRIA E ESPERANCA
27025187,ESCOLA ESTADUAL CORONEL JOAO LEITE
27025195,ESCOLA MUNICIPAL CORONEL JOSE APRIGIO VILELA
27025241,ESCOLA MUNICIPAL ARNOBIO GRACA
27025250,ESCOLA MUNICIPAL D PEDRO I
27025292,ESCOLA MUNICIPAL DE LARANJEIRAS
27025306,ESCOLA MUNICIPAL FAZENDA SANTA LUZIA
27025322,ESCOLA MUNICIPAL PEDRO BARRETO FALCAO
27025357,ESCOLA MUNICIPAL SITIO BOA VISTA
27025373,ESCOLA MUNICIPAL TIBURCIO NEMESIO
27025403,ESCOLA MUNICIPAL DE PRIMAVERA
27025411,ESCOLA DE 1 GRAU ARCO IRIS
27025438,ESCOLA MUNICIPAL DE ENSINO FUNDAMENTAL FREI DAMIAO
27025454,GRUPO ESCOLAR MUNICIPAL DR JOSE PIMENTEL AMORIM
27025489,ESCOLA MUNICIPAL DE ENSINO FUNDAMENTAL DR MANOEL FIRMINO TEIXEIRA DE VASCONCELOS
27025497,ESCOLA MUNICIPAL CONEGO SEVERIANO JATOBA
27025519,ESCOLA ESTADUAL MONSENHOR MACHADO
27025535,ESCOLA ESTADUAL 13 DE OUTUBRO
27025578,CENTRO MUNICIPAL DE EDUCACAO INFANTIL MANOEL LEITE DOS PASSOS
27049043,CENTRO DE EDUCACAO ESPECIAL CONEGO PIMENTEL
27049400,EM DE ARTES E MUSICA SABALANGA ANTONIO DE BARROS ARAUJO
27049418,ESCOLA MUNICIPAL DE ENSINO FUNDAMENTAL MARIA ALZA TORRES BARBOSA
27049426,CEI PROFA MARIA SALETE CARNAUBA ACIOLY VILELA
27050580,IFAL - CAMPUS VICOSA
27054420,CENTRO MUNICIPAL DE EDUCACAO INFANTIL PROFESSORA MARIA JOSE DOS SANTOS
27213609,ESCOLA MUNICIPAL DE ENSINO FUNDAMENTAL ELIAS LEITE DOS PASSOS
27213668,ESCOLA MUNICIPAL HUMBERTO DE ALENCAR CASTELO BRANCO
27215741,COLEGIO SAO TOMAS DE AQUINO
27217710,CENTRO MUNICIPAL DE EDUCACAO INFANTIL PROFESSORA SILVIA VASCONCELOS BRANDAO DE ALMEIDA
27220370,ESCOLA MUNICIPAL ODILON GATO
27220494,ESCOLA MUNICIPAL MARIA NAZARE BATISTA
27224201,CRECHE ELEUSA MARIA
27224228,ESCOLA MUNICIPAL PEDRO CARNAUBA
27225208,CRECHE DOURADA
27225216,ESCOLA MUNICIPAL SAO JOSE
