CO_ENTIDADE,NO_ENTIDADE
26164841,ESCOLINHA AMIGOS DO ABC
26164990,ESCOLA VOO LIVRE
26165899,ESCOLA BABY ATUAL
26165902,ESCOLINHA ESPACO INFANTIL
26168766,ESCOLA TURMA DA MONICA
26168774,SISTEMA EDUCACIONAL OSMAN LINS
26169290,EDUCANDARIO MONTEIRO LOBATO
26169304,SISTEMA EDUCACIONAL MUNDO FELIZ
26169436,SERVICO NACIONAL DE APRENDIZAGEM COMERCIAL - SENAC
26172275,CENTRO EDUCACIONAL TURMA DA MONICA
26172283,ESCOLINHA PATINHO FELIZ
26172291,EDUCANDARIO REINO INFANTIL
26177072,ESCOLA MUNICIPAL JOSEFA ALVARES DA SILVA
26177102,ESCOLA MUNICIPAL ZAIR PINTO DO REGO
26177170,SISTEMA EDUCACIONAL ESTACAO FUTURO
26179539,CENTRO TECNICO MACEDO DE AMORIM
26180235,ESCOLA MUNICIPAL ROTARY
26180243,ESCOLA MUNICIPAL CONEGO PEDRO DE SOUZA LEAO
26180251,ESCOLA MUNICIPAL PROFESSORA JANISE DOS SANTOS OLIVEIRA
26180260,ESCOLA MUNICIPAL MADRE TARCISIA
26182033,ESCOLA MUNICIPAL MADRE LEOPOLDINA
26182114,ESCOLA DE NEGOCIOS MIGUEL ARRAES DE ALENCAR
26182130,CENTRO EDUCACIONAL ANTONIO VICENTE
26184494,ESCOLA TECNICA PARTICULAR LTDA
26184753,VITORIA CURSOS TECNICOS LTDA EPP
26185563,ESCOLA JESUS MISERICORDIOSO
26188090,CENTRO EDUCACIONAL NOVO HORIZONTE
26190559,CENTRO EDUCACIONAL ETHOS
26191628,CENTRO INFANTIL SANTO INACIO DE LOIOLA
26191784,ESCOLA ESTADUAL ASP JOSE ALDO DA SILVA
26192063,CENTRO MUNICIPAL DE EDUCACAO INFANTIL PROFESSORA EUNICE DE VASCONCELOS XAVIER
26192080,CMEI CRECHE MUNICIPAL PROFESSORA SEVERINA DE ANDRADE MOURA
26368617,EDUCANDARIO NOVA GERACAO
26436809,EDUCANDARIO REAL VITORIA
26501716,SISTEMA EDUCACIONAL PAULO FREIRE
26526743,EDUCANDARIO CANTINHO DO SABER
