CO_ENTIDADE,NO_ENTIDADE
26106442,ACADEMIA O MUNDO MAGICO
26106450,EM - CENTRO COMU E EDUC ISAAC MARTINS RODRIGUES
26106477,EM - CENTRO COM EDUCACIONAL WILIBALDO DE FRANCA SEIXAS
26106582,ESCOLA GENERAL ABREU E LIMA
26106590,ESCOLA JESUS MENINO
26106612,ESCOLA MARECHAL COSTA E SILVA
26106620,COLEGIO MICKEY
26106647,EM - ESCOLA MUNICIPAL DE ENGENHO NOVO
26106655,EM - ESCOLA MUNICIPAL PEDRO SALVIANO FILHO
26106671,EM - ESC MUL SEBASTIAO GOMES DE MELO
26106680,EM - ESCOLA MUNICIPAL JORGE GONCALVES FERREIRA
26106698,ESCOLA ORFANATO ESTRELA DE BETHEL
26106701,ESCOLA DE REFERENCIA EM ENSINO FUNDAMENTAL E MEDIO PASTOR AMARO DE SENA
26106728,ESCOLA DE REFERENCIA EM ENSINO FUNDAMENTAL E ENSINO MEDIO POLIVALENTE DE ABREU E LIMA
26106787,ESCOLA SANTA MARIA
26106809,EM - ESCOLA MUNICIPAL SEVERINA ESTELITA DOS SANTOS
26106817,ESCOLA SANTA MARTA
26106833,EM - ESCOLA JOSE SEVERINO DA SILVA
26106841,EM - ESCOLA JOAQUINA MENDES DA SILVA
26106850,EM - ESC MUL SEBASTIAO CANDIDO DO NASCIMENTO
26106868,EM - ESCOLA LEANDRO HENRIQUE BEZERRA
26106922,ESCOLA JOANA ANGELICA
26106957,ESCOLA DE REFERENCIA EM ENSINO MEDIO LUIZ RODOLFO DE ARAUJO JUNIOR
26106981,EM - ESCOLA MUNICIPAL ANTONIO CORREIA DE MELO
26107007,EM - ESCOLA MUL JERONIMO GADELHA A NETO
26107023,EM - ESCOLA MUL AUTA DE ARAUJO J CARVALHO
26107031,EM - ESCOLA MUNICIPAL MANOEL GONCALVES DA SILVA
26107040,ESCOLA MUNDO INFANTIL
26107074,ESCOLA DE REFERENCIA EM ENSINO FUNDAMENTAL E MEDIO PROFESSORA AZINETE RAMOS CARNEIRO
26107082,ESCOLA PROFESSORA ISAURA DE FRANCA
26107104,ESCOLA DE ABREU E LIMA
26107139,EM - ESCOLA JOSE ANTONIO DA SILVA
26107147,EM - ESCOLAS REUNIDAS SANTA ROSA
26107155,GINASIO SAO JOSE
26107163,EMEF - GRUPO ESCOLA DOM CARLOS COELHO
26107180,COLEGIO MARIA TEREZA
26113767,ESCOLA PARTICULAR MENINO JESUS
26136442,EM - ESCOLA MUNICIPAL EDUARDO BATISTA RIBEIRO
26136639,COLEGIO UNIVERSO EDITE RIBEIRO
26137149,ESCOLA DE REFERENCIA EM ENSINO FUNDAMENTAL E MEDIO STELA MARIA DOS SANTOS PINTO BARROS
26139960,ESCOLA SAGRADO CORACAO DE MARIA
26142112,ESCOLA ALCANTARA NOBRE
26142120,ESCOLA ANA MACEDO
26142686,EM - ESCOLA MUNICIPAL IVAN MARTINS DA SILVA
26144972,EM - ESCOLA SEVERINO RODRIGUES DA SILVA
26146240,EM - CENTRO COMT PROF VANDA M DE SANTANA
26148285,EM - ESCOLA MUNICIPAL JOSE JOAQUIM BEZERRA
26148293,EM - ESCOLA MARIA DO CARMO DE SANTANA
26150727,ESCOLA SAO MATEUS
26157969,EM - CENTRO EDUCACIONAL E COMUNITARIO ANTAO SOARES VIANA
26158140,EM - CENT EDUC COMUN FRANCISCO LOPES BEZERRA
26160528,ESCOLA PAULO FREIRE
26161559,ESCOLA PROFISIONALIZANTE DE ENFERMAGEM SAO CAMILO
26168561,EDUCANDARIO SAO LUCAS
26168731,EM - CENTRO EDUC COMUNITARIO PROFA MARIA VIEIRA MULITERNO
26170817,ESCOLA ALEGRIA DO SABER
26170868,C COM EDUC E CULTURAL MAMAE MARGARIDA
26170876,EM - ESCOLA MUNICIPAL EBERSON SANTOS DE MEIRELES
26172003,ESCOLA NOVA GERACAO
26174170,ACADEMIA EDUCACAO
26174189,COLEGIO E CURSO MASTER LTDA
26174227,ESCOLINHA ELIZABETH MONTEIRO
26174243,CENTRO EDUCACIONAL CARMEM LUZIA
26174251,ESCOLA MENINO JESUS
26174359,EM - ESCOLA INTEGRAL DA VILA MILITAR
26175290,ESCOLA ANITA SARAIVA LTDA
26176904,COLEGIO E CURSO VEJA
26178435,ESCOLA DE REFERENCIA EM ENSINO MEDIO MARIA VIEIRA MULITERNO
26178443,ESCOLA PROGRESSO INFANTIL
26178451,ACADEMIA PRIMEIROS PASSOS
26178460,EDUCANDARIO ARAUJO TAVARES
26178486,ESCOLA ATIVA
26179261,EM - CECOM CARLOS PATRICIO DE LIMA
26179270,EM - CECOM ROSA PEREIRA DA CRUZ
26181860,COLEGIO JULIA BILLIART
26182238,CENTRO DE PROFISSIONALIZACAO E EDUCACAO DE PERNAMBUCO CEPEP
26182890,CENTRO DE ENSINO TECNICO GRAU T
26184150,ESCOLA MUNICIPAL PROFESSORA VALDECI DAMAZIO
26186713,ESCOLA ESTADUAL IRMA DULCE
26186780,CENTRO DE EDUCACAO INFANTIL BOM PASTOR
26187442,IFPE - CAMPUS ABREU E LIMA
26189585,ESCOLA TECNICA ESTADUAL PASTOR ISAAC MARTINS RODRIGUES
26190834,ESCOLA PRIMEIROS PASSOS
26192802,CENTRO MUNICIPAL DE EDUCACAO INFANTIL PROFESSORA DAYSE RODRIGUES CHAVES
26213400,ESCOLA COMPANHIA DAS LETRAS
26214202,INSTITUTO EDUCACIONAL ALAMO
26216213,EDUCANDARIO LIRIO DOS VALES
26224607,ESCOLA ESPACO SABER
26225638,EM - ESCOLA MUNICIPAL PROFESSOR JOSE FRANCISCO BARROS
26243601,INSTITUTO DAYSE MOURA
26394626,ESCOLA NOVO MILENIO
26400618,UNIDADE EDUCACIONAL COLEGIO CALACA -GENESIS
26437732,ESCOLA FUTURO INFANTIL
26455749,COLEGIO ATUANTE
26521733,ESCOLA O PEQUENO CONSTRUTOR
