CO_ENTIDADE,NO_ENTIDADE
24003093,ESCOLA MUNICIPAL PROFESSORA LEOPOLDINA DE ALMEIDA
24003107,ESCOLA MUNICIPAL SINDICALISTA ANTONIO INACIO
24003115,ESCOLA MUNICIPAL PROFESSOR JO
24003123,ESCOLA MUNICIPAL RAIMUNDO FERNANDES
24003131,ESCOLA MUNICIPAL RICARDO VIEIRA DO COUTO
24003158,ESCOLA MUNICIPAL SAO RAIMUNDO
24003166,ESCOLA MUNICIPAL SENADOR DUARTE FILHO
24003182,ESCOLA MUNICIPAL VEREADOR JOSE BERNARDO
24003204,ESCOLA MUNICIPAL JOAQUIM FELICIO DE MOURA
24003212,ESCOLA MUNICIPAL PROFESSOR ANTONIO FAGUNDES
24003220,ESCOLA MUNICIPAL PROFESSOR MANOEL ASSIS
24003263,ESCOLA MUNICIPAL JOSE ALVES SOBRINHO
24003298,ESCOLA MUNICIPAL ROTARY
24003310,ESCOLA SANTA ELISABETE
24003344,ESCOLA DE 1 GRAU SONHO MEU
24003352,ESCOLA ESTADUAL SANTA DELMIRA
24003409,ESCOLA ESTADUAL CENTENARIO DE MOSSORO
24003417,COLEGIO SAGRADO CORACAO DE MARIA
24003425,INSTITUTO ALVORADA LTDA
24003492,INSTITUTO GURILANDIA
24003506,INSTITUTO MAGIA DO APRENDER
24003522,INSTITUTO MONTESSORI
24003530,ESCOLA MUNICIPAL NOSSA SENHORA DAS GRACAS
24003573,COLEGIO PASSOS LIVRES
24003581,CPP - COLEGIO PRINCIPE
24003590,INSTITUTO PEQUENO PRINCIPE I
24003638,COLEGIO UNIVERSO UNO
24003646,INSTITUTO SANTA MARIA GORETTI
24003662,COLEGIO MENINO DEUS LTDA
24003670,INSTITUTO AQUARELA
24003697,COLEGIO FUTURO
24003700,INSTITUTO MUNDO DO SABER
24003719,INSTITUTO NOSSA SENHORA DA CONCEICAO
24003727,ALVORECER CENTRO EDUCACIONAL LTDA
24003760,INSTITUTO EDUCACIONAL NOSSA SRA DE FATIMA
24003824,UNIAO COLEGIO E CURSO
24064459,ESCOLA ESTADUAL DIRAN RAMOS DO AMARAL
24065030,COLEGIO GEO MOSSORO SEDE UNICA
24065056,ESCOLA MUNICIPAL FRANCISCO BEZERRA DE MARIA
24065099,ESCOLA MUNICIPAL IZABEL FERNANDES
24065170,ESCOLA MUNICIPAL DEUSDETE CECILIO DE ARAUJO
24066079,ESCOLA MUNICIPAL ANTONIO SOARES DE AQUINO
24066788,CAIC ESCOLA ESTADUAL JERONIMO VINGT ROSADO MAIA
24067016,DARWIN COLEGIO E CURSOS
24068810,CENTRO EDUCACIONAL ELITA CARLOS - CEDEC
24068829,ESCOLA SANTO ANTONIO
24068837,ESCOLA SAO MARTINHO
24068861,ESCOLA ESTADUAL NOSSA SENHORA DAS GRACAS
24068918,ESCOLA MUNICIPAL EDNA MONTE DE LIMA
24068926,CENTRO EDUCACIONAL MARIZA PINTO
24068942,ESCOLA MUNICIPAL PROFESSOR FRANCISCO MORAIS FILHO
24068950,EDUCANDARIO SANTA MARIA DAS GRACAS
24068969,ESCOLA MARIA DO CARMO F DE MEDEIROS
24068977,COLEGIO VISAO MODERNA MUDOU PARA ESCOLA VIDA MODERNA
24069426,CRECHE MARIA NEUZA DE AZEVEDO
24069434,ESCOLA MUNICIPAL ADOLFO SABINO DA SILVA
24069450,ESCOLA SANTA TERESINHA
24069477,ESCOLA NOSSA SENHORA DE GUADALUPE
24069485,IFRN - CAMPUS MOSSORO
24069493,ESCOLA SANTANA
24069736,ESCOLA ESTADUAL NOSSA SENHORA DE FATIMA
24069809,ESCOLA ESTADUAL PROFESSORA MARIA EMILIANA DAS MERCES ROCHA
24069841,ESCOLA MUNICIPAL RAIMUNDO GALDINO DA SILVA
24069914,COLEGIO IDEAL
24069922,ESCOLA SANTA BERNADETE
24070076,ESCOLA MUNICIPAL PAULO CAVALCANTE DE MOURA
24070408,ESCOLA MUNICIPAL RAIMUNDA NOGUEIRA DO COUTO
24071773,EDUCANDARIO ALFA VILLE
24071811,ESCOLA ESTADUAL JERONIMO VINGT ROSADO MAIA
24071838,CENTRO SOCIAL MARIA NEUZA
24071862,CENTRO INFANTIL CRIANCA ESPERANCA
24071870,ESCOLA ESTADUAL ALFA VILLE
24072222,SESI ESCOLA MOSSORO
24072303,CRECHE LAIRSON ROSADO
24072427,INSTITUTO VIDA
24072443,EDUCANDARIO TIA MARINEIDE
24072460,INSTITUTO ARCO-IRIS
24072478,COLEGIO SEVERINO DANTAS
24072486,COL EVANGELICO ALEGRIA DO SABER
24072494,ESCOLA MUNICIPAL DOLORES DO CARMO REBOUCAS
24072508,ESCOLA MUNICIPAL DR PAULO GUTEMBERG
24072516,ESCOLA MUNICIPAL PROF ALEXANDRE LINHARES
24072532,UNIDADE DE EDUCACAO INFANTIL MARIA JULIA UCHOA
24072540,UNIDADE DE EDUCACAO INFANTIL ANTONIO GONZAGA CHIMBINHO
24072559,UNIDADE DE EDUCACAO INFANTIL MARIO NEGOCIO
24072575,UNIDADE DE EDUCACAO INFANTIL NOEME BORGES DE ANDRARE
24072583,UNIDADE DE EDUCACAO INFANTIL ADALGIZA FERNANDES MOREIRA
24072591,UNIDADE DE EDUCACAO INFANTIL AMELIA FERREIRA DE SOUZA
24072605,UNIDADE DE EDUCACAO INFANTIL PROFª TEREZINHA FERNANDES DE SOUSA
24072613,UNIDADE DE EDUCACAO INFANTIL MARIA CALDAS
24072630,UNIDADE DE EDUCACAO INFANTIL MARIA DOLORES FERNANDES
24072648,UNIDADE DE EDUCACAO INFANTIL ELINEIDE CARVALHO CUNHA
24072656,UNIDADE DE EDUCACAO INFANTIL EVA MARIA DANTAS DA FONSECA
24072672,UNIDADE DE EDUCACAO INFANTIL QUIXABEIRINHA II
24072680,UNIDADE DE EDUCACAO INFANTIL MARIA SALEM DUARTE
24072699,UNIDADE DE EDUCACAO INFANTIL ALICE DIAS DA SILVA
24072702,UNIDADE DE EDUCACAO INFANTIL SANTA TEREZINHA
24072710,UNIDADE DE EDUCACAO INFANTIL MARIA DA CONCEICAO VIDAL
24072737,UNIDADE DE EDUCACAO INFANTIL JULIO GALDINO NETO
24072753,UNIDADE DE EDUCACAO ROSALBA MONTEIRO CIARLINI
24072761,UNIDADE DE EDUCACAO INFANTIL LUCIA MARIA NOGUEIRA MENDES
24072770,UNIDADE DE EDUCACAO INFANTIL MENINO JESUS DE PRAGA
24072788,UNIDADE DE EDUCACAO INFANTIL MARIA ZELIA FERREIRA GUERRA
24072796,UNIDADE DE EDUCACAO INFANTIL PARQUE DAS ROSAS
24072800,UNIDADE DE EDUCACAO INFANTIL DULCE ESCOSSIA NOGUEIRA
24072818,UNIDADE DE EDUCACAO INFANTIL MARIA NEUZA DE OLIVEIRA MENDONCA
24072834,UNIDADE DE EDUCACAO INFANTIL MARIA IRACEMA ARAUJO CALDAS
24072842,UNIDADE DE EDUCACAO INFANTIL FRANCISCA CLARA
24072850,UNIDADE DE EDUCACAO INFANTIL ZEZINHA GURGEL RODRIGUES
24072869,UNIDADE DE EDUCACAO INFANTIL EDNA LIMA MOURA FALCAO
24072877,UNIDADE DE EDUCACAO INFANTIL MARIA LEITE DE LACERDA ROCHA
24072885,UNIDADE DE EDUCACAO INFANTIL THEREZA FERNANDES DE SOUZA NEO
24072893,UNIDADE DE EDUCACAO INFANTIL IZABEL MACEDO BARRETO
24072907,UNIDADE DE EDUCACAO INFANTIL LINDALVA OLIVEIRA DIAS CASTRO
24073008,UNIDADE DE EDUCACAO INFANTIL OLHO DAGUA DO VELHO
24073075,ESCOLA MUNICIPAL PROFESSOR NECI CAMPOS
24073520,CRECHE MARIA VIRGINIA DE OLIVEIRA
24073601,ESCOLA MARIA IMACULADA
24073610,ESCOLA ERONDINA CAVALCANTI DANTAS
24073741,CRECHE WALFREDO GURGEL
24073750,INSTITUTO PASTOR OTHONIEL MARQUES
24073784,INSTITUTO EDUCACIONAL SEMENTES
24073814,CAIC - CRECHE FRANCISCO SALES CAVALCANTE
24074667,CENTRO EDUCACIONAL DE APRENDIZAGEM MODERNA
24074675,CENTRO EDUCACIONAL ALFA
24074683,COLEGIO REI EMANUEL
24074691,COLEGIO BATISTA MARANATA
24074713,EDUCANDARIO SANTA CLARA
24074730,INSTITUTO TRES PODERES
24074756,EDUCANDARIO PRINCIPIO DO SABER
24074764,INSTITUTO GIRASSOL
24074772,INSTITUTO APRENDER E CRESCER LTDA
24074780,JARDIM ESCOLA MENINO JESUS
24076554,UNIDADE DE EDUCACAO INFANTIL LAGOA DO XAVIER
24076597,UNIDADE DE EDUCACAO INFANTIL MARIA DO SOCORRO FERNANDES MARCELINO
24076651,UNIDADE DE EDUCACAO INFANTIL ROSANIRA DE MIRANDA MOTA
24076660,ESCOLA MUNICIPAL PROFESSORA NINA RIBEIRO DE MACEDO REBOUCAS
24076686,UNIDADE DE EDUCACAO INFANTIL TIA ALDANISA
24079090,E PROF ISABEL REGO
24079103,MILLENNIUM COLEGIO E CURSO
24079111,INSTITUTO CAMINHANDO COM CRISTO
24079120,ESCOLA SESC
24079138,SERVICO NACIONAL DE APRENDIZAGEM INDUSTRIAL - CENTRO DE EDUCACAO E TECNOLOGIAS ITALO BOLOGNA
24079561,UNIDADE DE EDUCACAO INFANTIL MARIA DAS DORES ALMEIDA BARRETO
24079570,ESCOLA MUNICIPAL RONALD PINHEIRO NEO JUNIOR
24079588,ESCOLA MUNICIPAL DE ENSINO FUNDAMENTAL MAURICIO FERNANDES DA SILVA
24079596,ESCOLA MUNICIPAL MARIA DO CEU PEREIRA FERNANDES
24079600,UNIDADE DE EDUCACAO INFANTIL ROSA MARIA PINTO DA NOBREGA
24079618,ESCOLA MUNICIPAL PROFESSORA EDNOLIA FILGUEIRA SOARES DE CARVALHO
24080284,ESCOLA MUNICIPAL PROFESSOR ANTONIO AMORIM
24080608,INSTITUTO EDUCACIONAL CRESCER
24080616,ORGANIZACAO EDUCACIONAL GARCIA E BRITO LTDA
24080624,EDUCANDARIO CHAPEUZINHO VERMELHO
24080632,CENTRO EDUCACIONAL DIRAN RAMOS DO AMARAL
24080640,ESCOLA MUNICIPAL PROFESSORA MARIA ELZA FERNANDES SENA
24080896,ESCOLA DE ENFERMAGEM THEREZA NEO
24081337,CENTRO INFANTIL JUCURI
24081647,COLEGIO ESTUDIO VISAO
24081663,INSTITUTO EDUCACIONAL EDUCARE EIRELE
24081779,UNIOTEC MOSSORO
24082511,ESCOLA MUNICIPAL SAO ROMAO
24082520,ESCOLA MUNICIPAL BOA FE
24082538,COLEGIO EDUCACIONAL RENASCER
24082546,CAIC JERONIMO VINGT ROSADO MAIA
24082708,INSTITUTO PEQUENA PAULA
24082732,CAIC MONSENHOR FRANCISCO DE SALES CAVALCANTE
24082740,CAIC JERONIMO VINGT ROSADO MAIA
24082759,CENTRO REGIONAL DE EDUCACAO ESPECIAL DE MOSSORO
24083291,ESCOLA MUNICIPAL EDINOR DE LIMA MOURA
24083305,ESCOLA MUNICIPAL LUIZA DE ALMEIDA GOMES
24083720,CE DE CAPACITACAO DE EDUC E ATENDIMENTO AO SURDO CAS
24083739,EMPREENDIMENTO DE EDUCACAO PADRAO LTDA
24084808,UNIDADE DE EDUCACAO INFANTIL RITA MARIA DA MOTA
24084824,ESCOLA DE APERFEICOAMENTO PROFISSIONAL - ABO RN - REGIONAL MOSSORO
24085154,INSTITUTO CANTINHO DA CRIANCA
24085723,INSTITUTO ADELIA AMELIA
24085782,INSTITUTO PACOTI DE EDUCACAO LTDA
24085812,ESCOLA MUNICIPAL PROFESSOR MAURICIO DE OLIVEIRA
24085820,ESCOLA MUNICIPAL JULINHA PAULA
24086118,UNIVERSIDADE POTIGUAR - UNIDADE MOSSORO
24086126,ESCOLA TECNICA POTIGUAR - UNIDADE MOSSORO
24086371,FACULDADE DE ENFERMAGEM NOVA ESPERANCA DE MOSSORO - FACENE RN
24086401,COLEGIO CRISTO REDENTOR
24086606,INSTITUTO SONHO COLORIDO
24087343,CEEP CENTRO ESTADUAL DE EDUCACAO PROFISSIONAL PROFESSOR FRANCISCO DE ASSIS PEDROSA
24087513,INSTITUTO EDUCACIONAL VIDA
24087521,CEAMO BAMBINO EMPREENDIMENTO EDUCACIONAL LTDA
24087556,INSTITUTO SAGRADA FAMILIA
24087718,SEI INSTITUTO EDUCACIONAL SARAIVA
24087807,EDUCANDARIO LES ENFANTS
24087882,INSTITUTO PEQUENO PRINCIPE - IPP
24087947,CENTRO DE PROFISSIONALIZACAO E EDUCACAO TECNICA
24088153,CENTRO EDUCACIONAL ASLIM
24088374,INSTITUTO ATLAS DE EDUCACAO
24088536,COLEGIO CRESCER
24088552,INSTITUTO EDUCACIONAL DOREMI
24088633,EDUCANDARIO MENINO JESUS
24088935,COLEGIO AMARE
24088943,ESCOLA DE EDUCACAO INFANTIL VOVO BIA
24089150,OVER MOSSORO
24089230,ESCOLA PALAS ATENA
24089630,UNIDADE DE EDUCACAO INFANTIL NEUSA XAVIER LINHARES
24089699,INSTITUTO EDUCACIONAL PASSINHOS DO SABER
24089737,INSTITUTO EDUCACIONAL MORANGUINHO
24089753,INSTITUTO EDUCACIONAL ADOLETA
24089850,COLEGIO TEMPINHO LIVRE
24090034,CENTRO EDUCACIONAL PAIDEIA
24090107,AECALAGA CURSOS TECNICOS
24090123,COLEGIO CIVICO FELIPE CAMARAO LTDA
24090140,CENTRO EDUCACIONAL CORES E FORMAS
24090182,ESPACO CRIATIVO CORES E FORMAS
24090255,INSTITUTO BRINCANDO E APRENDENDO
24093408,SERVICO NACIONAL DE APRENDIZAGEM COMERCIAL - SENAC MOSSORO
24100609,CRECHE ESCOLA DA VOVO ESTER
24106216,UNIDADE DE EDUCACAO INFANTIL ALVORECER
24107212,CENTRO EDUCACIONAL PROFESSOR GERALDO ALVES DA SILVA
24111201,CENTRO DE ATIV COMPLEMENTAR - PETI BARROCAS
24111228,CENTRO DE ATIVIDADE COMPLEMENTAR - PETI SAO MANOEL
24112208,CENTRO DE ATIV COMPLEMENTAR - PETI JUCURI
24113204,CENTRO DE ATIV COMPLEMENTAR - PETI ALTO DA CONCEICAO
24221201,CENTRO DE ATIVIDADE COMPLEMENTAR - AABB COMUNIDADE
24260207,CEPEP - CENTRO DE ESTUDO E PESQUISA EM EDUC PROFISSIONAL
24284335,CONVESTI COLEGIO E CURSO
24292303,CENTRO DE APOIO AO DEFICIENTE VISUAL
