CO_ENTIDADE,NO_ENTIDADE
26082918,COLEGIO MUNICIPAL PRESIDENTE TANCREDO NEVES
26082934,ESC MUL MARIA JOSE DE SOUZA LEAO ANTUNES
26082985,ESC MUL BENJAMITA LOURENCO C PEREIRA
26083027,ESCOLA MUL HERCILIO VILA NOVA
26083035,ESC MUL MARIA DO CARMO COELHO DE MELO
26083060,ESCOLA MUNICIPAL NOSSA SRA DA CONCEICAO
26083078,ESCOLA MUNICIPAL DOM HELDER CAMARA
26083086,ESCOLA MUNICIPAL MENELAU COELHO DE ARAUJO
26083124,ESCOLA MUL MANOEL MARCELINO DE LIMA
26083132,ESCOLA MUNICIPAL CICERO FRANKLIN CORDEIRO
26083159,ESCOLA DE REFERENCIA EM ENSINO MEDIO DOUTOR ALEXANDRINO DA ROCHA
26083175,ESCOLA MUNICIPAL ALBERTO CABRAL DE ESPINDOLA
26083221,ESCOLA MUL JOSE CABRAL DE SOUZA VIANA
26083248,ESCOLA MUNICIPAL BERNARDO SAYAO
26083264,ESCOLA MUNICIPAL ZE CARIOCA
26083345,ESCOLA MUNICIPAL TABELIAO ANTONIO CESAR
26083361,ESCOLA MUNICIPAL ARLINDO CAVALCANTI
26083388,ESCOLA MUNICIPAL BARRA AZUL
26083400,ESCOLA MUNICIPAL DR ANTONIO PORTELA JUNIOR
26083426,ESCOLA MUNICIPAL JOSE MARIANO DA SILVA
26083434,ESCOLA MUNICIPAL JOSE PEDRO SOARES
26083469,ESCOLA MUNICIPAL MARIA DAS MERCES
26083493,ESCOLA PE JOSE AUGUSTO
26083566,ESCOLA JOSE PIAUILINO DE MELO
26083574,ESCOLA INTERMEDIARIA JOAO XXIII
26083590,ESCOLA MUNICIPAL MANOEL BATISTA DE LIMA
26083604,ESCOLA MUNICIPAL MANOEL BERNARDINO FILHO
26134829,ESCOLA INTERMEDIARIA MANOEL DE QUEIROZ LIMA
26139553,ESCOLA MUNICIPAL ARTUR TAVARES DE MELO
26139561,ESCOLA MUNICIPAL DJANIRA PEREIRA DA SILVA
26142970,COLEGIO INTERATIVO
26148340,ESCOLA MUNICIPAL ENGENHO MOSCOU
26157764,CENTRO EDUCACIONAL PAULO FREIRE
26161893,ESCOLA PROFESSORA AURELIANA
26172151,CRECHE MUNICIPAL TIA LO
26176220,ESCOLA TECNICA ESTADUAL CELIA DE SOUZA LEAO ARRAES DE ALENCAR
26182165,CRECHE MUNICIPAL LIVIA SOARES CARNEIRO LEAO
26184060,CRECHE MUNICIPAL PEDRO MURYLLO SILVA
26451727,FREDERICO JOSE DOS SANTOS
26536714,ESCOLA ETERNOS APRENDIZES
