CO_ENTIDADE,NO_ENTIDADE
26087790,EDUC MARIA DA SALETE COSTA PEREIRA
26087812,EDUCANDARIO OLIVEIRA RAMOS
26087820,EDUCANDARIO PAULO DE TARSO
26087847,COLEGIO TAVARES DE SOUZA
26087863,CENTRO SOCIAL SANTA ANA
26087880,ESCOLA DE REFERENCIA EM ENSINO FUNDAMENTAL E MEDIO DEPUTADO JOAO TEOBALDO DE AZEVEDO
26087898,COLEGIO EDUCARTE
26087910,ESCOLA DE REFERENCIA EM ENSINO MEDIO JOAO CAVALCANTI PETRIBU
26087928,ESCOLA DE REFERENCIA EM ENSINO MEDIO JOSE DE LIMA JUNIOR
26087936,ESCOLA MANOEL PESSOA DE LUNA FILHO
26087944,ESCOLA MARECHAL RONDON
26087979,ESCOLA MUNICIPAL ERNESTO RIBEIRO
26087987,ESCOLA MUNICIPAL PROFESSOR EUCLIDES
26087995,ESCOLA MUNICIPAL SAO JOAQUIM
26088010,COLEGIO NOSSA SENHORA DO CARMO
26088029,ESCOLA PAULA FRASSINETTI
26088037,ESCOLA PAULA FRASSINETTI
26088053,ESCOLA DE REFERENCIA EM ENSINO FUNDAMENTAL LIONS CLUBE DE CARPINA
26088070,ESCOLA SALESIANA PADRE RINALDI
26088118,CENTRO SOCIAL MADRE VIRGINIA
26088126,ESCOLA PUBLICA MUNICIPAL DE CARAMURU
26088134,ESCOLA SAO JOSE
26088142,ESCOLA MUNICIPAL MARIA ANUNCIADA PINHEIRO DIAS
26088150,ESCOLA MINIMA FLORESTINHA
26088185,ESCOLA MUNICIPAL DOUTOR IRINEU DE PONTES VIEIRA
26088207,ESCOLA MUNICIPAL BELA VISTA
26088215,ESCOLA MUNICIPAL ELIANE CARNEIRO LEAO DE MELO
26088223,ESCOLA MUNICIPAL PIO X
26088231,ESCOLA NOSSA SENHORA APARECIDA
26088258,ESCOLA ALUISIO GERMANO
26088282,ESCOLA DE REFERENCIA EM ENSINO MEDIO JOAQUIM OLAVO
26088320,COLEGIO DOM VITAL
26088339,COLEGIO SANTA CLARA
26133792,EDUCANDARIO SAO FRANCISCO DE ASSIS
26144425,CENTRO DE FORMACAO EDUCACIONAL
26145952,PROGRAMA AMOR
26145960,ESCOLA MUNICIPAL JOAQUIM PINTO LAPA SOBRINHO
26146754,EDUCANDARIO PEDRO APRIGIO DE CARVALHO
26146770,COLEGIO HEMERLINDA CORREIA
26146797,EDUCANDARIO NOSSA SENHORA DA CONCEICAO
26146835,CRECHE SANTA TERESINHA
26152193,EDUCANDARIO MARIA DE FABIA
26156148,EDUCANDARIO RECANTO INFANTIL
26156156,EDUCANDARIO JOAO PIMENTEL
26158949,ESCOLA MUNICIPAL CHA DO MEIO
26165678,ESCOLA FUTURO BRILHANTE
26172887,EDUC NOSSA SENHORA DE LOURDES
26172895,INSTITUTO CARPINENSE DE PROFISSIONALIZACAO
26172909,COLEGIO ALEGRIA DO SABER
26172917,ESCOLA MUNICIPAL PROFESSORA SOFIA ADELINA DE SOUZA DA SILVA
26172992,COLEGIO DIMENSAO ATIVA DE CARPINA
26175592,ESCOLA MUNICIPAL NOVA SANTA CRUZ
26178354,EDUCANDARIO PAULO DO MONTE
26179717,EDUCANDARIO ESPACO CULTURAL DA CRIANCA
26179725,EDUCANDARIO LUNA SILVA
26179830,ESCOLA INTERNACIONAL DE CARPINA
26179849,EDUCANDARIO NOVO HORIZONTE
26180006,COLEGIO DIFERENCIAL
26182785,EDUCANDARIO CONSTRUCAO DO SABER
26184117,EDUCANDARIO RENASCER
26184443,CRECHE E PRE-ESCOLA MUNICIPAL ZITE DO CARMO LAPA
26184591,CENTRO DE ENSINO GRAU TECNICO
26186489,ESCOLA PROJETO PARA VIDA
26187337,COLEGIO CONVERGENTE
26191520,INSTITUTO BATISTA DE EDUCACAO CRISTA
26192780,CRECHE MUNICIPAL PROINFANCIA BRENA RAYSA DA SILVA CRUZ
26329611,EDUCANDARIO SANTA MARIA
26525720,ESCOLA TECNICA ESTADUAL MARIA EDUARDA RAMOS DE BARROS
