CO_ENTIDADE,NO_ENTIDADE
24077364,INSTITUTO EDUCACIONAL MENINO JESUS
24077380,CENTRO DE EDUCACAO INFANTIL MENINO JESUS
24079944,ESCOLA MUNICIPAL ARY ALECRIM PACHECO
24081400,CEMAI - CENTRO MUN DE APOIO A INCLUSAO MARIA DA CONCEICAO TORRES DE SOUZA
24081469,IEC - INSTITUTO DE ENSINO E CULTURA - CEARA-MIRIM
24082228,EM PROFESSORA MARIA DE LOURDES DE OLIVEIRA
24082236,CENTRO DE EDUCACAO INFANTIL ROSILDA RODRIGUES DUARTE
24082244,CENTRO INFANTIL DORALICE DE CARVALHO PEREIRA
24082627,INSTITUTO EDUCACIONAL SAO PADRE PIO- IESPP
24082805,CENTRO DE EDUCACAO INFANTIL DR RUI PEREIRA DOS SANTOS
24083151,PIRAMIDE COLEGIO E CURSO
24083160,SEIS-SISTEMA EDUCACIONAL INTERAGINDO COM O SABER
24085375,IFRN - CAMPUS CEARA-MIRIM
24086029,EM PROF ALBERTO NICACIO DA COSTA BARBOSA
24086703,INSTITUTO EDUCACIONAL DO RIO GRANDE DO NORTE
24087378,CEEP CENTRO ESTADUAL DE EDUCACAO PROFISSIONAL RUY ANTUNES PEREIRA
24088145,INSTITUTO EDUCACIONAL DOCE ENCANTO
24088315,ESCOLA ESTADUAL PROFESSORA MARTA MARIA CASTANHO ALMEIDA PERNAMBUCO
24088447,COMPLEXO DE ENSINO FATEX
24088498,CENTRO INTEGRADO JARDIM DE DEUS
24088838,INSTITUTO EDUCACIONAL DO RIO GRANDE DO NORTE
24088951,SOCIEDADE EDUCACIONAL LENIRA MORAIS
24089460,SOCIEDADE EDUCACIONAL RENOVARE
24139203,CENTRO DE ATIVIDADES COMPLEMENTAR - CEARA-MIRIM
