CO_ENTIDADE,NO_ENTIDADE
26185687,SITIO ESCOLA CAMINHOS DO SEMEADOR
26186675,ESCOLA MUNICIPAL MIGUEL GOMES DE LIMA
26187450,EDUCANDARIO KARINA SANTOS
26187825,ESCOLA TECNICA ESTADUAL JURANDIR BEZERRA LINS
26192128,EDUCANDARIO PATRICIA OLIVEIRA
26192330,CRECHE MUNICIPAL TIA NAI
26192551,CENTRO DE EDUCACAO INTEGRAL FERNANDO HENRIQUE LUCENA
26208806,CRECHE TIA SANDRA
26227614,ESCOLA CONSTRUTIVISTA EMANUEL
26228610,EDUCANDARIO SHEILLA CRISTINA
26301610,EDUCANDARIO LORENA DE FATIMA
26360616,EDUCANDARIO EVANGELICO MARTA E LOIDE LTDA
26400634,INSTITUTO EDUCACIONAL MARIA ROSA
26401614,EDUCANDARIO SHEILLA CRISTINA
26413884,ESCOLA GERACAO MUNDIAL
26437724,ESCOLA DOM HELDER CAMARA
26447720,EDUCANDARIO EVANGELICO SEVERINO JOSE DE SANTANA
26461749,EDUCANDARIO REINO DO SABER
26509717,ESCOLA RAIO DE LUZ
