CO_ENTIDADE,NO_ENTIDADE
26105110,CENTRO DE PRE ESCOLAR ARTUR CARLOS DE MELO
26105144,ESCOLA ADOLFO BROL
26105152,ESCOLA ALBERT SABIN LTDA ME
26105179,ESCOLA ANTONIO DE PADUA CARACIOLO
26105187,ESCOLA BARAO DE VERA CRUZ
26105195,ESCOLA DE REFERENCIA EM ENSINO MEDIO BRASILINO JOSE DE CARVALHO
26105209,ESCOLA DALILA DE MELO
26105225,ESCOLA DE REFERENCIA EM ENSINO FUNDAMENTAL DESEMBARGADOR CARLOS XAVIER PAES BARRETTO
26105241,ESCOLA EDUARDO VIEIRA DE CARVALHO
26105250,ESCOLA DE REFERENCIA EM ENSINO MEDIO EURICO PFISTERER
26105268,ESCOLA FRANCISCO SIMOES DA COSTA
26105284,ESCOLA JOAO ALBUQUERQUE UCHOA CAVALCANTI
26105292,ESCOLA JOAO BATISTA DE FRAGA
26105306,ESCOLA JOAO DE QUEIROZ GALVAO
26105314,ESCOLA DE REFERENCIA EM ENSINO MEDIO JOAO PESSOA GUERRA
26105322,ESCOLA PROFESSOR JOSE EDUARDO DE BRITO
26105330,ESCOLA JOSE JORGE DE FARIAS SALES
26105349,ESCOLA JOSE MARTINS DO CARMO
26105357,ESCOLA MARIA DA GLORIA ALVES DE LIMA
26105365,ESCOLA MARIA DJANIRA LACERDA LEITE
26105373,ESCOLA MUNICIPAL MARIA JOSE DO AMARAL
26105381,VEREADOR JOSE FRANCISCO FERREIRA
26105390,ESCOLA EVANGELINA DELGADO DE ALBUQUERQUE
26105411,ESCOLA NOSSA SENHORA DA CONCEICAO
26105420,ESCOLA VIRGINIA BORBA PESSOA GUERRA
26105438,ESCOLA ORFANATO SANTO ANTONIO
26105470,ESCOLA PROFESSOR JOSE ERONIDES
26105489,CENTRO DE EDUCACAO INTEGRAL DE IGARASSU CECILIA MARIA VAZ CURADO RIBEIRO
26105500,ESCOLA SANTA MARIA
26105519,ESCOLA DE REFERENCIA EM ENSINO MEDIO SANTOS COSME E DAMIAO
26105527,CENTRO DE EDUCACAO INTEGRAL SAO LUIZ
26105535,ESCOLA SENADOR JOSE ERMIRIO DE MORAES
26105551,ESCOLA ULISSES PERNAMBUCANO
26105560,ESCOLA JOAO LEITE NOGUEIRA PAZ
26105578,ESCOLA NELSON DE OLIVEIRA GALVAO
26105586,ESCOLA COMUNITARIA SOLDADO MARIANO MARCOS GONCALVES CAVALCANTI
26105608,ESCOLA SANTA RITA DE CASSIA
26105624,ESCOLA ECILDA RAMOS DE SOUZA
26105632,ESCOLA HEITOR VILLA LOBOS
26105640,ESCOLA IMACULADA CONCEICAO
26105675,ESCOLA JOAO PAULO II
26105721,ESCOLA PASTOR ISAIAS RAFAEL DE ALENCAR
26105730,ESCOLA PROFESSOR ADERBAL JUREMA - MN
26105748,SEVERINO PROCOPIO DE SOUZA
26105764,ESCOLA SAO MARCOS
26105780,ESCOLA FLAVIO PESSOA GUERRA
26105802,NUCLEO EDUCACIONAL SANTOS MORAIS NEDSAM
26105810,NUCLEO EDUCACIONAL MACHADO DE ASSIS
26105861,ESCOLA ANA CALDAS BRANDAO
26105870,ESCOLA JOSE LUIZ DE BARROS SAMPAIO
26105888,ESCOLA DE REFERENCIA EM ENSINO FUNDAMENTAL E MEDIO NOVA CRUZ
26105896,ESCOLA JOAO SANTOS FILHO
26105918,ESCOLA IRINEU MARQUES DA FONSECA
26132150,ESCOLA ANA BANDEIRA DE MENEZES
26133938,ESCOLA PORTA ABERTA A FRATERNIDADE
26135580,ESCOLA MONTEIRO LOBATO
26141485,ESCOLA MARIA AMELIA DE SA LEITAO
26141493,ESCOLA MARIA LUCIA DA SILVA
26143275,ESCOLA PASTOR ISAIAS RAFAEL DE ALENCAR
26143283,EDUCANDARIO FRANCISCA SALES
26143348,INSTITUTO EDUCACIONAL TIA ANA
26145138,ESCOLA MUNICIPAL VEREADOR JAIME BEZERRA LINS
26145375,CRECHE TIA EMOCY KRAUSE
26145383,CRECHE TIA JANE MAGALHAES
26147491,CENTRO EDUCACIONAL MAROQUINHA
26147505,ESCOLA DE APLICACAO DA AMEC
26147530,ESCOLA CECILIA MEYRELLES
26147548,EDUCANADARIO FRANCISCO BERNARDO
26150093,ESCOLA COMUNITARIA SAMUEL RAIMUNDO DE LIMA
26155737,ESCOLA YARA RIBEIRO DE ALBUQUERQUE
26155745,ESCOLA DIEGO JOSE DE OLIVEIRA SA LEITAO
26156636,EDUCANDARIO GENESIS
26156644,UNIVERSIDADE INFANTIL
26160315,ESCOLA MARIA INAIZA EVANGELISTA DE SANTANA
26168570,EDUCANDARIO AYRTON SENNA
26168588,ESCOLA PASTOR CLOVIS MAIA
26168596,EDUCANDARIO EBENEZER
26168758,ESCOLA MUNICIPAL ALBIN STAHLI
26171090,ESCOLA ROSA MARIA DA CONCEICAO
26174138,EDUCANDARIO AMELIA VICENTE
26174146,NIUCLEO EDUCACIONAL MAXIMO GOMES FILHO
26174154,EDUCANDARIO MARTINS ARAUJO
26174197,ESCOLA MODELO
26174200,EDUCANDARIO SANTOS DUMONT
26176912,ESCOLA MARIA SOLEDADE
26178478,CENTRO EDUCACIONAL SUZY PIMENTEL
26178508,CENTRO EDUCACIONAL GENTIL MACEDO
26183404,INSTITUTO EDUCACIONAL TIA LIRA
26183854,EDUCANDARIO SOUSA VEIGA
26184796,IFPE - CAMPUS IGARASSU
26184990,ESCOLA MUNICIPAL MARIA DO CARMO DO REGO MONTEIRO
