CO_ENTIDADE,NO_ENTIDADE
26033836,CENTRO DE EDUCACAO DE JOVENS E ADULTOS JOAO BARRACAO
26033852,CENTRO EDUCACIONAL MARIA MONTESSORI
26033879,ESCOLA DE REFERENCIA EM ENSINO MEDIO OTACILIO NUNES DE SOUZA
26033909,PLENUS COLEGIO E CURSO
26033917,COLEGIO DOM BOSCOMATRIZ
26033925,COLEGIO DOM BOSCO EXTENSAO
26033933,COLEGIO INTEGRADO DE PETROLINA
26033950,COLEGIO NOSSA SENHORA AUXILIADORA
26033976,CENTRO MUNICIPAL DE EDUCACAO INFANTIL MARIA NUNES DA SILVA
26033984,CENTRO MUNICIPAL DE EDUCACAO INFANTIL CAIC
26033992,CENTRO MUNICIPAL DE EDUCACAO INFANTIL DR CARDOSO DE SA
26034034,CENTRO MUNICIPAL DE EDUCACAO INFANTIL FAUSTA SIQUEIRA
26034069,CENTRO MUNICIPAL DE EDUCACAO INFANTIL CANTINHO DA CRIANCA
26034077,CENTRO MUNICIPAL DE EDUCACAO INFANTIL ERNESTINA SANTOS NUNES
26034085,CENTRO MUNICIPAL DE EDUCACAO INFANTIL COMUNITARIO NADJANILSON BARBOSA FERREIRA
26034107,CENTRO MUNICIPAL DE EDUCACAO INFANTIL DR CICERO LUZ
26034115,CENTRO MUNICIPAL DE EDUCACAO INFANTIL DR NESTOR CAVALCANTE
26034123,CENTRO MUNICIPAL DE EDUCACAO INFANTIL DR WASHINGTON BARROS
26034131,CENTRO MUNICIPAL DE EDUCACAO INFANTIL EDITH BEZERRA
26034140,CENTRO MUNICIPAL DE EDUCACAO INFANTIL IRMA VIANA
26034158,CENTRO MUNICIPAL DE EDUCACAO INFANTIL JOAO PAULO I
26034190,CENTRO MUNICIPAL DE EDUCACAO INFANTIL TIA DULCINEIA
26034255,EDUCANDARIO OLAVO BILAC
26034263,COLEGIO RECANTO
26034280,IF SERTAO-PE - CAMPUS PETROLINA ZONA RURAL
26034298,ESCOLA DE REFERENCIA EM ENSINO MEDIO ANTONIO PADILHA
26034310,ESCOLA ESTADUAL DE ALTERNANCIA
26034328,ESCOLA DE REFERENCIA EM ENSINO FUNDAMENTAL E MEDIO DOM AVELAR BRANDAO VILELA
26034336,ESCOLA DE REFERENCIA EM ENSINO MEDIO DOM MALAN
26034344,ESCOLA DOUTOR DIEGO REGO BARROS
26034352,ESCOLA DE REFERENCIA EM ENSINO MEDIO DOUTOR PACIFICO RODRIGUES DA LUZ
26034360,ESCOLA DE REFERENCIA EM ENSINO FUNDAMENTAL E MEDIO EDISON NOLASCO
26034379,ESCOLA DE REFERENCIA EM ENSINO FUNDAMENTAL EDUARDO COELHO
26034417,ESCOLA MUNICIPAL JECONIAS JOSE DOS SANTOS
26034425,ESCOLA DE REFERENCIA EM ENSINO FUNDAMENTAL E MEDIO JOAQUIM ANDRE CAVALCANTI
26034433,ESCOLA MUNICIPAL DE EDUCACAO EM TEMPO INTEGRAL JOSE FERNANDES COELHO
26034441,ESCOLA DE REFERENCIA EM ENSINO MEDIO MARECHAL ANTONIO ALVES FILHO
26034476,ESCOLA DE REFERENCIA EM ENSINO FUNDAMENTAL MOYSES BARBOSA
26034522,ESCOLA MUNICIPAL DOM ANTONIO MALAN
26034590,ESCOLA MUNICIPAL SANTA TEREZINHA
26034611,ESCOLA MUNICIPAL EDUARDO SOUZA
26034654,ESCOLA MUNICIPAL FRANCISCO RODRIGUES SANTANA
26034786,ESCOLA MUNICIPAL JOSE NUNES DE SANTANA
26034808,ESCOLA MUNICIPAL LUIZ DE SOUZA
26034824,ESCOLA MUNICIPAL MONSENHOR ANGELO SAMPAIO
26034832,ESCOLA DE REFERENCIA EM ENSINO FUNDAMENTAL E MEDIO MONTEIRO LOBATO
26034875,ESCOLA MUNICIPAL OLAVO BILAC
26034905,ESCOLA MUNICIPAL RICARDINA FERREIRA DA SILVA
26034913,ESCOLA MUNICIPAL MANOEL NUNES BARBOSA
26034999,ESCOLA MUNICIPAL SANTO ANTONIO
26035022,ESCOLA MUNICIPAL JOSE ESMERINDO RIBEIRO
26035030,ESCOLA MUNICIPAL NOSSA SENHORA APARECIDA
26035049,ESCOLA DE REFERENCIA EM ENSINO MEDIO PADRE MANOEL DE PAIVA NETTO
26035073,ESCOLA POETA CARLOS DRUMOND DE ANDRADE
26035090,ESCOLA MUNICIPAL DE EDUCACAO EM TEMPO INTEGRAL PROFESSOR ANEZIO LEAO
26035111,ESCOLA DE REFERENCIA EM ENSINO FUNDAMENTAL E MEDIO PROFESSOR MANOEL XAVIER PAES BARRETO
