CO_ENTIDADE,NO_ENTIDADE
24020648,ESCOLA ESTADUAL ACADEMICO MAURO ABRANTES
24020664,ESCOLA ESTADUAL DEMOCRITO DE SOUSA
24020672,ESCOLA ESTADUAL VICENCIA RAQUEL
24020729,UNIDADE DE ENSINO ANTONIO FORTUNATO DOS SANTOS
24020737,ESC MUL ANTONIO MARCOS FURTADO
24020745,UNIDADE DE ENSINO AREAMIRO GOMES DA SILVEIRA
24020796,UNIDADE DE ENSINO DANIEL GALDINO DUARTE
24020818,ESC MUL FRANCISCO EVILASIO A DE SOUZA
24020826,UNIDADE DE ENSINO JOAQUINA PINTO LOPES
24020893,UNIDADE DE ENSINO MANOEL PIRES DE SOUSA
24020915,ESC MUL OLINTO MOREIRA DO NASCIMENTO
24020923,UNIDADE DE ENSINO PEDRO CARDOSO DE PAIVA
24020931,ESC MUL JOAQUIM BOAVENTURA DO NASCIMENTO
24020966,UNIDADE DE ENSINO REGINA FAUSTA DINIZ
24020990,UNIDADE DE ENSINO FRANCISCA VALENTINA DA CONCEICAO
24021377,ESC MUL DE EDUCACAO INFANTIL PICA PAU AMARELO
24066427,ESC MUL ANA REGINA ALVES FERNANDES
24081841,UEI CREMILDA JACOME DA COSTA
24084069,ESC MUL FRANCISCA MARIA DA SILVEIRA SANTOS
24085430,CENTRO EDUCACIONAL UNIVERSO EDUCAR
24089974,CONEXAO COLEGIO E CURSO
24233200,SERVICO DE CONVIVENCIA E FORTALECIMENTO DE VNCULOS
24310301,INSTITUTO DE EDUC INFANTIL MUNDO DO SABER
