CO_ENTIDADE,NO_ENTIDADE
26024659,CENTRO DE ATENDIMENTO EDUCACIONAL ESPECIALIZADO DE ARCOVERDE
26024667,CENTRO DE EDUCACAO DE JOVENS E ADULTOS CICERO FRANKLIN CORDEIRO
26024675,ESCOLA DE REFERENCIA EM ENSINO MEDIO SENADOR VITORINO FREIRE
26024683,COLEGIO IMACULADA CONCEICAO
26024691,COLEGIO CARDEAL ARCOVERDE
26024713,COLEGIO RIO BRANCO
26024721,ESCOLA DE REFERENCIA EM ENSINO FUNDAMENTAL ANTONIO JAPIASSU
26024730,ESCOLA DE REFERENCIA EM ENSINO MEDIO CARLOS RIOS
26024756,ESCOLA DE REFERENCIA EM ENSINO FUNDAMENTAL INDUSTRIAL DE ARCOVERDE
26024764,ESCOLA JORNALISTA EDSON REGIS
26024780,ESCOLA LIONS ANTONIO MORENO
26024802,ESCOLA DE REFERENCIA EM ENSINO FUNDAMENTAL E MEDIO MONSENHOR JOSE KEHRLE
26024810,ESCOLA ANTONIO COSTA LEITAO
26024837,ESCOLA MUNICIPAL ANTONIO JOAQUIM DA SILVA
26024870,ESCOLA MUL ARCELINO DE BRITO
26024900,ESCOLA MUNICIPAL DOM HELDER CAMARA
26024934,ESCOLA MUNICIPAL ADALGIZA CAVALCANTI DE BARROS CORREIA
26024950,ESCOLA MUNICIPAL JOAO ALEXANDRE
26024985,ESCOLA MUL JOSE MEDEIROS DA FONSECA
26025000,ESCOLA MUL MANOEL CALIXTO DO NASCIMENTO
26025035,ESCOLA MUL MANOEL LUMBA DE OLIVEIRA
26025060,ESCOLA MUL MARIETA DE BRITO FREIRE
26025078,ESCOLA MUL NOSSA SENHORA DO LIVRAMENTO
26025086,ESCOLA MUL OLGA GUEIROS LEITE
26025094,ESCOLA MUL SEBASTIAO LUIZ CAVALCANTI
26025108,ESCOLA MUL SEBASTIAO VICENTE FERREIRA
26025116,ESCOLA MUL SECONDINA HONORIO
26025124,ESCOLA MUNICIPAL SERAFIM DE BRITO
26025132,ESCOLA MUL SEVERINA DE SOUZA BRADLEY
26025175,ESCOLA DE REFERENCIA EM ENSINO FUNDAMENTAL NOE NUNES FERRAZ
26025213,ESCOLA EUCLIDES DA CUNHA
26025230,ESCOLA FREIRE FILHO
26025248,ESCOLA MUL GUMERCINDO CAVALCANTI
26025272,ESCOLA MUNICIPAL LEONARDO PACHECO DE ALBUQUERQUE
26025280,ESCOLA SANTA CECILIA
26025302,ESCOLAS MUL BARAO DO RIO BRANCO
26025329,ESCOLA MUNICIPAL ROTARY ALCIDES CURSINO
26025345,COLEGIO SAO DOMINGOS
26025361,ESCOLA SEMENTES DO AMANHA
26025370,ESCOLA MENINO JESUS
26025388,ESCOLA PAULO FREIRE
26025396,ESCOLA SANTA MARIA
26025400,CENTRO EDUCACIONAL NOSSA SENHORA DAS GRACAS
26142430,ESCOLA MARIA BONITA
26142481,PAX CHRISTI SCHOLA
26146924,ESCOLA HARMONIA
26146975,ESCOLA CONVIVER
26147017,ESCOLA MUL D SEVERINO MARIANO DE AGUIAR
26147084,ESCOLA ARCO IRIS
26159120,ESCOLA MUNICIPAL ALFABETO
26166348,EDUCACAO INFANTIL SESC ARCOVERDE
26166356,ESCOLA HERBERT DE SOUZA
26171929,CENTRO DE ENSINO INTEGRAL IVANY RODRIGUES BRADLEY
26171937,CENTRO DE ENSINO INTEGRAL JONAS DE FREITAS LIMA
26174480,ESCOLA NOSSO AMIGUINHO
26174499,ESCOLA CENARIO DAS LETRAS
26174502,ESCOLA INFANCIA FELIZ
26177676,ESCOLA PROFESSORA SOCORRO ALENCAR
26178699,ESCOLA DE REFERENCIA EM ENSINO MEDIO DE ARCOVERDE
26181088,CENTRO DE FORMACAO E APERFEICOAMENTO PROFISSIONAL - FIC TECNICO
26181657,ESCOLA ESTADUAL DIRCELIO FERREIRA DE PAIVA JUNIOR
26185032,CRECHE MUNICIPAL JOSE RABELO DE VASCONCELOS
26185040,CRECHE MUNICIPAL DR JENNECY RAMOS
26185741,ESCOLA TECNICA ESTADUAL PROFESSOR FRANCISCO JONAS FEITOSA COSTA
26191792,ESCOLA MUNICIPAL JOAO BATISTA CRUZ BARROS
