CO_ENTIDADE,NO_ENTIDADE
27011283,ESCOLA MUNICIPAL AUGUSTO GALDINO
27011313,ESCOLA MUNICIPAL DR ANTONIO AMARAL
27011348,ESCOLA MUNICIPAL DR RUI PALMEIRA
27011372,ESCOLA MUNICIPAL FRANCISCA ANGELICA DE ASSIS
27011569,ESCOLA MUNICIPAL ADEILDO NEPOMUCENO MARQUES
27011577,ESCOLA ESTADUAL DESEMBARGADOR AUGUSTO COSTA
27011585,ESCOLA MUNICIPAL JOAO VIEIRA NETO
27011593,ESCOLA MUNICIPAL MARECHAL DEODORO DA FONSECA
27011607,ESCOLA MUNICIPAL PRESIDENTE GETULIO VARGAS
27011615,ESCOLA MUNICIPAL SENADOR TEOTONIO VILELA
27011623,ESCOLA MUNICIPAL CAPITAO YOYO
27011631,ESCOLA MUNICIPAL PROFESSOR DIVALDO SURUAGY
27054624,COLEGIO DE EDUCACAO BASICA CONSTRUIR
27054756,CENTRO DE EDUCACAO INFANTIL JACIRA FERREIRA NERI
27219569,ESCOLA MUNICIPAL DE EDUCACAO BASICA NOSSA SENHORA DO CARMO
27221873,CENTRO MUNICIPAL DE EDUCACAO INFANTIL MUNDO INFANTIL
