CO_ENTIDADE,NO_ENTIDADE
25094688,ECIT PADRE HILDON BANDEIRA
25094696,ECI PADRE IBIAPINA
25094700,EEEF PLACIDO DE CASTRO
25094718,EEEF PROF ADELIA DE FRANCA
25094726,ECI EEFM PROFESSOR CELESTIN MALZAC
25094734,EEEF PROF MARIA DE FATIMA SOUTO
25094742,EEEFM PROFESSORA MARIA JACY COSTA
25094750,ECI OLIVIO PINTO
25094777,EEEFM PROF DEBORA DUARTE
25094793,EEEFM SANTOS DUMONT
25094815,EEEF TIRADENTES
25094955,EEEF ADELAIDE NOVAIS
25094971,EEEF MONS ODILON COUTINHO
25094980,EEEF PADRE DEHON
25095005,EEEF GUSTAVO CAPANEMA
25095013,EEEF PROFESSORA ANTONIA RANGEL DE FARIAS
25095021,EEEFM GONCALVES DIAS
25095048,EEEFM PROF URSULA LIANZA
25095056,ECIT PREFEITO OSWALDO PESSOA
25095080,EEEFM PADRE ROMA
25095153,EEEF PROF RITA DE MIRANDA HENRIQUES
25095323,ESCOLA MAR E SOL
25095366,EM MOEMA TINOCO CUNHA LIMA
25095374,EM ALMIRANTE BARROSO
25095390,EM AMERICO FALCAO
25095412,EM ANALICE CALDAS
25095447,EM ANITA TRIGUEIRO DO VALLE
25095455,EM ANTENOR NAVARRO
25095463,EM QUILOMBOLA PROFESSORA ANTONIA DO SOCORRO SILVA MACHADO
25095480,EM APOLONIO SALES DE MIRANDA
25095501,EMAI AUGUSTO DOS ANJOS
25095528,EM CANTALICE LEITE MAGALHAES
25095544,EM CARLOS NEVES DA FRANCA
25095560,EM CASTRO ALVES
25095595,EM ANTONIO SANTOS COELHO NETO
25095609,EM COMENDADOR CICERO LEITE
25095633,EMEI CONEGO JOAO DE DEUS
25095650,EM CONEGO MATHIAS FREIRE
25095668,EM DAMASIO BARBOSA DA FRANCA
25095676,EM EDUCADOR FRANCISCO PEREIRA DA NOBREGA
25095684,EM DAVID TRINDADE
25095692,EM PROFESSOR ANISIO TEIXEIRA
25095706,EMAI DR SEVERINO PATRICIO
25095749,EM ZULMIRA DE NOVAIS
25095765,EMAI ARNALDO DE BARROS MOREIRA
25095773,EMEI ANA NERY
25095790,EMEI DR JOAO SANTA CRUZ DE OLIVEIRA
25095811,EM DR JOSE NOVAIS
25095820,EM DUARTE DA SILVEIRA
25095854,EMAI DUQUE DE CAXIAS
25095862,EM ERNANY SATYRO
25095870,EM EUCLIDES DA CUNHA
25095900,EM FENELON CAMARA
25095935,EMEI ROTARY FRANCISCO EDWAR DE AGUIAR
25095943,EM FREI AFONSO
25095978,EM FREI ALBINO
25095994,EM FRUTUOSO BARBOSA
25096001,EM GENERAL ANGELO FRANCISCO NOTARE
25096036,EM GENERAL RODRIGO OTAVIO
25096052,EM JOAO MONTEIRO DA FRANCA
25096079,EM JOSE EUGENIO LINS DE ALBUQUERQUE
25096109,EM LEONIDAS SANTIAGO
25096125,EM LIONS TAMBAU
25096133,EM LUIZA LIMA LOBO
25096150,EM MAJOR JOSE DE BARROS MOREIRA
25096176,EM PROFESSOR JOAO GADELHA DE OLIVEIRA FILHO
25096206,EM MINISTRO JOSE AMERICO DE ALMEIDA
25096222,EM MONSENHOR JOAO COUTINHO
25096249,EM MONTEIRO LOBATO
25096265,EM NAPOLEAO LAUREANO
25096290,EM OLIVIO RIBEIRO CAMPOS
25096338,EM AGOSTINHO FONSECA NETO
25096346,EM PROFESSOR ANIBAL MOURA
25096354,EM PROFESSOR HUGO MOURA
25096362,EMAI GOVERNADOR LEONEL BRIZOLA
25096389,EM PROFESSOR LUIZ MENDES PONTES
25096400,EMAI PROFESSOR OSCAR DE CASTRO
25096419,EM PROFESSOR LYNALDO CAVALCANTI DE ALBUQUERQUE
25096427,EMAI ESCRITOR LUIZ AUGUSTO CRISPIM
25096435,EM PROFESSORA ANA CRISTINA ROLIM MACHADO
25096451,EM PROFESSORA ANALICE GONCALVES CARVALHO
25096486,EM SANTOS DUMONT
25096494,EM SEN RUY CARNEIRO
25096516,EM SERAFICO DA NOBREGA
25096524,EM SANTA ANGELA
25096559,EM THARCILLA BARBOSA DA FRANCA
25096575,EM VIRGINIUS DA GAMA E MELO
25096613,EM VIOLETA FORMIGA
25096621,EMEI PROFESSOR JOAO MEDEIROS
25096630,CMEI SANTA EMILIA DE RODAT
25096648,EM FRANCISCA MOURA
25096656,EMEI PADRE BARTOLOMEU DE GUSMAO
25096664,EM PADRE LEONEL DA FRANCA
25096672,EMAI ECONOMISTA CELSO MONTEIRO FURTADO
25096680,EMEI UBIRAJARA TARGINO BOTTO
25096702,ECIT MARIA DO CARMO DE MIRANDA
25096818,ESCOLA PROFISSIONAL SAO JOSE
25096850,IFPB - CAMPUS JOAO PESSOA
25096893,ESCOLA CARROSSEL LTDA
25097091,EEEFM AUDIOCOMUNICACAO
25097326,COLEGIO AZ JOAO PESSOA
25097539,COLEGIO E CURSO EVOLUCAO
25097628,EXTERNATO SANTA DOROTEIA
25097725,INSTITUTO DE EDUCACAO DA PARAIBA IEP
25097733,EM DOM ADAUTO
25097776,INST EDUC N SRA DA CONCEICAO
25097784,INSTITUTO EDUCACIONAL PARAIBANO LTDA ME
25097849,INSTITUTO EDUCACIONAL FENIX
25097865,INST EDUC JOAO SOARES
25097938,INSTITUTO EDUCACIONAL SANTOS DUMONT LTDA
25098080,IPI INSTITUTO PARAIBANO INFANTIL LTDA
25098098,INSTITUTO PESSOENSE DE EDUCACAO INTEGRADA LTDA
25098225,YURY LEAL BRANDAO DOS PRAZERES
25098306,ELOHIM COLEGIO E CURSO
25098314,INTEGRACAO CENTRO DE ENSINO LTDA
25098322,INST EDUC PROF MARIA DOS ANJOS
25098330,COLEGIO COLIBRI LTDA
25098349,SECULO COLEGIO E CURSO
25098357,ECI LYCEU PARAIBANO
25098543,NACES PRESIDIO DO ROGER
25098560,CONSTRUCTOR SUI SISTEMA EDUCACIONAL-LTDA
25098578,SISTEMA EDUC GENIUS LTDA - COLEGIO MASTER BESSA
25098616,ASSOCIACAO PESTALOZZI DA PARAIBA
25101516,EEEF DOMENICA ANDREA MAGLIANO
25101765,SISTEMA DE ENSINO LIDER
25103300,CENTRO EDUCACIONAL TIA NEIDE
25103342,CENTRO EDUCACIONAL FILADELFIA
25103350,CMEI SANTA TEREZINHA
25103377,ELISANDRA CAVALCANTI PALITOT ME
25104071,NUCLEO DE EDUCACAO DE JOVENS E ADULTOS DO ENSINO MEDIO
25104268,CMEI RENATO LUCENA NOBREGA
25104330,ECI ALMIRANTE SALDANHA
25104950,CMEI MARGARIDA MARIA ALVES
25104993,CMEI NOSSA SENHORA DE FATIMA
25105078,CMEI MENINO JESUS
25105183,EEEF IRMA SEVERINA CAVALCANTE SOUTO
25105310,CMEI JOSIARA TELINO DE LACERDA
25105612,EM NAZINHA BARBOSA
25106830,FUNAD EEEE ANA PAULA RIBEIRO BARBOSA LIRA
25107003,ESCOLA PENITENCIARIA DESEMBARGADOR SILVIO PORTO
25107135,SOCIEDADE DE ENSINO ANGLO LTDA
25108379,CMEI CREUSA PIRES
25108689,CMEI MARIA DE FATIMA AMORIM NAVARRO
25108697,CMEI FREI AFONSO
25108700,CMEI YALA PETIT DE ARAUJO FERREIRA
25108883,CENTRO EDUCACIONAL EBENEZER
25109073,CMEI NENZINHA CUNHA LIMA
25109081,CMEI BENJAMIM GOMES MARANHAO
25109103,CMEI KARINA ZAGEL DE MENDONCA
25109111,CMEI MARIA RISOMAR DANTAS
25109120,CRECHE PRE ESC MARINHA AMARAL
25109138,CMEI ROBERTA RODRIGUES TAVARES
25109146,CMEI MARIA DE LOURDES TOSCANO BRANDAO
25109154,CMEI MARIA DA LUZ MELO CUNHA
25109162,CMEI JULIAN NUNES DE FIGUEIREDO
25109170,CMEI VIOLETA FORMIGA
25109189,CMEI GLAUCE BURITY
25109197,CMEI NOSSA SENHORA DA BOA ESPERANCA
25109200,CMEI LINDEMBERG VIEIRA DA CUNHA JUNIOR
25109219,CMEI BERGALICE VASCONCELOS
25109227,CMEI CRIANCA FELIZ
25109928,CMEI ASSIS TAVARES
25109944,ESCOLA MUNDO ENCANTADO DA CRIANCA
25110144,INST DE EDUC CORACAO DE MARIA LTDA
25110241,CRECHE ALAIDE ALVES DE ARAUJO FAUSTINO
25110330,CMEI EL SHADDAY
25110403,CMEI MARICELI PIRES CARNEIRO
25110926,EEEF SAO RAFAEL
25111051,INSTITUTO EDUCACIONAL SHALON
25111477,CMEI SAO FRANCISCO
25113089,CMEI MARIA DA CONCEICAO ALVES BEZERRA - DONA TANA
25113178,EM DARCY RIBEIRO
25113186,EMAI PROFESSOR PAULO FREIRE
25113194,EM JOSE PEREGRINO DE CARVALHO
25113658,CMEI DELEGADA MARIA TEREZA DE SOUSA LEITE
25113666,CMEI ANGELA MARIA MEIRA DE CARVALHO
25114425,EEEF GOV ANTONIO MARIZ
25114484,ECIT JOAO ROBERTO BORGES DE SOUZA
25114506,EEEFM PROF JOSE BAPTISTA DE MELLO
25114840,EM INDIO PIRAGIBE
25114859,EM ZUMBI DOS PALMARES
25114867,EM ARUANDA
25114875,EM DOM HELDER CAMARA
25114905,ECI EEFM MILTON CAMPOS
25114980,EM LUIZ VAZ DE CAMOES
25114999,EM PEDRA DO REINO
25115049,ECI EEF PROFESSOR PAULO FREIRE
25115260,SECULO COLEGIO E CURSO
25115790,ESCOLA BETEL BRASILEIRO
25116517,EDUCANDARIO BRASIL
25116681,CENTRO EDUCACIONAL BETH SHALOM
25117050,COLEGIO INTENSIVO UNIDADE I COSTA E SILVA
25117254,NATANAEL MUNIZ FALCAO FILHO
25117351,ESC SAGRADO CORACAO DE JESUS
25117475,EDUCANDARIO NOSSA SENHORA DA VITORIA
25117734,COLEGIO GURGEL
25117750,ESCOLA INFANTIL AQUARELA LTDA
25117939,CENTRO EDUC DE DESENVOLVIMENTO INFANTIL
25118331,UFPB - ESCOLA TECNICA DE SAUDE
25118340,ESCOLA DE SAUDE PUBLICA DA PARAIBA
25119389,CMEI STELINA NUNES DE MAGALHAES
25119397,CMEI MAYARA LIMA DA SILVA
25119400,CMEI FLORIANO AUGUSTO DA SILVA
25119419,CMEI NOEMIA TRINDADE
25119427,CMEI JOAO LEITE GAMBARRA NETO
25119559,CMEI MARIA RUTH DE SOUZA
25119680,ESCOLA CONSTRUCAO DO SABER
25119710,ESC DE ENFERMAGEM SAO V DE PAULA
25119826,COLEGIO INA
25120298,CENTRO PESSOENSE DE EDUCACAO - COLEGIO MOTIVA
25120484,EM DOM MARCELO PINTO CARVALHEIRA
25120867,SERVICO SOCIAL DO COMERCIO - SESC EDUCACAO
25122460,CMEI ROSA ANDRADE DE LIMA
25122746,COLEGIO ATHENAS LTDA
25122991,CMEI DAURA SANTIAGO
25123025,CMEI DOM MARCELO
25123459,VIA MEDICINA COLEGIO E CURSO LTDA
25123483,CMEI MARIA DE LOURDES GOMES
25123491,EM PADRE PEDRO SERRAO
25123564,ESCOLA CAMINHAR
25123696,EEEFM BENEDITA TARGINO MARANHAO
25123785,CENTRO DE ENSINO CONTEMPORANEO LTDA
25123807,CMEI VICENTE CHAVES ARAUJO
25124129,ESCOLA DE EDUCACAO BASICA
25124170,IEG COLEGIO E CURSO
25124188,CENTRO DE EDUCACIONAL BRASILEIRO
25124277,ECIT SEVERINO DIAS DE OLIVEIRA MESTRE SIVUCA
25124323,ESCOLA MILENIO
25124382,META COLEGIAL JESUS DE NAZARE
25124412,CENTRO EDUCACIONAL JOAO VIDAL DE ARRUDA
25124439,CENTRO EDUCACIONAL ALEGRIA DE APRENDER
25124471,INSTITUTO EDUCACIONAL JOSINO GOMES
25124498,CENTRO EDUCACIONAL PEQUENO GIGANTE
25124528,COLEGIO POLIGONO EDUCACIONAL EIRELI
25124617,INSTITUTO EVANGELICO LIRIO DOS VALES
25124633,COLEGIO EVANGELICO MARANATA
25124641,INSTITUTO RAIO DE SOL
25124650,INSTITUTO EDUCACIONAL MARANATA
25124668,CENTRO EDUCACIONAL URSINHO PUFF ENCANTADO
25124676,ESCOLA SONHO DE CRIANCA
25124714,CENTRO DE ENSINO FASES
25124927,REDE VIA EDUCAR
25124951,CENTRO EDUCACIONAL JEAN PIAGET
25124994,COLEGIO KAIROS
25125125,EDUCANDARIO ANJO GABRIEL
25125184,CENTRO EDUCACIONAL DEUS E FIEL
25125230,EMEI ESCOLA CIVICO MILITAR CHICO XAVIER
25125249,CMEI UBIRAJARA PINTO RODRIGUES
25125257,EMAI RADEGUNDIS FEITOSA NUNES
25125311,CENTRO EDUCACIONAL CONVIVER
25125397,INSTITUTO DE EDUCACAO RUTINEA
25125419,IERC - INTITUTO EDUCACIONAL REFUGIO DA CRIANCA LTDA
25125494,COLEGIO TOP
25125508,COLEGIO GERACAO CRIANCA LTDA
25125567,CMEI AUTA RIBEIRO PEIXOTO
25125575,CMEI SANTA BARBARA
25125583,CMEI MANOEL SOARES RODRIGUES
25125605,COLEGIO ATENEU
25125826,CMEI SANTA CLARA
25125842,ESCOLA INFANTIL ESPACO ALEGRE
25125958,INTERABESSA COLEGIO E CURSO LTDA ME
25125966,INTERAGINDO SISTEMA DE ENSINO LTDA
25126113,ESCOLA PIU PIU - MATRIZ
25126180,ECIT CINEASTA LINDUARTE NORONHA
25126210,VIP COLEGIO QI SUL
25126229,SISTEMA DE ENSINO LAPIS NA MAO
25126253,ESCOLA PARAISO ENCANTADO
25126318,MAPLE BEAR
25126539,INSTITUTO EDUCACIONAL GENTE PEQUENA
25126741,1O MUNDO JOAO PESSOA
25126865,COLEGIO LUMINAR
25126873,ESCOLA SONHO MEU
25126938,CENTRO EDUCACIONAL EVOLUIR - CRISTO
25127012,KRONOS NEXUS
25127063,ESCOLA TECNICA DE ENFERMAGEM OMEGA
25127071,EDUCANDARIO LAPIS MAGICO
25127250,SEACRE - IMOBILIARIA BUSINESS SCHOOL
25127322,CENTRO EDUCACIONAL URIEL
25127470,ESCOLA ESTADUAL DE MUSICA ANTHENOR NAVARRO
25127713,CMEI MARIA DO SOCORRO RODRIGUES
25127772,CMEI SUELLEN OLIVEIRA DA SILVA
25127780,CMEI OLGA MARIA LEITE DE FIGUEIREDO
25127799,CMEI EDILEUZA MARIA DE SOUZA
25127810,CMEI REBECA CRISTINA ALVES SIMOES
25127829,CMEI TEREZA CRISTINA COSTA DE ALBUQUERQUE
25128167,EDUCANDARIO BELO BAMBINO
25128191,CENTRO DE ENSINO EDUQUE
25128213,NM SERVICOS DE ENSINO FUNDAMENTAL LTDA
25128256,CMEI FABIANA OLIVEIRA LUCENA
25128264,CMEI ARLETE DE ALMEIDA NUNES
25128272,CMEI MARCIA SUENIA MADRUGA ALVES DA SILVA
25128337,ECIT JOAO PEREIRA GOMES FILHO
25128485,COLEGIO META LTDA
25128558,APOIO EDUCACAO INFANTIL E ENSINO FUNDAMENTAL
25128582,IFPB - CAMPUS AVANCADO JOAO PESSOA MANGABEIRA
25128663,ESCOLA EXODO
25128779,COLEGIO CEFA JR
25128876,COLEGIO MOTIVA ORIENTAL - CENTRO PESSOENSE DE EDUCACAO - JP FILIAL
25128973,COLEGIO KAIROS - ALTIPLANO
25128981,COLEGIO ATENEU KIDS
25129058,CMEI MARIA EMILIA COELHO DA SILVA CORREIA
25129066,CMEI GERUSA OLINDA DE SOUZA
25129139,NEO GENESIS COLEGIO E CURSO
25129252,EM PROFESSORA LUCIA GIOVANNA DUARTE DE MELO
25129260,EM DEPUTADO FERNANDO PAULO CARRILHO MILANEZ
25129309,EEEFM GRACILIANO RAMOS
25129414,PRIMES COOL - SISTEMA DE EDUCACAO
25129457,COLEGIO AFETIVO
25129538,ESCOLA ADVENTISTA DE JOAO PESSOA
25129600,CMEI ARTUR ANTONIO BELARMINO FERREIRA
25129619,CMEI MARIA AUXILIADORA AMARAL DI LORENZO
25129627,CMEI TEREZINHA BATISTA OLIVEIRA DE LIMA
25129635,CMEI PROFESSORA MARIA DAS GRACAS DA SILVA QUEIROZ
25129740,VILA OLIMPICA PARAHYBA
25129899,ISO COLEGIO E CURSOS
25129902,SECULO COLEGIO E CURSO
25130455,EMEI BILINGUE DOM JOSE MARIA PIRES
25130480,CELP COLEGIO E CURSO
25130498,ESCOLA PARAISO DA CRIANCA
25130579,EM DEPUTADO EDME TAVARES DE ALBUQUERQUE
25130730,SECULO COLEGIO E CURSO
25130811,EDUCANDARIO DIVINO PAI ETERNO
25130978,ESCOLA LIDERANCA
25131001,CMEI NOSSA SENHORA DA PENHA
25131010,EM DEPUTADO JOACIL DE BRITO PEREIRA
25131036,INTENSIVO SERVICOS EDUCACIONAIS EIRELI
25131079,INSTITUTO EDUCACIONAL GENESIS
25131109,IMPACTTUS COLEGIO E CURSO
25131117,IEPMA MAIS
25131133,COLEGIO MUNDO KIDS
25131141,CENTRO EDUCACIONAL PARAISO DA CRIANCA
25131168,ESCOLA VILA EDUCACAO INFANTIL E ENSINO FUNDAMENTAL EIRELI
25131311,COLEGIO E CURSO SUPERACAO
25131419,CENTRO EDUCACIONAL DA ASSEMBLEIA DE DEUS NA PARAIBA - CEAD
25132032,CENTRO DE ENSINO EDUCA NEXUS
25132059,ALGORITMO COLEGIO E CURSO
25132130,MAPLE BEAR - JOAO PESSOA - FUNDAMENTAL
25132202,SABER INSTITUTO EDUCACIONAL
25132350,INSTITUTO DE EDUCACAO META EIRELI
25132369,COLEGIO META
25132393,SISTEMA EDUCACIONAL APRENDER
25132512,CENTRO DE DESENVOLVIMENTO INFANTIL RISOS KIDS
25132598,COLEGIO BATISTA BRASIL - PRAIA - JOAO PESSOA
25132644,INSTITUTO EDUCACIONAL CRESCER
25132687,VIP COLEGIO QI TORRE
25132709,ESCOLA CONSTRUIR BESSA
25132776,COLEGIO VIP QI KIDS
25132849,CENTRO DE EDUCACAO DE JOVENS E ADULTOS E INTEGRACAO PROFISSIONAL - CEJAPRO
25132865,COLEGIO MASTER BAIRRO DOS ESTADOS
25132881,EM ANTONIA LUCIA NAVARRO BRAGA
25133012,COLEGIO VILA LTDA
25133047,KAIROS EPITACIO COLEGIO LTDA
25133250,ESCOLA MUNDO MAGICO
25133349,SCHOLA DIGITAL EIRELI
25133357,ESCOLA CRESCER
25133500,CENTRO PESSOENSE DE EDUCACAO LTDA - AMBIENTAL
25133543,CMEI RICARDO BRINDEIRO
25133551,CMEI AMIGUINHOS
25133560,EM ANTONIO NOMINANDO DINIZ
25133667,ESCOLA TECNICA ESTADUAL DE ARTE TECNOLOGIA E ECONOMIA CRIATIVA
25133675,CENTRO DE ENSINO TECNICO EM SAUDE DE JOAO PESSOA LTDA
25133730,FACULDADE KRONOS LTDA
25133748,ISO COLEGIO E CURSOS - UNIDADE SUL
25133829,ESCOLA LIDERANCA
25133837,ESCOLA INFANTIL LAPIS MAGICO
25133845,SISTEMA DE ENSINO PRIMEIROS PASSOS KIDS
25133853,CENTRO EDUCACIONAL EVOLUIR - CRUZ DAS ARMAS
25133861,COLEGIO GGE
25133950,COLEGIO NOVO TEMPO
25133977,CMEI TELMA LUCIA
25133993,PICCOLO MUNDO BERCARIO - ESCOLA
25134019,CEMAPI - ARTHUR DA COSTA FREIRE
25134027,HBE COLEGIO E CURSO
25134035,COLEGIO VIA KIDS
25134078,CENTRO ESCOLAR MUNICIPAL DE LINGUAS ESTRANGEIRAS - CELEST
25134175,CEMAD - CENTRO ESCOLAR MUNICIPAL DE ATIVIDADES DESPORTIVAS
25138200,CENTRO ESTADUAL DE ARTE - CEARTE
25139401,EM PROFESSORA ANAYDE BEIRIZ
25139410,CMEI MARIA DE NAZARE
25145207,CENTRO EDUCACIONAL CAUE
25146807,CENTRO EDUCACIONAL CENECISTA PROFESSOR FELIPE TIAGO GOMES
25147005,INSTITUTO EDUCACIONAL G I LTDA
25148001,COLEGIO GERACAO CRIATIVA
25149202,CMEI PROFESSORA MARINETE PAIVA FERNANDES DE OLIVEIRA
25149210,CMEI PROFESSORA ANTONIETA ARANHA DE MACEDO
25149407,CMEI PROFESSOR JOSE DE CARVALHO DA COSTA FILHO
25149415,CMEI MAESTRO PEDRO SANTOS
25149601,CMEI LUZIA DA TAIPA
25149806,EM JORNALISTA RAIMUNDO NONATO BATISTA
25150600,CMEI GERTRUDES MARIA
25152009,ESCOLA COMUNITARIA EBENEZER
25153811,JOAO MACHADO COLEGIO E CURSO
25153820,CARL ROGERS - CENTRO DE EDUCACAO
25154001,JOAO MACHADO COLEGIO E CURSO BESSA
25154010,INSTITUTO DE EDUCACAO SARAH KALLEY
25186809,INSTITUTO EDUCACIONAL LAPIS NA MAO
25202804,CENTRO EDUCACIONAL DE ENSINO PENIEL
25210807,CMEI ALEXANDRE RAMALHO ALVES FILHO
25220802,CRECHE NAIDE MARTINS RIBEIRO - AMEM
25221809,SENAI - CENTRO DE EDUCACAO PROFISSIONAL ODILON RIBEIRO COUTINHO
25254952,COLEGIO DO BETEL BRASILEIRO
25258940,EM PROFESSOR AFONSO PEREIRA DA SILVA
25263927,CMEI RITA GADELHA DE SA
25266942,COLEGIO MUNDO DAS LETRAS E EXATO COLEGIO E CURSOS
25269925,CMEI JORNALISTA ODUVALDO OLIVEIRA BATISTA
25270923,CMEI MARIA DA PENHA MACEDO DE MELO
25290924,CENTRO EDUCACIONAL PRINCIPE DA PAZ
25301926,INSTITUTO DE EDUCACAO DOCE MAE DE DEUS
25306936,ESCOLA INTERNACIONAL CIDADE VIVA
