CO_ENTIDADE,NO_ENTIDADE
24035130,ESCOLA MUNICIPAL DE ENSINO FUNDAMENTAL CONEGO AMBROSIO SILVA
24035149,ESCOLA ESTADUAL JOAQUIM JOSE DE MEDEIROS
24035165,ESCOLA ESTADUAL OTAVIO LAMARTINE
24035262,CENTRO MUN DE EDUC INFANTIL JOAQUIM LOPES PEQUENO
24035378,UNIDADE XIV ABILIO CORDULA
24063584,ESCOLA MUNICIPAL ANA ASSIS DE MEDEIROS
24068497,CENTRO DE CONVIVENCIA
24078581,ESCOLA EL SHADAI CLUBINHO DAS LETRAS
24083410,PHOENIX-CENTRO DE EXCELENCIA EM ED E CIDADANIA
24181200,SERVICO DE CONVIVENCIA E FORTALECIMENTO DE VINCULOS - SCFV
