CO_ENTIDADE,NO_ENTIDADE
24056197,EM PREF JOSE AUGUSTO NUNES
24056235,JD ESC BALAO MAGICO
24056243,ICARO COLEGIO E CURSO
24056278,PH3 CENTRO EDUCACIONAL
24056294,PRE ESCOLA NOSSA SRA DA GUIA
24063606,ACAO COLEGIO E CURSO
24063720,CENTRO INFANTIL PROFª IVONE MARIA DOS SANTOS
24063746,EM PROFª NEILZA GOMES DE FIGUEIREDO
24064270,EM MAURA DE MORAIS CRUZ
24064955,ESCOLA ESTADUAL ROBERTO RODRIGUES KRAUSE
24065676,ESCOLA ESTADUAL PROFESSOR ARNALDO ARSENIO DE AZEVEDO
24068403,EM ADM JOSAFA SISINO MACHADO
24068411,CENTRO EDUCACIONAL TERESA DE LISIEUX
24069035,BASILIOS COLEGIO E CURSO
24072141,EM MANOEL FERREIRA FILHO
24073830,EM JOSE FERNANDES
24075906,EM SENADOR CARLOS ALBERTO DE SOUZA
24075922,IMAGO DEI
24078093,CE LIBANIA MEDEIROS
24078425,CAP COLEGIO E CURSO - UNIDADE VII
24078727,PHD COLEGIO E CURSO
24078930,EM MANOEL VICENTE DE PAIVA
24079308,COLEGIO NOVA VISAO
24079316,CENTRO EDUCACIONAL DO SABER LTDA
24079324,CENTRO INFANTIL DONA LIQUINHA ALVES
24079332,CENTRO INFANTIL ALVORADA NOVA
24079340,CENTRO INFANTIL MARIA DILMA LACERDA DE LIMA
24079359,CENTRO INFANTIL BELARMINA MONTE
24079375,CENTRO EDUCACIONAL OFICINA DO SABER
24079383,E DE ENSINO ESPECIAL CIBELE DA CRUZ BARBOSA - APAE
24079391,SISTEMA COLEGIO E CURSO
24079405,NUCLEO EDUCACIONAL CAMINHAR LTDA
24079413,NUCLEO EDUCACIONAL VIDA FELIZ
24079464,CENTRO EDUCACIONAL MONTE SIAO
24079863,EM MARIA DE JESUS MEDEIROS DE LIMA
24080020,CMEI JACI FERREIRA DE CASTRO
24080403,NUCLEO EDUCACIONAL SEMEAR LTDA
24080411,COLEGIO FENIX
24080446,EM AUGUSTO SEVERO
24080462,COLEGIO E CURSO GENESIS LTDA ME
24080470,ESCOLA ESTADUAL DOM NIVALDO MONTE
24080489,COLEGIO E CURSO PROF
24080888,PHD - COLEGIO INFANTIL
24081523,CCI - COMPLEXO EDUCACIONAL
24081531,NUCLEO EDUCACIONAL FORMANDOS DO FUTURO
24081540,INSTITUTO DE ENSINO E CULTURA - IEC
24081825,NUCLEO INFANTIL CRESCER LTDA
24081981,SENAI - CENTRO DE EDUCACAO E TECNOLOGIAS EM CONSTRUCAO CIVIL ROSARIA CARRICO
24082007,EM RAIMUNDA MARIA DA CONCEICAO
24082082,EM PROF LUIZ MARANHAO FILHO
24082090,CENTRO INFANTIL PROFESSORA JUDITH AGUIAR
24082104,CENTRO INFANTIL PROF LUCIA MARIA SANTOS
24082112,CENTRO INFANTIL TIO HERMES
24082120,EM LUIZ CARLOS GUIMARAES
24082139,EM DESEMBARGADOR SILVINO BEZERRA NETO
24082155,UNIMASTER
24082163,CDG COLEGIO E CURSO
24082171,COLEGIO E CURSO PROF JUNIOR
24083011,IFRN - CAMPUS PARNAMIRIM
24083399,EM MARIA FRANCINETE GONCALVES MAIA
24083453,CONTEMPORANEO CIDADE VERDE
24083461,CENTRO EDUCACIONAL PARQUE
24083542,CELM - UNIDADE III
24083550,CENTRO EDUCACIONAL DE PARNAMIRIM - CELP
24083577,CMEI ETENIZE XAVIER DA SILVA ANGELO
24083674,CMEI MARIA DO SOCORRO DE ARAUJO MENEZES
24083909,NUCLEO EDUCACIONAL SANTA CLARA
24084255,EM MARIA DO CEU FERNANDES
24084301,CENTRO PREPARATORIO PEQUENINOS
24084360,COLEGIO ALFA
24084549,ESCOLA MUNICIPAL E CENTRO DE FORMACAO JOANA ALVES LIMA
24084840,EM PROFª JACIRA MEDEIROS DE SOUSA SILVA LIMA
24085073,ECC EVOLUCAO COLEGIO E CURSO
24085081,EJAX - ENSINO DE JOVENS E ADULTOS TEREZA DE LISIEUX
24085090,CENTRO EDUCACIONAL SONHO DE CRIANCA
24085138,ESPACO ARTE CRESCER
24085146,BERCARIO E HOTELZINHO MUNDO DA CRIANCA
24085189,ESCOLA VIDA LTDA
24085260,FLORESCER ESPACO INFANTIL
24085294,JARDIM ESCOLA MENINO JESUS
24085456,ESCOLA LAPIS NA MAO
24085499,OVER ABEL CABRAL
24085502,NUCLEO EDUCACIONAL MEDEIROS BELISIO
24085650,ARCA COLEGIO E CURSO
24085677,CENTRO INFANTIL A ARTE DE NASCER
24085707,CENTRO EDUCACIONAL PEQUENO DAVI
24085774,UNIVERSIDADE DA CRIANCA
24085804,COLEGIO PROFESSOR JUNIOR LTDA
24085936,COLEGIO SISTEMA JOCKEY CLUB
24085944,COLEGIO SISTEMA REDE DE ENSINO - UNIDADE JARDIM PLANALTO
24086177,NUCLEO EDUCACIONAL CASINHA DO SABER
24086223,C N A COLEGIO NOVA ALIANCA
24086274,CENTRO EDUCACIONAL ALIANCA
24086282,NUCLEO EDUCACIONAL PEDACINHO DO CEU
24086436,CENTRO EDUCACIONAL ATUAL
24086681,COLEGIO PARQUE VERDE
24086720,ESCOLA INFANTIL ARTE DO APRENDER
24086738,CMEI PROFESSORA VIONETE SABINO AMARANTE DE MEDEIROS
24086770,COLEGIO BATISTA VIDA NOVA
24086908,COLEGIO AGUIA EDUCACAO INFANTIL E ENSINO FUNDAMENTAL
24087050,CIC CENTRO INTEGRADO DE CULTURA
24087149,CENTRO EDUCACIONAL TEMPO DE APRENDER - CETA
24087181,ESCOLA ATIVA REDE DE ENSINO
24087270,NUCLEO EDUCACIONAL CANAA
24087319,NUCLEO EDUCACIONAL KADOSH
24087408,CEEP CENTRO ESTADUAL DE EDUCACAO PROFISSIONAL PROFESSORA LOURDINHA GUERRA
24087424,ESPACO INFANTIL ENCANTO DA CRIANCA
24087475,INSTITUTO CANTINHO DO CEU
24087661,JARDIM ESCOLA PRINS
24087734,ESCOLA ESTADUAL DE EMAUS
24087920,COLEGIO PARQUE
24088137,NUCLEO EDUCACIONAL PINTANDO O SETE
24088170,CRECHE ESCOLA AGAPE
24088226,GRAU TECNICO - UNIDADE PARNAMIRIM
24088242,ESCOLA CELMINHO
24088331,INSTITUTO EDUCACIONAL AGAPE
24088412,CENTRO EDUCACIONAL PEQUENO APRENDIZ
24088650,NAESCOLA ENSINO INFANTIL LTDA
24088668,APRENDIZ ESCOLA E BERCARIO
24088706,CENTRO EDUCACIONAL GALILEU
24088757,CENTRO INFANTIL PROFESSORA FRANCISCA REINALDO DE OLIVEIRA FERNANDES
24088765,CENTRO INFANTIL PROFESSORA IVETE MARIA FERREIRA DA SILVA
24088927,CENTRO EDUCACIONAL PILARES
24088978,CENTRO EDUCACIONAL FENIX
24088994,MAPLE BEAR PARNAMIRIM
24089010,PH3 CIDADE VERDE
24089273,CENTRO EDUCACIONAL CDF
24089281,NUCLEO EDUCACIONAL PASSO A PASSO
24089303,COLEGIO EXTENSIVO
24089311,INSTITUTO EDUCACIONAL ACAO
24089419,COLEGIO PIAGET PARNAMIRIM
24089443,IYOB ATRIOS ESCOLA CRISTA
24089451,R I TREINAMENTO PROFISSIONAL - CENTEC
24089958,CASA DA DINDA BERCARIO E CRECHE
24090042,EDUCART - ESPACO INFANTIL DIFERENCIADO
24090050,COLEGIO LINK
24090190,ESCOLA EVOLUCAO
24090387,INSTITUTO PELA EDUCACAO DE RESULTADOS
24090395,COLEGIO MASTER KIDS
24090425,AQUARELA COLEGIO
24092207,JARDIM ESCOLA URSINHO PIMPAO
24097802,EM PROF EDMO PINHEIRO PINTO
24098000,EM HISTORIADOR HELIO MAMEDE GALVAO
24098205,ESCOLA MUNICIPAL EMERITO NESTOR LIMA
24098400,EM DEPUTADO ERIVAN FRANCA
24098604,EM PROFª EVA LUCIA BEZERRA DE MENDONCA
24099406,NUCLEO EDUCACIONAL PRISMA
24134201,EXTENSIVO COLEGIO E CURSO
24154202,CENTRO DE ATIVIDADE COMPLEMENTAR
24257206,COLEGIO FILADELFIA
24275301,JARDIM ESCOLA PINGO DE GENTE
24281301,COLEGIO SALESIANO DOM BOSCO
24281310,APAP COLEGIO E CURSO
24282308,JARDIM ESCOLA A TURMA DO CARROSSEL
24287326,CENTRO EDUCACIONAL AGNUSDEI
24289302,CADE- CENTRO AVANCADO DE ENSINO
24294314,EM JOAO GOMES DA COSTA NETO
24294322,CMEI DJANIRA FREIRE DA MOTA
24294330,CMEI MARIA LEONOR FREITAS
24294349,CMEI ROMANA SANTIAGO
24294357,CMEI IVANIA SORAIA COSTA
24296317,CMEI JOANITA ARRUDA CAMARA
24296325,CMEI MAE SINHA
24298301,EM BRIGADEIRO EDUARDO GOMES
24298310,EM MARIA FERNANDES SARAIVA
24298328,EM JORNALISTA RUBENS MANUEL LEMOS
24298336,CMEI MONICA ALVES AMARAL
24322300,CENTRO EDUCACIONAL SANTA CATARINA
24326305,ESCOLA DE ALFABETIZACAO CRIANCA FELIZ
24335339,IEVE INSTITUTO EDUCACIONAL VICTORIA ESTHER
24343307,IDEIA NOVA - CENTRO EDUCACIONAL
24344320,RENASCER COLEGIO E CURSO LTDA
