CO_ENTIDADE,NO_ENTIDADE
24018155,CMEI PROFª VERA LUCIA DIOGENES
24018201,CMEI MARIA DAS GRACAS FEITOSA TORQUATO
24018210,CMEI PROFª TELMA BATALHA
24018228,COLEGIO EDUCANDARIO IMACULADA CONCEICAO LTDA
24018244,ESCOLA MUNICIPAL DR JOSE TORQUATO DE FIGUEIREDO
24018260,ESCOLA ESTADUAL DOUTOR JOSE FERNANDES DE MELO
24018287,ESCOLA ESTADUAL 4 DE SETEMBRO
24018295,ESCOLA ESTADUAL JOAO ESCOLASTICO
24018309,ESCOLA ESTADUAL JOSE GUEDES DO REGO
24018333,ESCOLA ESTADUAL PROFESSORA MARIA EDILMA DE FREITAS
24018341,ESCOLA ESTADUAL TARCISIO MAIA
24018368,ESCOLA ESTADUAL TEOFILO REGO
24018384,ESCOLA ESTADUAL UBIRATAN GALVAO
24018392,ESC ISOLADA DE CONCEICAO
24018422,ESCOLA ESTADUAL FRANCISCO NUNES
24018449,UNIDADE DE ENSINO I ANTONIO ALVES DE QUEIROZ
24018465,UNIDADE DE ENSINO IV COSTINHA FERNANDES
24018473,UNIDADE DE ENSINO VII FCA MARIA DA CONCEICAO DE AQUINO
24018481,UNIDADE DE ENSINO V FRANCELINO GRANJEIRO
24018490,ESCOLA MUNICIPAL FRANCISCO TORQUATO DO REGO
24018503,UNIDADE DE ENSINO III GABRIEL ANTONIO CHAVES
24018511,ESC MUL GELCIO ALVES DAMIAO
24018520,UNIDADE DE ENSINO XVIII MANOEL CHAGAS DE AQUINO
24018546,UNIDADE DE ENSINO XI MANOEL BEZERRA DA SILVA
24018554,ESC MUL MANOEL JACOME DE LIMA
24018562,UNIDADE DE ENSINO XII NARCISIA AMELIA DO NASCIMENTO
24018589,ESCOLA MUNICIPAL PROFº SEVERINO BEZERRA
24018597,ESCOLA MUNICIPAL PROFª NILA REGO
24018600,ESCOLA MUNICIPAL SAO BENEDITO
24018619,UNIDADE DE ENSINO XV VICENTE FERREIRA DE AQUINO
24018627,UNIDADE DE ENSINO XIV VICENTE SABINO
24018635,ESCOLA ESTADUAL PATRONATO ALFREDO FERNANDES
24018643,ESCOLA ESTADUAL ANTONIO DIAS FERNANDES
24018651,UNIDADE DE ENSINO II ANTONIO JANUARIO DA SILVA
24018660,UNIDADE DE ENSINO XIII VER GONCALO SAMPAIO DO REGO
24018678,UNIDADE DE ENSINO VIII JOSE ALVES PEREIRA
24018686,UNIVERSIDADE DA CRIANCA
24018708,CRECHE CASULO PICAPAU AMARELO
24064289,CMEI PROFª MARTA BATALHA
24064297,ESCOLA CHAPEUZINHO VERMELHO
24066834,ESCOLA MUNICIPAL ELPIDIO VIRGINIO CHAVES
24067172,CMEI SEVERINO DE FREITAS REGO
24068373,CRECHE ESCOLA PEQUENO PRINCIPE
24070300,COLEGIO E CURSO EVOLUCAO
24071404,CMEI SANTA TEREZINHA
24076147,INSTITUTO EDUCACIONAL O MUNDO DO SABER
24076260,EDUCACAO INFANTIL MENINO JESUS
24076317,ESCOLA DE ENFERMAGEM CATARINA DE SIENA LTDA
24079154,CENTRO DE ATENDIMENTO ESPECIALIZADO ESTRELA GUIA
24081418,UNIDADE DE ENSINO XVI JOAO FRANCISCO SAMPAIO
24084239,ESCOLA MUNDO DA CRIANCA
24084611,ESCOLA PALACIO DA CRIANCA
24085570,CMEI PROFª MARIA DO SOCORRO QUEIROZ LIMA
24087165,CENTRO DE EDUCACAO LAPIS DE COR
24087904,ESCOLA MUNICIPAL PROFº FRANCISCO AIRES SEGUNDO
24088528,CMEI DJALMA DE FREITAS NOBRE
24234206,CENTRO DE ATIVIDADE COMPLEMENTAR
24328308,IFRN - CAMPUS PAU DOS FERROS
