CO_ENTIDADE,NO_ENTIDADE
27016676,ESCOLA DE ENSINO FUND JOSE PEREIRA SOBRINHO
27016684,ESCOLA DE ENSINO FUND LENA CASTELO BRANCO
27016706,ESCOLA DE ENSINO FUND MANOEL HUMBERTO DA COSTA
27016730,ESCOLA DE ENSINO FUNDAMENTAL MARIETA RODRIGUES PEIXOTO
27016757,ESCOLA DE ENSINO FUNDAMENTAL ANA RITA DE CASSIA
27016773,ESCOLA DE ENSINO FUNDAMENTAL BOM JARDIM
27016781,ESCOLA DE ENSINO FUNDAMENTAL MANOEL RODRIGUES DA SILVA
27016790,ESCOLA DE ENS FUND VER JOAO SATURNINO DE ALMEIDA
27016803,ESCOLA DE ENSINO FUNDAMENTAL PROFESSOR LUIZ ALBERTO DE MELO
27016811,ESCOLA DE ENSINO FUNDAMENTAL EM TEMPO INTEGRAL ENEAS BENEDITO DOS SANTOS
27016820,ESCOLA DE ENSINO FUNDAMENTAL GOVERNADOR DIVALDO SURUAGY
27016838,ESCOLA DE ENSINO FUNDAMENTAL JOAO BATISTA PEREIRA DA SILVA
27016846,ESCOLA DE ENSINO FUNDAMENTAL MARIA DE NAZARE
27016854,ESCOLA DE ENSINO FUNDAMENTAL OTAVIO LOURENCO DE SOUZA
27016862,ESC DE ENS FUND VOL MARIA DAS NEVES BORGES
27016870,ESCOLA DE ENSINO FUNDAMENTAL MARIA DAS DORES DE CARVALHO LIMA
27016951,ESCOLA DE ENSINO FUNDAMENTAL MONSENHOR JOSE SOARES
27016986,ESCOLA DE ENSINO FUNDAMENTAL MANOEL JOAO DA SILVA EDUCACAO EM TEMPO INTEGRAL
27017028,COLEGIO PROF D0MINGOS RODRIGUES
27017117,ESCOLA DE ENSINO FUND EM TEMPO INTEGRAL PROFESSORA CLAUDECY BISPO DOS SANTOS
27017150,ESCOLA DE ENSINO FUNDAMENTAL CRISPINIANO FERREIRA DE BRITO
27017176,ESCOLA DE ENSINO FUNDAMENTAL CONEGO EPITACIO RODRIGUES
27017184,ESCOLA DE ENSINO FUNDAMENTAL DOMINGOS LOPES DA SILVA
27017192,ESCOLA DE ENSINO FUNDAMENTAL GERMINO PEDRO DOS SANTOS
27017206,ESCOLA DE ENSINO FUNDAMENTAL PROFESSORA LINDINALVA EULALIA DE FARIAS
27017214,ESCOLA DE ENSINO FUNDAMENTAL CLODOALDO PEDRO DA SILVA
27017222,ESCOLA DE ENSINO FUNDAMENTAL DJALMA MATEUS SANTANA
27017249,ESCOLA DE ENSINO FUND DEPUTADO JOSE PEREIRA LUCIO
27017257,ESCOLA DE ENSINO FUNDAMENTAL GUIMARAES PASSOS
27017265,ESCOLA DE ENSINO FUNDAMENTAL JOAO CARLOS DE SOUZA
27017273,ESCOLA DE ENSINO FUNDAMENTAL JOAO LUCIO DA SILVA
27017311,ESCOLA DE ENSINO FUNDAMENTAL 31 DE MARCO
27017320,ESCOLA DE ENSINO FUNDAMENTAL PROFESSOR JAYME DE ALTAVILLA
27017338,ESCOLA DE ENSINO FUNDAMENTAL PEDRO CORREIA DAS GRACAS
27017346,ESCOLA DE ENSINO FUNDAMENTAL ANTONIO CESARIO DE OLIVEIRA
27017354,ESCOLA DE ENSINO FUND PROF LOURENCO DE ALMEIDA
27017362,ESCOLA DE ENSINO FUND TEN CEL LAURY CAPISTRANO
27017389,ESCOLA DE ENSINO FUNDAMENTAL PEDRO ARESTIDES DA SILVA
27017400,ESCOLA DE ENSINO FUNDAMENTAL WALTER BEZERRA DE LIMA
27047563,ESCOLA ODILON LINO DA SILVA
27047636,IFAL - CAMPUS ARAPIRACA
27047687,COLEGIO ALFA LTDA
27047717,ESCOLA DE ENSINO FUNDAMENTAL SANTA SARA
27048306,GET COLEGIO E CURSOS
27048560,ESCOLA DE ENSINO FUNDAMENTAL EM TEMPO INTEGRAL PROFª MARIA CLEONICE BARBOSA DE ALMEIDA
27048624,ESCOLA DE ENSINO FUNDAMENTAL EM TEMPO INTEGRAL PROFESSOR MARIO CESAR FONTES
27048640,CEI PROFA LUIZA MARIA DE OLIVEIRA SANTANA
27048675,ESCOLA DE EDUCACAO BASICA PADRE JOSE DE ANCHIETA
27048730,COLEGIO UNIFICADO
27048870,ESCOLA DE EDUCACAO BASICA DOM HELDER CAMARA-CONQUISTA DO SABER
27048926,CENTRO DE EDUCACAO INFANTIL PROFª DEUSDETH BARBOSA DA SILVA
27049035,COLEGIO DE EDUCACAO BASICA NOSSA SENHORA APARECIDA
27049310,CENTRO EDUCACIONAL NOVO HORIZONTE
27049353,CENTRO DE EDUCACAO INFANTIL MANOEL ROLIM
27049582,CAAEC ADALBERTO SATURNINO DE ALMEIDA
27049787,ESCOLA DE EDUCACAO BASICA ABENCOADA MARIA DAS DORES
27049884,ESCOLA DE EDUCACAO BASICA VEREADOR GENIVALDO BARBOSA DE MELO
27049922,UNIDADE INTEGRADA SESI SENAI - ARAPIRACA
27050505,INSTITUTO DE PESQUISA E ENSINO TECNICO E SUPERIOR DE ARAPIRACA LTDA
27050599,ESCOLA DE EDUCACAO BASICA SANTA ANA
27050777,COLEGIO NOSSA SENHORA DA DEFESA
27050858,ESCOLA DE EDUCACAO BASICA BAU DE LETRAS
27050947,ESCOLA DE EDUCACAO INFANTIL ARCA DO SABER
27050980,ESCOLA JARDIM DAS PALMEIRAS
27051145,CENTRO DE EDUCACAO INFANTIL PROFª BERENICE MIRANDA NETO
27051404,ESCOLA DE EDUCACAO BASICA SAO BENTO
27051528,COLEGIO DA POLICIA MILITAR TIRADENTES - UNIDADE AGRESTE
27051765,ESCOLA DE ENSINO FUNDAMENTAL JOAO DO NASCIMENTO SILVA
27051773,ESCOLA DE ENSINO FUNDAMENTAL JOSE JARBAS SILVERIO LUCIO
27051986,ESCOLA DE EDUCACAO BASICA NOSSA SENHORA DO CARMO
27052087,ESCOLA DE EDUCACAO BASICA NOSSA SENHORA DE FATIMA
27052281,CRECHE ESCOLA RECANTO DO SABER
27052290,NOVO EDUCAR ESCOLA CRECHE
27052486,ASSOCIACAO DE PAIS E AMIGOS DOS EXCEPCIONAIS - APAE ARAPIRACA
27052753,CENTRO DE FORMACAO DE PROFISSIONAIS DA EDUCACAO E DE ATENDIMENTO AS PESSOAS COM SURDEZ - CAS
27052869,ESCOLA DE ENSINO FUNDAMENTAL PROFESSORA MARIA PASTOURA DE MELO
27052915,ESCOLA DE EDUCACAO BASICA PONCIANO PRIMAVERA
27053431,CONECTA EIRELI
27053440,ESCOLA DE EDUCACAO BASICA SANTA HELENA
27053490,SERVICO NACIONAL DE APRENDIZAGEM COMERCIAL - SENAC
27053652,CENTRO DE EDUCACAO INFANTIL MARIA DE LOURDES PEREIRA CAVALCANTE
27053679,CENTRO DE EDUCACAO INFANTIL ERIC JONES BATISTA DOS SANTOS
27054055,ESCOLA DE ENSINO FUNDAMENTAL PROFESSOR JOSE CLEBSON DOS SANTOS
27054276,ESCOLA DE EDUCACAO BASICA EDUCAR
27054306,ESCOLA REINO ENCANTADO
27054322,ESCOLA DE EDUCACAO BASICA CASTELO ENCANTADO
27054926,ESCOLA DE ENSINO FUNDAMENTAL CARMEM YOLANDA ALVES FERREIRA
27055043,COLEGIO POP EDUCACAO COM INOVACAO
27055140,ESCOLA DE EDUCACAO BASICA INTERATIVA RECRIAR
27055302,CENTRO DE EDUCACAO BASICA EXITO - POP PETIT
27214869,EXITO COLEGIO
27215083,ESCOLA DE ENSINO FUNDAMENTAL SANTA CLARA DE ASSIS
27215180,COLEGIO CRISTO REDENTOR
27218600,ESCOLA DE ENSINO FUNDAMENTAL BENJAMIN FELISBERTO DA SILVA
27219682,ESCOLA DE ENSINO FUNDAMENTAL SUELY DE ALMEIDA LIMA
27221261,ASSOCIACAO PESTALOZZI DE ARAPIRACA
27222390,CENTRO DE EDUCACAO INFANTIL ANDRE LUIZ
27222977,CENTRO DE EDUCACAO INFANTIL PONTES DE MIRANDA
27223043,CENTRO DE EDUCACAO INFANTIL CAMARA JUNIOR
27223051,CENTRO DE EDUCACAO INFANTIL MARIA TEREZA AUTO TEOFILO
27223566,CENTRO DE EDUCACAO INFANTIL MARIA BERGMAN
27223574,CENTRO DE EDUCACAO INFANTIL MEU LAR
27223582,CENTRO DE EDUCACAO INFANTIL BOA VISTA
27223590,CENTRO DE EDUCACAO INFANTIL EURIDES CORREIA
27223604,CENTRO DE EDUCACAO INFANTIL LAR DA ESPERANCA
27223612,CENTRO DE EDUCACAO INFANTIL SANTO ANTONIO
27223620,CENTRO DE EDUCACAO INFANTIL COMUNITARIA POCAO
27223647,CENTRO DE EDUCACAO INFANTIL VICENTE BARBOSA DE MAGALHAES
27223655,CENTRO DE EDUCACAO INFANTIL JOAO JESUINO
27223663,CENTRO DE EDUCACAO INFANTIL JOAO LUCIO DA SILVA
27223671,CENTRO DE EDUCACAO INFANTIL JOSE PEDRO BENTO
27223680,CENTRO DE EDUCACAO INFANTIL NOSSA SENHORA DO PERPETUO SOCORRO
27223710,ESCOLA DE ENSINO FUNDAMENTAL LOJA MACONICA PERFEITA UNIAOII
27224554,ESCOLA DE ENSINO FUNDAMENTAL EM TEMPO INTEGRAL DOM CONSTANTINO LUERS
27224651,CENTRO DE EDUCACAO INFANTIL ZELIA BARBOSA ROCHA
27224821,ALTERNATIVA ESCOLA DE EDUCACAO BASICA
27225593,CEPROAL-C DE ENS PROFISSIONAL DE ALAGOAS LTDA
27225666,ESCOLA DE ENSINO FUNDAMENTAL EM TEMPO INTEGRAL PONTES DE MIRANDA
27225810,CENTRO DE EDUCACAO INFANTIL JOANA SANTANA LEITE
27226158,ESCOLA ESTADUAL DE EM INTEGRAL INTEGRADO A EDUC PROFISSIONAL PROFª IZAURA ANTONIA DE LISBOA
27226514,EDUCANDARIO SAO LUCAS
27226522,COLEGIO MADRE PAULINA
27226557,COLEGIO DE EDUCACAO BASICA MONTEIRO LOBATO
27226875,CENTRO DE EDUCACAO INFANTIL GERALDO SILVA
27227049,ESCOLA MARIA PASTORA BISPO
27227189,COLEGIO DE EDUCACAO BASICA SANTA ESMERALDA
27230589,ESCOLA DE EDUCACAO BASICA NOSSA SENHORA DE LOURDES
27230619,ESCOLA DE EDUCACAO BASICA JOAO PAULO II
27230635,ESCOLA DE ENSINO FUNDAMENTAL REI DAVY
27234002,ESCOLA DE EDUCACAO BASICA ADOLFO BEZERRA
27234606,ESCOLA DE EDUCACAO BASICA VIRGEM DOS POBRES
27235009,COLEGIO DE EDUCACAO BASICA SANTA AFRA
27239209,ESCOLA DE ENSINO FUNDAMENTAL EM TEMPO INTEGRAL PROFESSOR BENILDO BARBOSA MEDEIROS
27239403,ESCOLA DE ENSINO FUNDAMENTAL EM TEMPO INTEGRAL JOSE URSULINO MALAQUIAS
27239802,CENTRO DE EDUCACAO INFANTIL SEBASTIANA BEZERRA GUIMARAES
27241602,CENTRO DE ATENDIMENTO EDUCACIONAL ESPECIALIZADO CAEE
27248003,ESCOLA PREMIUM
27255018,COLEGIO SAGRADA FAMILIA
27257002,ESCOLA DE ENSINO FUNDAMENTAL SANTA RITA
27258009,COLEGIO MULTIVISAO
27284000,ESCOLA DE EDUCACAO BASICA SANTA IZABEL
27301010,ESCOLA DE EDUCACAO BASICA EDUCATIVA
27317013,ESCOLA DE EDUCACAO BASICA MILLENIUM
27350010,ESCOLA DE EDUCACAO BASICA JOSE DE ALENCAR
