CO_ENTIDADE,NO_ENTIDADE
27016021,COLEGIO CENECISTA NOSSA SENHORA DO BOM CONSELHO
27016030,COLEGIO NORMAL SAO FRANCISCO DE ASSIS
27016129,CENTRO DE EDUCACAO INFANTIL JOANA D ANGELIS
27016269,CENTRO EDUCACIONAL SANTA CECILIA
27016285,ESCOLA DE ENSINO FUNDAMENTAL CARLOS ALBERTO DE ALBUQUERQUE MELO
27016315,ESCOLA DE EDUCACAO BASICA SANTA CATARINA
27016323,ESCOLA DE ENSINO FUND HUGO JOSE CAMELO LIMA
27016331,ESCOLA ESTADUAL SENADOR RUI PALMEIRA
27016358,ESCOLA ESTADUAL 30 DE OUTUBRO
27016366,ESCOLA ESTADUAL ADRIANO JORGE
27016374,ESCOLA DE ENSINO FUNDAMENTAL ANNA BERNARDES SILVEIRA
27016382,ESCOLA ESTADUAL DE EDUCACAO BASICA ARTUR RAMOS
27016390,ESCOLA ESTADUAL AURINO MACIEL
27016404,ESCOLA ESTADUAL DR JOSE TAVARES
27016412,ESCOLA ESTADUAL MANOEL ANDRE
27016420,ESCOLA ESTADUAL DE EDUCACAO BASICA MANOEL LUCIO DA SILVA
27016439,COLEGIO NOSSA SENHORA ROSA MISTICA
27016447,ESCOLA ESTADUAL PROFº JOSE MOACIR TEOFILO
27016455,ESCOLA ESTADUAL ROTARY
27016463,ESCOLA DE ENSINO FUNDAMENTAL TIBURCIO VALERIANO DA SILVA
27016471,ESCOLA ESTADUAL DE EDUCACAO BASICA COSTA REGO
27016480,ESCOLA ESTADUAL DE EDUCACAO BASICA LIONS CLUB
27016510,ESCOLA ESTADUAL PROFESSOR JOSE QUINTELLA CAVALCANTI
27016528,ESCOLA ESTADUAL PE JEFFERSON DE CARVALHO
27016536,ESCOLA DE ENSINO FUNDAMENTAL JESUS REDENTOR
27016579,ESC EST DE EDUC BAS PROFº PEDRO DE FRANCA REIS
27016587,ESCOLA DE ENSINO FUNDAMENTAL FUNDACAO JOAO XXIII
27016595,ESCOLA DE ENSINO FUNDAMENTAL GOVERNADOR FERNANDO COLLOR DE MELLO
27016641,ESCOLA DE ENSINO FUNDAMENTAL EM TEMPO INTEGRAL ZELIA BARBOSA ROCHA
27016650,ESCOLA DE ENSINO FUND CEL PEDRO SURUAGY
27016668,ESCOLA DE ENSINO FUND JANY CAMELO LIMA
