CO_ENTIDADE,NO_ENTIDADE
25068369,ESCOLA MUNICIPAL DE EDUCACAO INFANTIL E ENSINO FUNDAMENTAL PROF RAIMUNDA RIBEIRO DA SILVA
25068415,COLEGIO JOAO XXIII
25068423,ESCOLA MUNICIPAL DE ENSINO FUNDAMENTAL OSMAR DE AQUINO
25068431,COLEGIO DA LUZ LTDA
25068458,COLEGIO SANTO ANTONIO
25068466,CRECHE HERMELINDA EMILIA DANTAS
25068474,CRECHE VOVO EMILIA
25068482,CENTRO DE EDUCACAO INFANTIL ABIGAIL VIEIRA DA SILVA
25068504,CENTRO DE EDUCACAO INFANTIL TIA LEA
25068512,CENTRO DE EDUCACAO INFANTIL TIA LUZIA PAULINO
25068539,CENTRO DE EDUCACAO INFANTIL VOVO CARMA
25068555,EDUC CECILIA MEIRELES
25068563,EDUCANDARIO NOSSA SENHORA DE LOURDES
25068598,EDUC SONHO MEU
25068628,ECIT MONSENHOR EMILIANO DE CRISTO
25068636,ECI JOSE SOARES DE CARVALHO
25068644,EEEF ANTENOR NAVARRO
25068652,EEEF PROFESSOR ANTONIO BENVINDO
25068660,EEEF DEP GUSTAVO AMORIM
25068695,EEEF DES PEDRO BANDEIRA
25068709,EEEF JOHN KENNEDY
25068717,EEEF ABDON MIRANDA
25068725,EEEM PROFESSOR EDGARDO JULIO
25068733,EEEF JOAO FRANCELINO DA SILVA
25068776,EDUCANDARIO MENINO DE DEUS
25068806,ESCOLA MUNICIPAL DE ENSINO FUNDAMENTAL MARIA LOURDES DE SOUZA AMORIM
25068830,ESCOLA SAO FRANCISCO
25068865,ESCOLA MUNICIPAL DE EDUCACAO INFANTIL E ENSINO FUNDAMENTAL SAO RAFAEL
25068903,EDUCANDARIO FELIZ DO SABER
25068911,INSTITUTO PAULO FREIRE
25068954,ESCOLA MUNICIPAL DE EDUCACAO INFANTIL E ENSINO FUNDAMENTAL ABILIO CLEMENTINO DE ARRUDA
25068962,ESCOLA MUNICIPAL DE EDUCACAO INFANTIL E ENSINO FUNDAMENTAL ANALIA PEREIRA DO NASCIMENTO
25068970,ESCOLA MUNICIPAL DE EDUCACAO INFANTIL E ENSINO FUNDAMENTAL EDSON MONTENEGRO DA CUNHA
25069004,ESCOLA MUNICIPAL DE EDUCACAO INFANTIL E ENSINO FUNDAMENTAL JOAO CLAUDINO DE PONTES
