CO_ENTIDADE,NO_ENTIDADE
24008532,ESCOLA ESTADUAL LUIS GONDIM
24008559,ESCOLA ESTADUAL SILVESTRE VERAS BARBOSA
24008621,ESC MUL BOM LUGAR I
24008630,EM DE 1 GRAU PE AMARO
24008648,ESC MUL DE ALAGAMAR I
24008672,EM DE CANAFISTULA
24008680,EM DE CASTELO
24008699,EM VENCERLINA CELINO DE AQUINO
24008737,EM JOAO LOURENCO DE AQUINO
24008745,EM DE CURRALINHO
24008761,CRECHE MUNICIPAL ALMEIDA JUNIOR
24063215,JARDIM ESCOLA GENTE INOCENTE
24066796,EM ESTRELA DO OESTE
24068934,JARDIM ESCOLA CHAPEUZINHO VERMELHO
24138207,CENTRO DE ATIVIDADES COMPLEMENTAR - PETI - PARAU
