CO_ENTIDADE,NO_ENTIDADE
24054186,CENTRO EDUCACIONAL 1 DE MAIO
24054208,ESCOLA ESTADUAL DOUTOR OTAVIANO
24054224,ESCOLA ESTADUAL ELIA DE BARROS
24054240,EE PE AMBROSIO FERRO ENS DE 1 GRAU
24054259,ESCOLA ESTADUAL PADRE JOSE MARIA BIEZINGER ENS 1 GRAU
24054437,ESC MUL 1 E 2 GRAUS D JOAQUIM DE ALMEIDA
24054445,EM DE 1º GRAU VICENTE F MONTE
24054461,ESC MUL DR NILTON PESSOA DE PAULA
24054470,EM DE 1º GRAU JOAQUIM I DO NASCIMENTO
24054496,EM DE 1º GRAU JONAS E DE NORONHA
24054500,EM DE 1º GRAU JOSE JOAQUIM SOBRINHO
24054518,EM DE 1º GRAU PROF LAURIETE V DA SILVA
24054526,EM DE ENS FUND PROF MARIA DA CRUZ
24054534,EM DE 1º GRAU PROF MARIA DE LOURDES DE SOUZA
24054542,EM DE 1 G PROF M JUDITE DOS SANTOS
24054550,EM DE 1 G PROF MARIA PENUN
24054593,EM DE 1 GRAU ALFREDO MESQUITA FILHO
24054607,EM DE 1 GRAU BENIGNA SILVA
24054615,EM DE 1 GRAU CLEUZA A F LAUREANO
24054623,EM DE 1 GRAU COSMO ALVES DE SOUZA
24054631,EM DE 1 GRAU DJALMA MARINHO
24054640,EM DE 1 GRAU DR VARELA BARCA
24054658,ESC MUL DE ENSINO FUNDAMENTAL GENESIO C DE MACEDO
24054666,ESC MUL DE 1 GRAU JOSE BEVENUTO DA SILVA
24054674,EM DE 1 E 2 JOSE FCO DA COSTA
24054682,ESC MUL DE 1 GRAU JOSE HORACIO DE GOIS
24054704,ESCOLA MUNICIPAL DE ENSINO FUNDAMENTAL INDIGENA ISABEL DA SILVEIRA
24054712,ESC MUL DE 1 GRAU LEONEL MESQUITA
24054739,ESC MUL DE 1 GRAU LUIS FERREIRA ASSUNCAO
24054747,ESC MUL DE 1 GRAU LUIZ DE FRANCA LIMA
24054763,EM DE 1 GRAU MARIA RUFINA DE LIMA
24054771,EM DE 1 GRAU MONSENHOR WALFREDO GURGEL
24054798,EM DE ENSINO FUNDAMENTAL LAURO PINHEIRO DA COSTA
24054801,CENTRO MUNICIPAL DE EDUCACAO INFANTIL INDIGENA GEORGINA ALTINA VIANA
24054836,ESCOLA ESTADUAL PADRE HUDSON BRANDAO
24054925,CENTRO EDUCACIONAL POSITIVO
24055000,CENTRO EDUCACIONAL RENASCER
24055026,CENTRO MUNICIPAL DE ENSINO INFANTIL IRACEMA NISIA DE OLIVEIRA
24055034,JARDIM DE INFANCIA BEM ME QUER
24055093,EM DE EDUC INFANTIL PROFª CLEIDE MELO COSTA
24055140,EE PROFA RAIMUNDA QUEIROZ 1 GRAU
24055158,ESC MUN DAMIAO JANUARIO
24055182,ESCOLA ESTADUAL PROFESSOR BEVENUTO FILHO
24055190,EM DE 1 E 2 G DR ROBERTO B FREIRE
24064050,CENTRO MUNICIPAL DE ENSINO INFANTIL PROFª AIDA DOS SANTOS CONCEICAO
24064360,EM DE ENS FUND PROF MARIA DAS NEVES SILVA
24065340,E M DE 1º GRAU PROFESSORA JESSICA DEBORA DE MELO BEZERRA
