CO_ENTIDADE,NO_ENTIDADE
25076183,EMEF ADALGISA AMORIM
25076205,EMEF ALMIRANTE TAMANDARE
25076213,EMEF ANTONIO TELHA
25076221,EMEF JOAO FRANCISCO DA MOTA
25076230,EMEF MANOEL JOAQUIM DE AGUIAR
25076256,EMEF NOSSA SRA DO PERPETUO SOCORRO
25076280,EMEF IRACEMA PIMENTEL
25076400,EEEFM PROF ANTONIO OLIVEIRA
25076434,EMEF CAP SEVERIANO FABIO DA SILVA AMORIM
25076442,EMEF JOSE ANTONIO RODRIGUES
25076485,EMEF VEREADOR ANTONIO JOSE RODRIGUES
25076493,EMEF CICERO CORREIA DE MENESES
25076515,EMEF JOSE GOMES FILHO
25076582,ECI EEFM IRMA JOAQUINA SAMPAIO
25076590,ECI EEFM JOSE MIGUEL LEAO
25076884,EMEF GABRIEL SOARES
25076892,EMEF INACIO LUIS DE LIMA
25076922,ESCOLA MUNICIPAL PROFESSOR PEDRO OTAVIO
25076930,EMEF SAO CLEMENTE
25077023,EMEF LUIS JUVINO GOMES
25077031,ESCOLA MUNICIPAL PINHEIRO GUEDES
25077040,EMEF PROF LUIS GIL
25077058,EMEF PROF MAURO LUNA
25077066,EMEF ANTONIO ALVES DE ARAUJO
25104802,GENILDA GUIMARAES DE OLIVEIRA - ME
25105000,CENTRO EDUCACIONAL FUTURA - CEF
25107879,CENTRO EDUCACIONAL SANTA CLARA LTDA
25107909,ESPACO EDUCACIONAL CARMELA VELOSO LTDA
25107917,MARIA DE JESUS SOUTO MAIOR PORTO
25108662,EMEF CEAI DR JOAO PEREIRA DE ASSIS
25110250,CENTRO EDUCACIONAL ELISEU LTDA SONHO MEU
25110500,ESCOLA MARGARIDA DA MOTA ROCHA
25110705,COLEGIO NOVA VISAO
25111159,UNIDADE DE EDUCACAO INFANTIL E FUNDAMENTAL
25111167,INST APRENDENDO E BRINCANDO
25111175,COLEGIO E CURSO CEA
25111469,CRECHE MUNICIPAL CARLA MEDEIROS
25111612,ESCOLA ROSA DE SARON
25112961,CRECHE MUNICIPAL VOVO CLOTILDE
25114034,EEEF DOM HELDER CAMARA
25114433,EEEFM SENADOR HUMBERTO LUCENA
25114808,ECI ITAN PEREIRA
25115154,CRECHE MUNICIPAL GALDINA BARBOSA SILVEIRA
25116061,JOAQUIM PEREIRA CORDAO - ME
25117459,ECI PREFEITO WILLIAMS DE SOUSA ARRUDA
25117688,ECIT IRMA STEFANIE
25117858,EEEF REITOR EDVALDO DO O
25117866,EEEFM POETISA VICENTINA FIGUEIREDO VITAL DO REGO
25117882,EMEF DR WILLIAMS DE SOUZA ARRUDA
25117955,COLEGIO MOTIVA LTDA - EPP
25117963,CENTRO CAMPINENSE DE EDUCACAO LTDA COLEGIO MOTIVA
25119532,CRECHE MUNICIPAL AUREA MOURA RIBEIRO
25119540,CRECHE MUNICIPAL VOVO ADALGISA CESAR DE ALMEIDA
25120107,ORGANIZACAO PAPEL MARCHE - CENTRO DE ATENDIMENTO A PESSOA COM DEFICIENCIA E TRANSTORNOS GLOBAIS
25120646,EMEF MARIA DAS VITORIAS PIRES UCHOA QUEIROZ
25120670,EEEFM MAJOR VENEZIANO VITAL DO REGO
25121260,CENTRO EDUCACIONAL CRIATIVO
25121650,CRECHE MUNICIPAL GALBA FARIAS PIMENTEL
25121669,EMEF CASSIANO PASCOAL PEREIRA
25121677,EMEF MANOEL FRANCISCO DA MOTTA
25121685,EMEF ROBERTO SIMONSEN
25122576,EMEF PAULO FREIRE
25122584,ESCOLA NOVO SABER
25122789,UPI UNIDADE PEDAGOGICA INFANTIL
25123033,ESCOLA AURELIO BUARQUE DE HOLANDA FERREIRA
25123068,ESCOLA FONTE DO SABER
25123076,INSTITUTO BEM ME QUER
25123254,INSTITUTO EDUCACIONAL DOS BAIXINHOS
25123360,CENTRO EDUCACIONAL EXODO
25123629,ESCOLA MONTE SINAI
25123661,COLEGIO CPEP
25123670,CENTRO EDUCACIONAL INFANTIL E FUNDAMENTAL BETH SHALOM
25123734,SERVICO SOCIAL DO COMERCIO - SESC CENTRO
25123750,INSTITUTO EDUCACIONAL INFANTIL
25123840,INSTITUTO DE EDUCACAO E ASSISTENCIA AOS CEGOS DO NORDESTE
25123858,INSTITUTO REINO DA ALEGRIA
25123866,ESC ENS FUND SANTA IZABEL
25123890,INSTITUTO LAPIS DE CORES
25123904,COLEGIO GERACAO 2000
25123939,MATERNAL PINGO DE MEL
25123980,EEIEF ODILON PEREIRA DE MELO BABY DISNEY
25123998,ESCOLA WALNYZA BORBOREMA CUNHA
25124013,CENTRO DE EDUCACAO PROFISSIONAL STENIO LOPES
25124021,ESCOLA URSINHO CARINHOSO
25124064,EEIF PRIMEIROS PASSOS
25124234,INSTITUTO COSME JOSE LAMEU
25124315,CENTRO EDUCACIONAL ARTE E VIDA
25124374,INSTITUTO LIRIO DOS VALES
25125222,CRECHE MUNICIPAL ALCIDE CARTAXO LOUREIRO
25125672,COLEGIO ALICE COUTINHO LTDA
25125770,INSTITUTO MUNDO DOS SONHOS
25125796,POTENCIAL COLEGIO SERV EDUC NIVEL FUNDAMENTAL LTDA
25125800,INST ADVENT NORD BRASILEIRO DE EDUC ASSIST SOCIAL
25125982,INFOGENIUS ESCOLA TECNICA E PROFISSIONALIZANTE LTDA
25126040,NDI COLEGIO E CURSO LTDA ME
25126075,CENTRO EDUCACIONAL CORDEL ENCANTADO
25126083,ESCOLA LUZ DO SABER
25126105,EDUCANDARIO JEOVA GIRE
25126199,ESCOLA TECNICA NOSSA SENHORA DA CONSOLACAO
25126547,ESCOLA ARTE DE APRENDER
25126628,INSTITUTO EDUCACIONAL PEQUENO CIENTISTA
25126660,CENTRO EDUCACIONAL ESTRELINHAS DO FUTURO
25126733,ESCOLA EMILIA BARBOSA
25126857,INSTITUTO MEN JESUS
25127020,ODACY DE ANDRADE FREITAS SILVA
25127160,MARIA VALDECI DE BARROS PORTO - ME
25127187,ESCOLA MUNDO MODERNO LTDA-ME
25127241,INSTITUTO EDUCACIONAL PEQUENO PRINCIPE
25127349,ESPACO DE EDUCACAO PINGO DE GENTE
25127411,COLEGIO CRISPIM ALMEIDA
25127519,AECAD-ASSOCIACAO DE EDUCACAO E CULTURA ALFREDO DANTAS
25127535,MARIA DO SOCORRO PEDROSA DUARTE
25127586,ESCOLA DE ENSINO FUNDAMENTAL ESTRELA DA MANHA
25127705,CENTRO DE EDUCACAO PROFISSIONAL MAURICIO DE NASSAU -CAMPINA GRANDE
25127748,RECANTO EDUCACIONAL INFANTIL
25128051,ESCOLA FACULDADE DA CRIANCA
25128078,CENTRO DE EDUCACAO E RECREACAO DA CRIANCA - CERC
25128531,ESCOLA MUNICIPAL PROFESSOR ERALDO CEZAR DE ARAUJO
25128540,CRECHE MUNICIPAL WALNYZA BORBOREMA CUNHA LIMA
25128965,ARLI-CURSOS TECNICOS EIRELI - ME
25128990,CENTRO EDUCACIONAL NOVO TEMPO
25129317,EEEFM PAULO FREIRE
25129520,UNIDADE EDUCACIONAL CONSTRUIR
25129597,INSTITUTO CORACAO DE MARIA
25129732,CRECHE MUNICIPAL CELIA MARCIA SANTOS CIRNE
25129880,CENTRO EDUCACIONAL CRESCER
25129945,ESCOLA CRIANCA A CAMINHO DO SABER
25129961,CENTRO DE EDUCACAO INFANTIL SOL DA JUSTICA LTDA
25130102,CRECHE MUNICIPAL MARIA DE LOURDES CAVALCANTE
25130129,ESCOLA FILHOS DO LEAO
25130137,CRECHE MUNICIPAL MARIA ALVINA DA SILVA
25130145,CHECHE MUNICIPAL MARINES ALMEIDA DA SILVA
25130170,COLEGIO TEREZA DOS SANTOS SILVA
25130250,INSTITUTO DE EDUCACAO CANTINHO DO SABER
25130331,ECIT PROFESSOR BRAULIO MAIA JUNIOR
25130366,CENTRO EDUCACIONAL DA CRIANCA
25130412,CENTRO EDUCACIONAL PALAVRAS MAGICAS
25130463,CENTRO EDUCACIONAL DESENVOLVER
25130625,ESCOLA INFANTIL CANTINHO DO SABER
25130633,EMEF PROFESSORA LAURA MENEZES DE AMORIM
25130676,CENTRO DE ENSINO E EDUCACAO DA BORBOREMA LDTA
25130781,COLEGIO ROSANGELA CAVALCANTI
25130986,MAPLE BEAR
25131176,COLEGIO DE ENSINO FUNDAMENTAL ANDRADE LTDA
25131184,COLEGIO DE EDUCACAO INFANTIL QUEIROZ ANDRADE - EIRELI
25131192,COLEGIO AUTENTICO ENSINO MEDIO - LTDA
25131249,ESCOLA INFANTIL CAIXINHA DO SABER
25131257,CENTRO DE EDUCACAO INFANTIL LOCOMOTIVA BABY
25131273,POLYANNA DE LOURDES SARAIVA DO NASCIMENTO
25131281,ESPACO EDUCACIONAL CRIATIVA IDADE
25131303,ESCOLA SEMEAR MONTESSORI
25131338,EMEF ESCRITORA LOURDES RAMALHO
25131346,CRECHE MUNICIPAL VIRGILIA HENRIQUES DE OLIVEIRA CARLOS
25131354,CRECHE MUNICIPAL FOLCLORISTA LENIRA RITA GOMES
25131362,EDUCACAO E ENSINO INFANTIL COLEGIO DOCE INFANCIA
25131370,EMEF ROMULO JOSE DE GOUVEIA
25131400,CRECHE MUNICIPAL VEREADOR ANTONIO LUIZ CABRAL
25131435,ESCOLA PEQUENOS BRINLHANTES
25131443,CENTRO EDUCACIONAL AMIGO DAS LETRAS
25131800,ESCOLA CANTINHO DA CRIANCA
25132296,CENTRO EDUCACIONAL SIMONE SOUZA
25132300,ESCOLA DE ENSINO FUNDAMENTAL TRACANDO LETRAS - LTDA
25132377,INSTITUTO DE EDUCACAO META EIRELI - FILIAL
25132555,CENTRO DE ENSINO E EDUCACAO DO ALTO BRANCO LTDA
25132563,CENTRO EDUCACIONAL INTEGRIS
25132628,CRECHE MUNICIPAL PROFESSORA GITANA MARIA FIGUEIREDO LIRA
25132822,ESCOLA SESI PRATA
25133063,INSTITUTO DE EDUCACAO PARTICULAR BRASILEIRO - EIRELI
25133080,BERCARIO PRIMEIROS PASSOS
25133128,SEMEANDO O SABER
25133144,CEB - CENTRO EDUCACIONAL BURITY
25133209,INSTITUTO EDUCACIONAL COLO DE MAE
25133268,ESCOLA SUZIANE FRANCA
25133420,INSTITUTO PINGUINHO DE GENTE
25133446,INSTITUTO DE EDUCACAO ANGELA
25133519,COLEGIO MOTIVA LTDA - MOTIVA CENTRO
25133527,COLEGIO MOTIVA LTDA - MOTIVA CAMPUS
25133594,INSTITUTO CAMPINENSE DE EDUCACAO LTDA
25133942,COLEGIO CACILDIVA
25134043,CENTRO EDUCACIONAL INTEGRIS FII LTDA
25134051,P S CENTRO DE EDUCACAO INFANTIL LTDA
25134167,CENTRO DE ENSINO E SERVICOS PREPARATORIOS DE VESTIBULARES LTDA
25134256,ALPHA COLEGIO E CURSO
25135805,ANAIZA CLAUDIA COSTA DE ALMEIDA
25137409,IFPB - CAMPUS CAMPINA GRANDE
25139207,CRECHE MUNICIPAL VANEUZA RODRIGUES
25141406,CRECHE MUNICIPAL ISABELE BARBOSA DA SILVA
25141805,EDUCANDARIO ANJINHO DA GUARDA
25148800,EMEF MARIA SALOME ALVES DOS SANTOS
25150200,EMEF ESTUDANTE LEONARDO VITORINO GUIMARAES
25151401,EEEFM ANTONIO GUEDES DE ANDRADE
25152815,EEEFM ISABEL RODRIGUES DE MELO
25156829,ESCOLA JOAO RIQUE FERREIRA SESI
25158805,ESCOLA EVOLUCAO INFANTIL
25161814,ESCOLA DE ENSINO F ENENEZER
25162810,ESCOLA JESUS DE NAZARE
25170805,CENTRO DE EDUCACAO E FORMACAO INFANTIL
25180800,UNIDADE ACADEMICA DE EDUCACAO INFANTIL
25192809,ESCOLA PEQUENO GIGANTE
25203800,COLEGIO UNIVERSO
25206800,ANA VIRGINIA SARAIVA DO NASCIMENTO
25208802,CRECHE MUNICIPAL MARIA EMILIA CORDEIRO PEDROSA
25209809,CRECHE MUNICIPAL PASSINHA AGRA
25213806,COLEGIO E CURSO PETRONIO FIGUEIREDO
25219804,SENAI - SERVICO NACIONAL DE APRENDIZAGEM INDUSTRIAL
25224808,IINSTITUTO BEM ME QUER
25233807,ESCOLA EDUCATIVA ARTE INFANTIL
25234803,ESCOLA DE ENSINO FUNDAMENTAL ERNESTO BARROS
25245945,ESCOLA MONTE LIBANO
25247921,CENTRO EDUCACIONAL ESTRELAS DO AMANHA
25251945,EEEFM ZULEIDE CAVALCANTE PORTO
25254936,INSTITUTO JOAO DIONISIO NETO
25256939,EDUCANDARIO PADRE CELIO
25259920,CENTRO EDUCACIONAL CONSTRUIR
25260928,EDUCANDARIO RAIO DE LUZ
25268937,O MUNDO COLORIDO DA CRIANCA
25294920,CENTRO EDUCACIONAL EL SHADDAY
25294946,CENTRO EDUCACIONAL DIMENSAO
25296922,ESCOLA MOTIVACAO
