CO_ENTIDADE,NO_ENTIDADE
27021629,ESCOLA MUNICIPAL DE EDUCACAO BASICA FRANCISCO MANGABEIRA
27021637,ESCOLA ESTADUAL DEPUTADO JOSE MEDEIROS
27021645,ESCOLA ESTADUAL MORENO BRANDAO
27021653,ESCOLA MUNICIPAL DE EDUCACAO BASICA DOM JOAO VI
27021661,ESCOLA MUNICIPAL DE EDUCACAO BASICA DOM PEDRO I
27021670,ESCOLA MUNICIPAL DE EDUCACAO BASICA DOM PEDRO II
27021688,ESCOLA MUNICIPAL DE EDUCACAO BASICA DEPUTADO LUIZ NOVAES TAVARES
27021696,ESCOLAR MUNICIPAL DE EDUCACAO BASICA EDMAR LIMA DIAS
27021700,ESCOLA MUNICIPAL DE EDUCACAO BASICA FRANCISCO RODRIGUES TEIXEIRA
27021718,ESCOLA MUNICIPAL DE EDUCACAO BASICA FREI DAMIAO
27021726,ESCOLA MUNICIPAL DE EDUCACAO BASICA ILDEFONSO PEREIRA DE MELO
27021742,ESCOLA MUNICIPAL DE EDUCACAO BASICA NOSSA SENHORA DE FATIMA
27021769,ESCOLA MUNICIPAL DE EDUCACAO BASICA NOSSA SENHORA APARECIDA
27021777,ESCOLA MUNICIPAL DE EDUCACAO BASICA NOSSA SENHORA DO CARMO
27021807,ESCOLA MUNICIPAL DE EDUCACAO BASICA PRESIDENTE COSTA E SILVA
27021831,ESCOLA MUNICIPAL DE EDUCACAO BASICA SAO FRANCISCO
27021840,ESCOLA MUNICIPAL DE EDUCACAO BASICA RUI BARBOSA II
27021858,ESCOLA MUNICIPAL DE EDUCACAO BASICA SAO JORGE
27021866,ESCOLA MUNICIPAL DE EDUCACAO BASICA SAO JOSE II
27021874,ESCOLA MUNICIPAL DE EDUCACAO BASICA MANOEL FLORENCIO FILHO
27021882,ESCOLA MUNICIPAL DE EDUCACAO BASICA SAO SEBASTIAO
27021890,ESCOLA MUNICIPAL DE EDUCACAO BASICA SAO VICENTE
27021904,ESCOLA MUNICIPAL DE EDUCACAO BASICA SR DOS POBRES
27021912,ESCOLA MUNICIPAL DE EDUCACAO BASICA MUNICIPAL SANTA LUCIA
27021920,ESCOLA MUNICIPAL DE EDUCACAO BASICA SANTA QUITERIA
27021939,ESCOLA MUNICIPAL DE EDUCACAO BASICA SANTA RITA
27021947,ESCOLA MUNICIPAL DE EDUCACAO BASICA TIRADENTES
27021955,ESCOLA MUNICIPAL DE EDUCACAO BASICA VEREADOR ADERBAL ROLIM
27021971,ESCOLA MUNICIPAL DE EDUCACAO BASICA VEREADOR JOAO SOARES
27022005,ESCOLA MUNICIPAL DE EDUCACAO BASICA JOSE VICENTE DE SOUZA
27022013,ESCOLA MUNICIPAL DE EDUCACAO BASICA GOVERNADOR GUILHERME PALMEIRA
27022021,ESCOLA MUNICIPAL DE EDUCACAO BASICA BARAO DO RIO BRANCO
27022030,ESCOLA MUNICIPAL DE EDUCACAO BASICA CONEGO RIBEIRO
27022048,ESCOLA MUNICIPAL DE EDUCACAO BASICA JOSE DE FREITAS MELRO
27022056,ESCOLA MUNICIPAL DE EDUCACAO BASICA PROFESSOR AFRANIO LAGES
27022064,ESCOLA MUNICIPAL DE EDUCACAO BASICA PE JOSE BATISTA DE AZEVEDO I
27022080,ESCOLA MUNICIPAL DE EDUCACAO BASICA JOSE CARLOS SANTA RITA
27022099,ESCOLA MUNICIPAL DE EDUCACAO BASICA CORONEL NETO
27022102,ESCOLA MUNICIPAL DE EDUCACAO BASICA AGAPITO RODRIGUES DE MEDEIROS
27022129,ESCOLA MUNICIPAL DE EDUCACAO BASICA SAO JOSE I
27022137,ESCOLA MUNICIPAL DE EDUCACAO BASICA PADRE AUGUSTO DE MELO
27022145,ESCOLA MUNICIPAL DE EDUCACAO BASICA JOAQUIM GOMES
27022153,ESCOLA MUNICIPAL DE EDUCACAO BASICA NOSSA SENHORA DA CONCEICAO
27022161,ESCOLA MUNICIPAL DE EDUCACAO BASICA DOM FERNANDO GOMES
27022170,ESCOLA MUNICIPAL DE EDUCACAO BASICA ARTUR OLIMPIO DOS SANTOS
27022196,ESCOLA MUNICIPAL DE EDUCACAO BASICA PROFESSOR JOSE MEDEIROS
27022200,ESCOLA ESTADUAL PROFª Mª AVELINA DO CARMO
27022218,ESCOLA MUNICIPAL DE EDUCACAO BASICA DOM HERMETO
27022226,ESCOLA MUNICIPAL DE ENSINO BASICO PROFESSORA ELZA DE SOUZA COSTA
27022234,ESCOLA MUNICIPAL DE EDUCACAO BASICA JOSE ANGELO SOBRINHO
27048039,ESCOLA MUNICIPAL DE EDUCACAO BASICA DAYANNE PALMEIRA MACHADO
27052672,CRECHE MUNICIPAL PROFESSORA JACIRA SILVA CAVALCANTE
27217884,ESCOLA MUNICIPAL DE EDUCACAO BASICA VEREADOR OLIMPIO PEREIRA DE MELO
27217906,ESCOLA MUNICIPAL DE EDUCACAO BASICA MARCOS ANTONIO DOS SANTOS
27217914,ESCOLA MUNICIPAL DE EDUCACAO BASICA PROFª MARIA IVETE DOS SANTOS CANUTO
27217922,ESCOLA MUNICIPAL DE EDUCACAO BASICA PROFª MARIA ELZI
27217930,ESCOLA MUNICIPAL DE EDUCACAO BASICA SANTA MARTA
27218775,ESCOLA MUNICIPAL DE EDUCACAO BASICA ILVA RIBEIRO
27218783,ESCOLA MUNICIPAL DE EDUCACAO BASICA MAESTRO FLORENTINO DIAS
27218848,ESCOLA MUNICIPAL DE EDUCACAO BASICA PADRE JOSE BATISTA DE AZEVEDO
27220516,ESCOLA MUNICIPAL DE EDUCACAO BASICA MARIA DA CONCEICAO TAVARES MOTA
27220524,ESCOLA MUNICIPAL DE EDUCACAO BASICA JOSE BARBOSA DOS SANTOS
27220532,ESCOLA MUNICIPAL DE EDUCACAO BASICA JOSE AFONSO DE FREITAS MELRO
27220559,ESCOLA MUNICIPAL DE EDUCACAO BASICA SAO JOAO
27221636,ESCOLA MUNICIPAL DE EDUCACAO BASICA JOSE ULISSES DOS SANTOS
27224040,ESCOLA MUNICIPAL DE EDUCACAO BASICA OPARA
27225615,ESCOLA MUNICIPAL DE EDUCACAO BASICA CORONEL AFONSO FREITAS MELRO
27225623,ESCOLA MUNICIPAL DE EDUCACAO BASICA NOSSA SENHORA DAS GRACAS
27225720,ESCOLA MUNICIPAL DE EDUCACAO BASICA PREF MARCOS ANTONIO DOS SANTOS
27227227,ESCOLA INDIGENA ACONA
27277003,ESCOLA MUNICIPAL DE EDUCACAO BASICA PROFESSORA IVETE DOS SANTOS
27316017,ESCOLA DE EDUCACAO BASICA NOVO MILENIO
27318010,ESCOLA DE EDUCACAO BASICA SANTA EDWIGES
