CO_ENTIDADE,NO_ENTIDADE
26101050,CENTRO EDUCACIONAL MAE DO REDENTOR
26101068,CENTRO EDUCACIONAL SAO JOSE - CENESJ
26101084,ESCOLA DE REFERENCIA EM ENSINO MEDIO MONSENHOR ABILIO AMERICO GALVAO
26101092,COLEGIO CENECISTA PROFESSOR IVON FERREIRA LINS
26101106,ANBEC - COLEGIO DE NOSSA SENHORA DE LOURDES
26101122,COLEGIO MUNICIPAL FERNANDO AUGUSTO PINTO RIBEIRO
26101130,EDUC RADIALISTA PAULO SIQUEIRA MARQUES
26101157,ESCOLA ASCENSO FERREIRA
26101203,ESCOLA DE REFERENCIA EM ENSINO MEDIO DOUTOR PEDRO AFONSO DE MEDEIROS
26101246,ESCOLA MUNICIPAL DERMEVAL ALVES DE MIRANDA
26101262,ESCOLA MUNICIPAL ASSIS RIBEIRO
26101289,ESCOLA MUNICIPAL DOM REINALDO PUNDER
26101297,ESCOLA MUNICIPAL ENGENHO SANTA FE
26101300,ESCOLA MUNICIPAL MANOEL CARLOS DA SILVA
26101327,ESCOLA MUNICIPAL PROF BRIVALDO LEAO DE ALMEIDA
26101335,ESCOLA MUNICIPAL ENGENHO ESPERANCA
26101343,ESCOLA MUNICIPAL PROFª JULIA DE MORAIS LEITE
26101351,ESCOLA MUNICIPAL ENGENHO LIMAO
26101360,ESCOLA MUNICIPAL ENGENHO MONTEPIO
26101378,ESCOLA MUNICIPAL ENGENHO PAU SANGUE
26101386,ESCOLA MUNICIPAL ALUISIO SEBASTIAO MORENO
26101394,ESCOLA MUNICIPAL ENGENHO PIRAUA
26101408,ESCOLA MUNICIPAL ENGENHO SUMIDOURO
26101416,ESCOLA MUNICIPAL MARIA SOARES DA SILVA
26101432,ESCOLA MUNICIPAL ENGENHO VISTA ALEGRE
26101440,ESCOLA MUNICIPAL JADER CARLOS DA SILVA
26101467,ESCOLA MUNICIPAL JOSE TAVARES DE LIRA
26101475,CENTRO DE EDUCACAO INFANTIL JOSE VIEIRA CALADO FILHO
26101483,ESCOLA MUNICIPAL LUIZ DA ROCHA LEAO
26101491,ESCOLA MUNICIPAL MARIA CAVALCANTE LOPES
26101505,ESCOLA MUNICIPAL MINISTRO ETELVINO LINS
26101513,ESCOLA MUNICIPAL MONSENHOR ABILIO AMERICO GALVAO
26101521,ESCOLA MUNICIPAL NOSSA SENHORA DE FATIMA
26101530,ESCOLA MUNICIPAL POMPEU SOARES BRANDAO
26101548,ESCOLA MUNICIPAL RUBEM DA SILVA FARIA
26101556,ESCOLA MUNICIPAL SANTA INES
26101599,ESCOLA PROFESSOR ELISEU PEREIRA DE MELO
26101602,ESCOLA DE REFERENCIA EM ENSINO MEDIO DA FRATERNIDADE PALMARENSE
26101610,ESCOLA MAQUINISTA AMARO MONTEIRO
26101629,ESCOLA MUNICIPAL SAO JOAO DA PRATA
26101653,ESCOLA TECNICA ESTADUAL DE PALMARES
26101700,ESCOLA MUNICIPAL HELIO REZENDE
26101769,GRUPO ESCOLAR ALFREDO LOURENCO DA SILVA
26101777,ESCOLA MUNICIPAL ALVARO AGENOR CARNEIRO LEAO
26101785,ESCOLA MUNICIPAL PROFESSOR LAURO FERREIRA CHAVES
26101793,ESCOLA MUNICIPAL JAYME DE CASTRO MONTENEGRO
26101807,ESCOLA MUNICIPAL JOSE DE SA BARRETO COSTA
26101815,CAIC - JOSE DO REGO MACIEL
26101823,ESCOLA MUNICIPAL RAIMUNDO DE SA BARRETO
26101831,ESCOLA MUNICIPAL SANTA LUZIA
26101840,COLEGIO SUPERACAO
26101874,INSTITUTO EDUCACIONAL SANTA ROSA
26101882,CENTRO DE EDUCACAO DIMENSAO
26101904,ESCOLA MUNICIPAL DR ROSEMIRO RODRIGUES DE BARROS
26101912,ESCOLA MUNICIPAL ENGENHO CAMIVOUZINHO
26101920,ESCOLA MUNICIPAL FRANCISCO DE ASSIS RAMALHO
26101939,ESCOLA MUNICIPAL NOSSA SENHORA DAS GRACAS
26101955,ESCOLA MUL GLAURA DE BARROS LINS
26133377,EDUCANDARIO MONTEIRO LOBATO
26133508,INSTITUTO EDUC LUIS PORTELA DE CARVALHO
26139022,CRECHE MUNICIPAL VIOLETA GRIZ
26143585,CRECHE MUNICIPAL NILZA MIRANDA MARQUES
26143690,INSTITUTO EDUCACIONAL SAO FRANCISCO DE ASSIS
26143704,ESCOLA CRESCER
26145464,ESCOLA MUNICIPAL PROF PAULO FREIRE
26146126,EDUCANDARIO SANTA CLARA
26148277,ESCOLA MUNICIPAL ENGENHO TAMBOR
26149613,ESCOLA MUNICIPAL SANTO ANTONIO DOS PALMARES
26149680,ESCOLA MUNICIPAL ENGENHO FERTILIDADE
26150042,COLEGIO ALTERNATIVO
26150050,EDUCANDARIO JOAO BATISTA
26154480,ESCOLA MUNICIPAL PROFª TELMA MARIA LEANDRO SOUSA
26165325,INSTITUTO PROJECAO
26167158,ESCOLA PROFESSORA GALTEMIR LINS
26172372,FLORENCE ESCOLA TECNICA DOS PALMARES
26177838,CENTRO EDUCATIVO VITORIA REGIA
26178109,CENTRO EDUCACIONAL LEONARDO SANTOS FERREIRA
26178222,ESCOLA DE REFERENCIA EM ENSINO MEDIO DOS PALMARES DOM ACACIO RODRIGUES ALVES
26181665,ESCOLA ESTADUAL PADRE ANDRE ALBERT COOPMAN
26181673,COLEGIO E CURSO REAL
26183919,ESCOLA MUNICIPAL PROFESSOR LUIS CARLOS FERREIRA SILLES
26183927,ESCOLA MUNICIPAL PROFESSORA IVONETE FERREIRA LINS
26184800,IFPE - CAMPUS PALMARES
26190150,ESCOLA MUNICIPAL PROFESSORA MARIA ELIZABETE DE OLIVEIRA CALADO
26413809,INSTITUTO ANDRADE SILVA
26436787,CENTRO EDUCACIONAL PROFESSORA SOCORRO DURAN
