CO_ENTIDADE,NO_ENTIDADE
25024523,EEEF MINISTRO CARLOS LUIZ DE ARAUJO
25024531,EEEF 31 DE MARCO
25024558,ECIT NOBEL VITA
25024612,ESC MUL ANTONIO LOPES FILHO
25024710,ESC MUL CELSO RAMALHO BRUNET
25024744,GR ESC MUL MARIA VITORIA
25024817,ESC MUL ERNESTINA DE ARAUJO SILVA
25024833,ESC MUL DE ENS INF E FUND JOSE VIRGULINO DA SILVA
25024841,ESC MUL FRANCISCA LEITE DA SILVA
25024850,ESC MUL FRANCISCO MARTINS
25024868,ESC MUL GERALDO GUEDES DA SILVA
25024884,ESC MUL JOSE GREGORIO DE ANDRADE II
25024906,ESC MUL NELSON JUSTINO ESTEVAM
25024922,ESC MUL PEDRO FAUSTINO
25024930,GR ESC MUL JONAS ALVES DE ARAUJO
25025023,ESC MUL TENENTE JOAO PEDRO DE SOUSA
25025040,ESC MUL FRANCISCO SOARES BURITI
25025066,GR ESC MUL JOSE VIRGULINO FILHO
25025074,ESC MUL CURRAL VELHO
25025090,ESC MUL RENATO RAMALHO LEITE
25025163,GR ESC MUL ANTONIA MARIA DE ARAUJO
25025171,ESC MUL LUIZ ROBERTO DA SILVA
25025180,EMEIF JUVENCIO PEREIRA
25025198,ESC MUL FRANCISCO JOAQUIM CHAVES
25025201,EMEIF FLORIDO NITAO DINIZ
25025210,GR ESC MUL JUVINA LIMEIRA DE ALENCAR
25025228,ESC MUL TELESFORO JOSE DA SILVA
25025244,GR ESC MUL MARIA FERREIRA DA SILVA
25025252,GR ESC MUL FAUSTO JOSE BATISTA
25025260,GR ESC MUL MANOEL AMARO DE ANDRADE
25025279,GR ESC MUL OTACILIO FIRMINO DA SILVA
25025287,ESC MUL ANTONIA MARIA DA CONCEICAO
25025295,GR ESC MARIANO RAIMUNDO DA SILVA
25025317,EMEIF ANTONIA MARIA DA CONCEICAO
25025325,GR ESC MUL JOAO RAIMUNDO DA SILVA
25025333,EMEIF ADALGISA GUEDES DA SILVA
25101569,GR ESC MUL MINISTRO ERNANI SATIRO
25110381,GR ESC MARIA MIRANDA CAVALCANTE
25110390,ESC MUL FIRMINO RODRIGUES DOS SANTOS
25111132,EMEIF SITIO LOGRADOURO
25120522,COLEGIO E CURSOS SANTA RITA DE CASSIA
25121529,CRECHE MUNICIPAL SINHA NUNES
25122622,EMEIF MENINO JESUS
25124609,INSTITUTO EDUCACIONAL BRANCA DE NEVE
25130641,INSTITUTO EDUCACIONAL A ESPERANCA DO AMANHA
