CO_ENTIDADE,NO_ENTIDADE
26083612,COOPERATIVA DE ENSINO MONTE CARMELO
26083620,ESCOLA MUNICIPAL PEDRO BEZERRA DA SILVA
26083639,ESCOLA DE REFERENCIA EM ENSINO MEDIO QUINTINO BOCAIUVA
26083655,GRUPO ESC PRES TANCREDO DE ALMEIDA NEVES
26083663,GRUPO ESC PRES ARTUR DA COSTA E SILVA
26083680,GRUPO ESCOLAR DIPNA MARIA
26083710,GRUPO ESCOLAR JOAO BEZERRA DA SILVA
26083760,GRUPO ESCOLAR PRESIDENTE CASTELO BRANCO
26083779,GRUPO ESCOLAR SANTA LUZIA
26156938,COLEGIO GENIOS
26158809,CENTRO EDUCACIONAL SOCIAL SAO JOSE
26158817,CRECHE MUNICIPAL PRO JOSE LOURENCO DE LIMA
26158825,CENTRO EDUCACIONAL MAE RAINHA
26165864,ESCOLA ALEGRIA DO SABER
26182696,ESCOLA PEQUENO APRENDIZ
26183960,ESCOLA NOSSA SENHORA DE FATIMA
