CO_ENTIDADE,NO_ENTIDADE
26108437,CENTRO EDUCACIONAL MARIA DE SOUZA LEAO
26108461,ESCOLA MUNICIPAL JOAO BOSCO DE SENA
26108470,CENTRO DE ENSINO ESPECIALIZADO DE PRAZERES
26108496,ESCOLA MUNICIPAL DOM BOSCO
26108500,CENTRO EDUCACIONAL SHALOM
26108518,CENTRO EDUCACIONAL TEREZA DE JESUS
26108526,CENTRO ESCOLAR SAO JOSE
26108550,ESCOLA MUNICIPAL POETA MANUEL BANDEIRA
26108569,COLEGIO CENECISTA PE CHROMACIO LEAO
26108577,COLEGIO MUNICIPAL VISCONDE DE SUASSUNA
26108585,COLEGIO DIVINO MESTRE
26108593,COLEGIO MUNICIPAL HUMBERTO BARRADAS
26108607,COLEGIO NOSSA SENHORA DA CANDELARIA
26108623,EDUCANDARIO ANANIAS BARRETO
26108631,COLEGIO DOM HELDER CAMARA
26108682,EDUCANDARIO MONTESSORI
26108712,ESCOLA ASSEMBLEIA DE DEUS
26108739,ESCOLA MUNICIPAL ANTONIO VIEIRA DE MELO
26108763,ESCOLA MUNICIPAL NOSSA SENHORA DO CARMO
26108771,NUCLEO COMUNITARIO COSME E DAMIAO
26108801,ESCOLA DE REFERENCIA EM ENSINO MEDIO FREI ROMEU PEREA
26108844,ESCOLA MUNICIPAL NATIVIDADE SALDANHA
26108860,ESCOLA MOACIR FELIX DOS SANTOS
26108895,ESCOLA MUNICIPAL DOM BENO
26108909,ESCOLA MUNICIPAL DR LUIZ GONZAGA MARANHAO
26108917,ESCOLA MUNICIPAL DOM PEDRO DE ALCANTARA
26108925,ESCOLA DE REFERENCIA EM ENSINO MEDIO NESTOR GOMES DE MOURA
26108941,ESCOLA NOSSA SENHORA DO ROSARIO
26108950,ESCOLA ALICE VILAR DE AQUINO
26108968,ESCOLA MUNICIPAL PASTOR JOAO ADALGISO
26108976,ESCOLA MUNICIPAL PADRE AURINO CARACCIOLO
26108984,ESCOLA DE REFERENCIA EM ENSINO MEDIO POETA MAURO MOTA
26108992,ESCOLA MUNICIPAL PROFESSOR COSTA PINTO
26109000,ESCOLA MUNICIPAL PROFESSOR EDWARD BERNARDINO
26109026,ESCOLA MUNICIPAL DR MAURICIO MARTINS DE ALBUQUERQUE
26109042,ESCOLA DE REFERENCIA EM ENSINO MEDIO RODOLFO AURELIANO
26109069,ESCOLA MUNICIPAL RURAL MARIA ANGELA DE ALBUQUERQUE MARANHAO
26109077,ESCOLA RUY BARBOSA
26109107,ESCOLA DE REFERENCIA EM ENSINO MEDIO SIMON BOLIVAR
26109115,ESCOLA SOUZA BRANDAO
26109140,ESCOLA MUNICIPAL PROFESSOR ROBERTO INACIO DA SILVA
26109166,ESCOLA MUNICIPAL VEREADOR ANTONIO JANUARIO
26109190,ESCOLA MUNICIPAL JESUS DE NAZARE
26109212,ESCOLA MUNICIPAL LUIZ LUA GONZAGA
26109220,ESCOLA MUNICIPAL NOSSA SENHORA DO LORETO
26109239,ESCOLA MUNICIPAL POETA VINICIUS DE MORAIS
26109247,ESCOLA MUNICIPAL LEUZA PEREIRA
26109255,CEMEI ELIEL EUSTAQUIO DA SILVA
26109271,ESCOLA MUNICIPAL DUQUE DE CAXIAS
26109280,ESCOLA MUNICIPAL PROFESSOR AUGUSTO PEREIRA JUNIOR
26109298,ESCOLA MUNICIPAL PAULO MENELAU
26109310,ESCOLA MUNICIPAL DE TEMPO INTEGRAL SAO SEBASTIAO
26109328,ESCOLA MUNICIPAL ALMIRANTE TAMANDARE
26109344,ESCOLA MUNICIPAL BARAO DE MURIBECA
26109360,ESCOLA DE REFERENCIA EM ENSINO MEDIO BERNARDO VIEIRA
26109379,ESCOLA CARROSSEL
26109387,ESCOLA CECILIA MEIRELES
26109417,ESCOLA MUNICIPAL NOSSA SENHORA DE FATIMA
26109425,ESCOLA MUNICIPAL ALAYDE MARIA DA CONCEICAO
26109441,ESCOLA DE REFERENCIA EM ENSINO MEDIO DESPORTISTA RUBEM RODRIGUES MOREIRA
26109468,ESCOLA DE REFERENCIA EM ENSINO MEDIO VILA RICA
26109476,ESCOLA MUNICIPAL GALBA MATOS
26109484,ESCOLA MUNICIPAL GILDO VERISSIMO
26109506,ESCOLA HENRIQUETA DE OLIVEIRA
