CO_ENTIDADE,NO_ENTIDADE
26077370,ESCOLA ALBINO MOREIRA - ENSINO FUNDAMENTAL
26077396,ESCOLA ANTONIO FERREIRA DA SILVA
26077400,ESCOLA ANTONIO TEIXEIRA DA COSTA
26077426,ESCOLA MUNICIPAL VEREADOR ELIEL PEIXOTO DE MELO
26077442,ESCOLA MUNICIPAL DEPUTADO AIRON RIOS
26077523,ESCOLA JOSE CORDEIRO DA SILVA
26077558,ESCOLA JOSE FERREIRA DA SILVA
26077582,ESCOLA REUNIDA OLINDINA BARROS
26159112,CRECHE MUNICIPAL MARIA INEZ DE MELO
26174464,ESCOLA DE REFERENCIA EM ENSINO MEDIO HENRIQUE JUSTINO DE MELO
26188775,CENTRO EDUCACIONAL GENARIO DO CARMO LINS - CEGCL
26190303,CRECHE MARIA DE LIMA PEIXOTO VO LILI
