CO_ENTIDADE,NO_ENTIDADE
26115441,SESI PAULISTA
26115450,CENTRO CULTURAL ALBERTO GOMES
26115476,CENTRO EDUCACIONAL DANIELE ALVES
26115530,COLEGIO MUN JOSE FIRMINO DA VEIGA
26115557,COLEGIO PERNAMBUCANO
26115654,EDUCANDARIO EBENEZER
26115662,COLEGIO AGAPE
26115700,ESCOLA MUNICIPAL AMARO ALEXANDRINO
26115760,EDUCANDARIO PAU AMARELO
26115808,EDUCANDARIO SANTOS DUMONT
26115824,EDUCANDARIO SANTA MARIA
26115840,EJAP EDUCANDARIO JARDIM PAULISTA
26115883,ESCOLA DE REFERENCIA EM ENSINO MEDIO DE PAULISTA
26115913,ESCOLA DE REFERENCIA EM ENSINO MEDIO DOUTOR LUIZ CABRAL DE MELO
26115930,ESCOLA EMIDIO BISPO
26115964,ESCOLA GOVERNADOR ERALDO GUEIROS LEITE
26115972,ESCOLA HISTORIADOR PEREIRA DA COSTA
26115999,ESCOLA DE REFERENCIA EM ENSINO MEDIO JOSE MANUEL DE QUEIROZ
26116014,ESCOLA DE REFERENCIA EM ENSINO MEDIO MAESTRO NELSON FERREIRA
26116057,ESCOLA MUL BRIGADEIRO ALDO PINHO ALVES
26116081,ESCOLA MUNICIPAL FREDERICO LUNDGREN
26116120,ESCOLA MUNICIPAL MINISTRO MARCOS FREIRE
26116154,ESCOLA MUNICIPAL MARIA DAS NEVES
26116162,ESCOLA MUL MARIA LUZIA PESSOA DE ANDRADE
26116197,ESCOLA MUN PROF RUBENITA DE LIMA CAVALCANTE
26116235,ESCOLA MUNICIPAL ZULIMA PINHO ALVES
26116243,ESCOLA MUNICIPAL COMENDADOR ARTHUR LUNDGREN
26116251,ESCOLA MUNICIPAL JOAO F DE ALBUQUERQUE
26116260,ESCOLA MUNICIPAL MARCILIO DIAS
26116278,ESCOLA MUNDO INFANTIL
26116286,ESCOLA MUNICIPAL DR CARLOS ALVES
26116308,ESCOLA DE REFERENCIA EM ENSINO FUNDAMENTAL E MEDIO PRESIDENTE CASTELO BRANCO
26116316,ESCOLA DE REFERENCIA EM ENSINO MEDIO PROFESSORA AMARINA SIMOES
26116324,ESCOLA DE REFERENCIA EM ENSINO MEDIO PROFESSOR ARNALDO CARNEIRO LEAO
26116359,ESCOLA PROFESSOR JOSE BRASILEIRO VILA NOVA
26116367,ESCOLA PROFESSORA GENEROSA GIL PEREZ
26116383,ESCOLA PROFESSORA MARIA ALVES MACHADO
26116391,ESCOLA PROFESSORA ZULMIRA DE PAULA ALMEIDA
26116413,ESCOLA DE REFERENCIA EM ENSINO MEDIO RADIALISTA LUIZ QUEIROGA
26116456,ESCOLA SANTA TEREZINHA DE JESUS
26116472,ESCOLA TEDDY
26116499,ESCOLA ANITA GONCALVES
26116510,ESCOLA MUL MARILIA RUSSEL DE PINHO ALVES
26116529,ESCOLA MUNICIPAL JANDIRA WALDERLEY BASTOS
26116537,CRECHE MUNICIPAL JESUS DE NAZARE
26116596,EDUCANDARIO FATIMA FREITAS
26116618,ESCOLA MUNICIPAL SUSIE REGIS
26116626,ESCOLA NOSSA SENHORA DA CONCEICAO
26116634,ESCOLA DE REFERENCIA EM ENSINO FUNDAMENTAL E MEDIO PROFESSORA MARIA DO CARMO PINTO RIBEIRO
26116669,ESCOLA ATIVIDADE
26116693,ESCOLA ELVIRA RAMOS ROCHA
26116707,ESCOLA ETICA
26116715,ESCOLA MANOEL GONCALVES DA SILVA
26116740,ESCOLA MUNICIPAL AGAMENON MAGALHAES
26116766,ESCOLA MUNICIPAL ABELARDO SALES DE SIQUEIRA
26116790,EDUCANDARIO MUNICIPAL CONEGO COSTA CARVALHO
26116804,ESCOLA MUNICIPAL DRA GELDA AMORIM
26116812,ESCOLA MUNICIPAL EDISON GOMES DO REGO
26116820,ESCOLA MUNICIPAL HEINZ HERING
26116839,ESCOLA MUNICIPAL IRMA ASSUNTA
26116847,ESCOLA MUNICIPAL JAIME BOLD
26116880,ESCOLA MUNICIPAL MINISTRO ETELVINO LINS
26116901,ESC MUL PRES TANCREDO DE ALMEIDA NEVES
26116910,ESCOLA MUNICIPAL PROFESSORA ALGA MARINA
26116952,ESCOLA PROFA TEREZINHA CAMAROTTI
26116979,ACADEMIA SANTA CECILIA
26116987,ESCOLA VIRGEM IMACULADA
26117010,ESCOLA ESTADUAL SAO JOSE
26117037,ESCOLA MICKEY MOUSE
26117045,ESCOLA DE REFERENCIA EM ENSINO MEDIO DANTAS BARRETO
26117053,GRUPO ESCOLAR FREI GUIDO
26117088,ESCOLA WALFRIDO ADVINCULA
26117096,INSTITUTO EDUCACIONAL MODELO
26117126,COLEGIO E CURSO AGOSTINHO NUNES
26117142,INSTITUTO DE EDUCACAO BASICA
26117150,INSTITUTO JACANA
26117177,INSTITUTO ANA MARIA
26117215,ESCOLA MUNICIPAL MATA DO RONCA
26117258,ESCOLA DE REFERENCIA EM ENSINO FUNDAMENTAL CUSTODIO PESSOA
26117274,ESCOLA MANUEL DE BASTOS TIGRE
26117282,ESCOLA PAROQUIAL NOSSA SENHORA DE FATIMA
26117290,ESCOLA DE REFERENCIA EM ENSINO MEDIO PADRE OSMAR NOVAES
26117304,ESCOLA RECANTO INFANTIL
26117339,ESCOLA MUNICIPAL RURAL DE MUMBECA I
26117347,ESCOLA MARIA LUCIA
26117380,ESCOLA MUNICIPAL SAO BENTO
26117410,INSTITUTO CINDERELA
26117436,SANTA JOANA COLEGIO E CURSO
26117444,COLEGIO MENINO JESUS
26117509,ESCOLA MUNICIPAL ROSA AMELIA
26117525,COLEGIO PATRICIA COSTA
26133865,COLEGIO E CURSO REAL PAULISTA
26134553,CENTRO DE EDUCACAO INFANTIL NILO PEREIRA
26134619,ESCOLA MODELO DO JANGA
26134810,ESCOLA PEQUENINOS DE JESUS
26135006,ESCOLA MENINO JESUS
26135013,CRECHE TIO MANOEL VIEIRA
26135050,CENTRO EDUCACIONAL ADALGISA CORDEIRO
26135710,EDUCANDARIO PROFESSORA CARMELITA
26135728,INSTITUTO PIAGET DE EDUCACAO CONSTRUTIVA
26135739,INSTITUTO EDUCACIONAL TIA NIRA LTDA
26136489,ESCOLA DE REFERENCIA EM ENSINO MEDIO ESCRITOR JOSE DE ALENCAR
26136549,ESCOLA MUL PROF MARIA CONCEICAO DA PAZ
26136879,INSTITUTO JESSIKA COSTA
26137023,CENTRO REGIONAL DE ENSINO E REABILITACAO
26137226,INSTITUTO RACKEL DE MENEZES
26137255,COLEGIO FERNANDO FERRARI
26137708,ESCOLA GUEDES PAZ
26137852,ESCOLA E HOTELZINHO CONSTRUIR
26137941,ESCOLA LAPIS NA MAO
26137984,ESCOLA CRIATIVA
26139251,INSTITUTO TIA JUDITH
26141469,EDUCANDARIO SUZI CRISTINA
26141477,ESCOLA ANA DE LIMA
26142104,ESCOLA SALOMAO
26149567,CENTRO EDUCACIONAL UNIVERSO INFANTIL
26150107,ESCOLA SABER INCENTIVAR
26150115,COLEGIO DESAFIO LTDA
26150123,ESCOLA JOAO PAULO II
26150140,ESCOLA NOSSA SENHORA DA CONCEICAO
26150247,EDUCANDARIO DO DIVINO ESPIRITO SANTO
26150484,ESCOLA ARCO IRIS DO SABER
26150492,ESCOLA SABIO SALOMAO
26150557,ACADEMIA AGAPE
26150565,ESCOLA ATHENEU
26150581,COLEGIO SAO LUCAS
26150590,EDUCANDARIO SAO MARCOS LTDA
26150603,ESCOLA NOSSA SENHORA DA SOLEDADE LTDA
26151731,EDUCANDARIO RECANTO DA CRIANCA
26151740,EDUCANDARIO FABIANO DE CRISTO
26151758,ESCOLA MACHADO DE ASSIS
26151766,EDUCANDARIO NOSSA SENHORA DA CONCEICAO
26157136,CENTRO EDUCACIONAL EUGENIA PRISCILA
26157152,ESCOLA WALT DISNEY
26157160,EDUCANDARIO ROSA E SILVA
26157233,COLEGIO DECISAO
26157284,CEMEDI TIO ROBERTO
26157675,INSTITUTO EDUCACIONAL ROMILDO VITOR
26160404,ESCOLA PR SEVERINO ALVES
26160501,ESCOLA COMUNITARIA VILA BEIRA MAR
26160510,EDUCANDARIO BOM PASTOR
26160536,EDUCANDARIO GETSEMANI
26162130,INSTITUTO PRINCESA ISABEL
26162695,ESCOLA TECNICA SENAI PAULISTA
26164671,ESCOLA EVANGELICA COSTA CAVALCANTI
26165058,EDUCANDARIO PEDACINHO DO CEU
26165252,CENTRO INT DE ASSIST SOCIAL E ACAO COMUNITARIA
26168545,ESCOLA SEMENTES DE ESPERANCA
26168812,ESCOLA ESPACO CRIANCA
26168901,EDUCANDARIO PRINCESA ISABEL
26170230,ESCOLA MUNICIPAL GOVERNADOR CARLOS WILSON CAMPOS
26170892,ESCOLA RAQUEL DE SANTANA
26170906,ESCOLA ESPERANCA DO FRAGOSO LTDA
26170922,ESCOLA PASSO A PASSO
26170930,ESCOLA FUNDAMENTAL EDUCADOR PAULO FREIRE
26170949,ESCOLA NOSSA SENHORA DAS GRACAS
26170981,INSTITUTO EDUCACIONAL JOSIVAL PENHA
26170990,EDUCANDARIO MARANATA
26171007,EDUCANDARIO NOSSA SENHORA DA PAZ LTDA
26171015,INSTITUTO CULTURAL ARITHA GIZELY
26171066,ESCOLA VERA CRISTINA
26171074,ESCOLA GERACAO FUTURO
26171104,EDUCANDARIO RAIZ DO SABER
26171112,EDUCANDARIO GABI
26171139,ACADEMIA SANTA LUCIA
26171155,ACADEMIA SAO MATEUS DO JANGA LTDA
26171953,EDUCANDARIO MAGICA DO SABER
26173247,CENTRO DE EDUCACAO PROFISSIONAL JOAQUIM NABUCO - UNI I-PAULISTA
26173778,ESCOLA CONSTRUIR O SABER
26174260,ESCOLA ANITA GARIBALDI
26174286,COLEGIO SANTA ROSA
26174294,ESCOLA ECOCOMUNITARIA
26174324,EDUCANDARIO PEQUENO DAVI
26174332,ACADEMIA CASSIA CAROLINE
26174340,EDUCANDARIO RESPLANDECER
26174367,EDUCANDARIO NILZE DE FATIMA
26174375,EDUCANDARIO ALFA OMEGA
26174383,COLEGIO EVANGELICO BETEL
26174391,CENTRO EDUCACIONAL UNIVERSIDADE INFANTIL
26176890,SENAC CENTRO DE FORMACAO PROFISSIONAL DO PAULISTA
26176971,ESCOLA DA FAMILIA CRISTA
26176980,CRECHE ESCOLA DORIS PENKERT
26176998,INSTITUTO NOVO SABER
26177005,COLEGIO BONIFACIO GALDINO
26178494,ESCOLA MUNDO NOVO
26178524,EDUCANDARIO TURMA DA MONICA
26179172,ESCOLA MUNICIPAL GOVERNADOR MIGUEL ARRAES DE ALENCAR
26179199,COLEGIO E CURSO MENINO JESUS
26179202,EDUCANDARIO VALERIA CAMPOS
26179237,INSTITUTO EDUCACIONAL SHEKNACH
26179342,INSTITUTO SAO CARLUS
26179369,EDUCANDARIO CRISTO REDENTOR
26179385,ESCOLA FUTURO BRILHANTE
26179423,ESCOLA ENSINO DA PAZ
26179466,ESCOLA PATRICIA FERREIRA
26179679,COLEGIO OMEGA
26179792,EDUCANDARIO JACQUELINE AMORIM
26180073,ACADEMIA CRISTA DE PAULISTA
26180880,CEAPE - CENTRO DE ESTUDOS E APERFEICOAMENTO PROFISSIONAL DE PERNAMBUCO
26181223,ESCOLA JOAO E MARIA
26181282,ESCOLA TECNICA ESTADUAL JOSE ALENCAR GOMES DA SILVA
26182017,EDUCANDARIO SANTA MARIA
26182157,COLEGIO ATITUDE NUCLEO EDUCACIONAL EIRELI
26182211,COLEGIO E CURSO PERFORMANCE
26182556,ESCOLA MUNICIPAL PROFESSOR SALVADOR DIMECH
26182564,ESCOLA MUNICIPAL PROFESSOR PAULO FREIRE
26182580,CRECHE MUNICIPAL MARIA ANUNCIADA DE ARRUDA
26183587,CENTRO EDUCACIONAL UNIVERSO DO APRENDER
26183706,FACULDADE JOAQUIM NABUCO PAULISTA - UNIDADE SEDE - CAMPUS PAULISTA
26184001,ACADEMIA SANTA ANA
26184168,ESCOLA MUNICIPAL PROFª MARGARIDA ALACOQUE ALENCAR SAMPAIO
26184311,ESCOLA AQUARELA
26184524,ESCOLA TECNICA PERNAMBUCANA PAULISTA
26184532,INSTITUTO OPTOMETRICO DE PERNAMBUCO
26184605,EDUCANDARIO ALINE ROCHA
26184680,IFPE - CAMPUS PAULISTA
26186268,INSTITUTO EDUCACIONAL MENINO JESUS
26187418,CRECHE ESCOLA MUN NOSSA PRATA
26188546,ESCOLA MUNICIPAL RADIALISTA EDVALDO MORAIS
26188589,ESCOLA MUNICIPAL PROFESSORA IRACEMA CASTRO
26188600,ESCOLA MUNICIPAL IMPERATRIZ MARIA LEOPOLDINA
26188660,ESCOLA MUNICIPAL ESCRITOR CARLOS DRUMMOND DE ANDRADE
26188678,ESCOLA MUNICIPAL CORONEL JOAO PEREIRA DE OLIVEIRA FILHO
26188686,ESCOLA MUNICIPAL CORONEL JOSE JOAQUIM DE LIMA E SILVA
26188694,ESCOLA MUNICIPAL DOUTOR GERALDO PINHO ALVES
26188708,ESCOLA MUNICIPAL ESCRITOR ARIANO VILAR SUASSUNA
26188716,ESCOLA MUNICIPAL MANOEL ALVES DE MORAIS NAVARRO
26188724,ESCOLA MUNICIPAL PESCADOR JOSE REIS
26188732,ESCOLA MUNICIPAL POETISA CECILIA MEIRELES
26188759,ESCOLA MUNICIPAL PROFESSORA EDNA MARINHO DA SILVA
26190265,COLEGIO ALPHA
26190290,ESCOLA NOVO MILENIO
26190320,ESCOLA NILZA AMORIM
26190486,CENTRO MUNICIPAL DE EDUCACAO E DESENVOLVIMENTO INFANTIL TELMA PALMEIRA - CEMEDI
26191024,COLEGIO ROSA DE SARON
26191644,ESCOLA MEU ACONCHEGO
26191849,INSTITUTO EDUCACIONAL SHEKINAH
26192306,COLEGIO EVOLUIR JUNIOR
26204800,EDUCANDARIO ESTRELA DO AMANHA LTDA
26207001,ESCOLA PARAISO DOS PIMPOLHOS
26214407,EDUCANDARIO PIRAMIDE
26223600,ESCOLINHA PAULO RIBEIRO
26224640,ESCOLA GERACAO DIDATICA
26224666,ESCOLA FONTE DO SABER
26225620,ESCOLA NOVA ESPERANCA EM CRISTO
26244608,ESCOLA CULTURAL
26248603,CENTRO DE EDUCACAO DE ENSINO FUNDAMENTAL
26250608,ESCOLA MODELO
26276607,ESCOLA JOAO PAULO
26286602,COLEGIO DINAMICO
26302616,EDUCANDARIO AZEVEDO
26331616,ACADEMIA NOVO EDUCAR
26355612,COLEGIO MARIA BETANIA
26399628,ESCOLA DINAMICA MODERNA
26439735,COLEGIO EVOLUIR
26440725,ESCOLA COMPANHIA DA CRIANCA
26445719,INSTITUTO EDUCACIONAL PEQUENO APRENDIZ
26445743,CENTRO EDUCACIONAL SILVANA APARECIDA DOS REIS
26446715,UNIVERSIDADE DO SABER LTDA
26453720,COLEGIO VISUAL
26455730,EDUCANDARIO AGUIA DOURADA
26457725,COLEGIO NOVO UNIVERSO
26458713,NUCLEO EDUCACIONAL DISNEY
26461722,COLEGIO ARTE E VIDA
26461730,ESCOLA ESPACO INFANTIL LTDA ME
