CO_ENTIDADE,NO_ENTIDADE
26119927,ESCOLA MUNICIPAL LUIZ VAZ DE CAMOES
26119935,ESCOLA MADRE DE DEUS
26119943,ESCOLA MARIA AUXILIADORA
26119978,ESCOLA MODELADA PARA CRIANCA
26119986,ESCOLA MODERNA NOSSA SENHORA DO LORETO
26119994,ESCOLA MUNICIPAL NOVO PINA
26120100,ESCOLA DE REFERENCIA EM ENSINO FUNDAMENTAL E ENSINO MEDIO PROFESSORA INALDA SPINELLI
26120151,ESCOLA SAGRADO CORACAO
26120208,ESCOLA SAO JORGE
26120224,ESCOLA SOUZA VERAS
26120267,ESCOLA SABER CRESCER
26120283,ESCOLA MUNICIPAL VILA OPERARIA DO RECIFE
26120372,ESCOLINHA CRIANCA FELIZ
26120402,ESCOLA MUNICIPAL DO DOM
26120429,CENTRO EDUCACIONAL JOAO BRITO
26120437,ESCOLINHA DO ZE COLMEIA
26120500,EXTERNATO GENTE INOCENTE
26120534,CENTRO EDUCACIONAL DA CRIANCA
26120569,ESCOLA MUNICIPAL PROFESSORA MARIA DA PAZ BRANDAO ALVES
26120585,ESCOLA MUNICIPAL PROFESSORA SONIA MARIA DE ARAUJO SOUZA
26120607,ESCOLA MUNICIPAL ENGENHEIRO GUILHERME DINIZ
26120658,ESCOLA MUNICIPAL ALMIRANTE SOARES DUTRA
26120674,ESCOLA MUNICIPAL ENGENHEIRO UMBERTO GONDIM
26120682,ESCOLA MUNICIPAL BALBINA MENELAU
26120704,ESCOLA MUNICIPAL DO JORDAO
26120712,ESCOLA MUNICIPAL DO LEAO
26120720,ESCOLA MUNICIPAL DRAOMIRO CHAVES AGUIAR
26120763,ESCOLA MUNICIPAL MAGALHAES BASTOS
26120771,ESCOLA MUNICIPAL PROFESSOR MOACYR DE ALBUQUERQUE
26120780,ESCOLA MUNICIPAL PADRE JOSE MATHIAS DELGADO
26120801,GRUPO UNIVERSITARIO REABILITACAO INFANTIL
26120810,ESCOLA MUNICIPAL HUGO GERDAU
26120879,INSTITUTO SANTA RITA DE CASSIA
26120895,INSTITUTO ANA CELIA
26120917,INSTITUTO EDUCACIONAL JOAO DE DEUS
26120925,INSTITUTO EDUCACIONAL SAO SEBASTIAO
26120968,INSTITUTO SANTA MARIA MAZZARELLO
26120992,ESCOLA DE REFERENCIA EM ENSINO FUNDAMENTAL E MEDIO LICEU DE ARTES E OFICIOS
26121050,ESCOLA MUNICIPAL PROF ELIZABETH SALES COUTINHO BARROS
26121077,ESCOLA MUNICIPAL SANTA MARIA
26121158,ESCOLA MUNICIPAL VILA SESAMO
26121182,INSTITUTO SANTA TEREZINHA
26121190,COLEGIO E CURSO NOSSA SENHORA DO CARMO
26121247,ESCOLA DE REFERENCIA EM ENSINO MEDIO JOAQUIM NABUCO
26121255,ESCOLA MUNICIPAL PROFESSOR JOSE DA COSTA PORTO
26121310,ESCOLA DE REFERENCIA EM ENSINO MEDIO MANOEL BORBA
26121328,COLEGIO ADVENTISTA DO RECIFE
26121344,ESCOLA DE REFERENCIA EM ENSINO MEDIO LUIZ DELGADO
26121360,ECOLE ENSINO INTEGRALIZADO - UNIDADE II
26121379,COLEGIO 2001
26121468,ESCOLA MUNICIPAL PEDRO AUGUSTO
26121484,COLEGIO SALESIANO SAGRADO CORACAO
26121506,COLEGIO AMERICANO BATISTA
26121514,COLEGIO DE SAO JOSE
26121557,COLEGIO RENASCER
26121611,ESCOLA E CURSO BANDEIRA
26121620,ESCOLA DE REFERENCIA EM ENSINO FUNDAMENTAL JOAO BARBALHO
26121638,ESCOLA MONSENHOR FRANCISCO SALLES
26121654,ESCOLA DE REFERENCIA EM ENSINO MEDIO OLIVEIRA LIMA
26121662,ESCOLA MUNICIPAL PADRE ANTONIO HENRIQUE
26121670,ESCOLA DE REFERENCIA EM ENSINO MEDIO POETA MANUEL BANDEIRA
26121751,ESCOLA TECNICA ESTADUAL GINASIO PERNAMBUCANO
26121760,CURSO TECNICO DE ENFERMAGEM
26121786,ESCOLA MUNICIPAL REITOR JOAO ALFREDO
26121794,ESCOLA SENSORIO
26121808,SOCIEDADE EDUCACIONAL COSTA E ALVES LTDA
26121816,ESCOLA TECNICA ESTADUAL ALMIRANTE SOARES DUTRA
26121824,CENTRO DE EDUCACAO DE JOVENS E ADULTOS VALDEMAR DE OLIVEIRA
26121859,ESCOLA DE REFERENCIA EM ENSINO MEDIO ANIBAL FERNANDES
26121867,ESCOLA DE REFERENCIA EM ENSINO FUNDAMENTAL CONEGO ROCHAEL DE MEDEIROS
26121891,ESCOLA JOSE MARIA
26121913,ESCOLA MUNICIPAL LUTADORES DO BEM
26121921,ESCOLA DE REFERENCIA EM ENSINO MEDIO SIZENANDO SILVEIRA
26121948,ESCOLA DE REFERENCIA EM ENSINO MEDIO SYLVIO RABELLO
26121972,ESCOLA MUNICIPAL CIDADAO HERBERT DE SOUZA
26121980,ESCOLA MUNICIPAL GENERAL EMIDIO DANTAS BARRETO
26122014,ESCOLA MUNICIPAL SEDE DA SABEDORIA
26122022,CMEI ANA ROSA FALCAO DE CARVALHO
26122030,SERVICO NACIONAL DE APRENDIZAGEM COMERCIAL
26122081,COLEGIO DAS DAMAS DA INSTRUCAO CRISTA
26122090,COLEGIO PRESBITERIANO AGNES ERSKINE
26122120,COLEGIO DA POLICIA MILITAR DE PERNAMBUCO
26122138,COLEGIO PREPARATORIO INTEGRADO
26122154,COLEGIO SANTA CATARINA
26122162,COLEGIO MARISTA SAO LUIS
26122170,COLEGIO VERA CRUZ RECIFE
26122189,COLEGIO NOSSA SRA DE LOURDES
26122200,W D CENTRO EDUCACIONAL LTDA
26122219,COLEGIO EDUCACIONAL TRAJANO LTDA
26122227,ESCOLA DE REFERENCIA EM ENSINO FUNDAMENTAL E ENSINO MEDIO GOVERNADOR BARBOSA LIMA
26122235,COLEGIO MODELO DO RECIFE
26122260,ESCOLA DE REFERENCIA EM ENSINO FUNDAMENTAL PROFESSOR MOTTA E ALBUQUERQUE
26122278,ESCOLA DE REFERENCIA EM ENSINO MEDIO REGUEIRA COSTA
26122308,ESCOLA MUNICIPAL SEVERINA LIRA
26122332,INSTITUTO CAPIBARIBE
26122359,INSTITUTO PROFIS MARIA AUXILIADORA
26122367,SOCIEDADE DE ORIENTACAO PSICOPEDAGOGICA
26122405,COLEGIO IMACULADO CORACAO DE MARIA
26122413,COLEGIO JESUS CRUCIFICADO
26122421,CONSTRUINDO CENTRO DE EDUCACAO
26122456,EDUCANDARIO SANTA CECILIA
26122464,ESCOLA MUNICIPAL SERVICO SOCIAL DE BELEM
26122510,ESCOLA DE REFERENCIA EM ENSINO MEDIO CLOVIS BEVILAQUA
26122529,ESCOLA MUNICIPAL MARIO MELO
26122545,ESCOLA DOM CARLOS COELHO - RECIFE
26122553,ESCOLA DE REFERENCIA EM ENSINO FUNDAMENTAL EMBAIXADOR GILBERTO AMADO
26122570,ESCOLA MUNICIPAL DOM HELDER CAMARA
26122600,ESCOLA MUNICIPAL SANTA CECILIA
26122618,ESCOLA PENSAR E CRIAR
26122634,ESCOLA MUNICIPAL POETA JONATAS BRAGA
26122669,ESCOLA SABER VIVER
26122677,ESCOLA DE REFERENCIA EM ENSINO MEDIO SANTA PAULA FRASSINETTI
26122685,ESCOLA TECNICA ESTADUAL PROFESSOR AGAMENON MAGALHAES - ETEPAM
26122715,ESCOLA PROF QUITERIA SENA
26122774,DINAMICURSOS ESCOLA DO 1 GRAU
26122782,EDUCANDARIO CANTO LIVRE
26122839,ESCOLA DE REFERENCIA EM ENSINO MEDIO OTHON PARAISO
26122847,ESCOLA DE REFERENCIA EM ENSINO MEDIO AMAURY DE MEDEIROS
26122855,ESCOLA DE REFERENCIA EM ENSINO FUNDAMENTAL E MEDIO DEBORA FEIJO
26122880,ESCOLA DE REFERENCIA EM ENSINO FUNDAMENTAL PRESIDENTE ARTHUR DA COSTA E SILVA
26122898,ESCOLA MUNICIPAL DO COQUE
26122952,ESCOLA DE REFERENCIA EM ENSINO FUNDAMENTAL SENADOR NILO DE SOUZA COELHO
26122960,ESCOLA DE REFERENCIA EM ENSINO MEDIO VIDAL DE NEGREIROS
26122979,ESCOLA ANA CECILIA
26122987,ESCOLA CARMELA DUTRA
26123061,ESCOLINHA TIA CARMINHA
26123088,ESCOLA MUNICIPAL EDITE BRAGA
26123100,ESCOLA MUNICIPAL SANTA EDWIGES
26123126,ESCOLA MUNICIPAL VILA SAO MIGUEL
26123150,ESCOLA DE REFERENCIA EM ENSINO FUNDAMENTAL CREUSA BARRETO DORNELAS
26123177,COLEGIO E CURSO VENCER
26123185,CRECHE ESC RECIFE ASSOCIACAO CRISTA FEMININA
26123231,ESCOLA DE REFERENCIA EM ENSINO FUNDAMENTAL MACIEL PINHEIRO
26123240,ESCOLA DE REFERENCIA EM ENSINO FUNDAMENTAL MARIA GORETTI
26123258,ESCOLA DE REFERENCIA EM ENSINO MEDIO MARTINS JUNIOR
26123266,ESCOLA MUNICIPAL PAROQUIAL CRISTO REI
26123282,ESCOLA DE REFERENCIA EM ENSINO MEDIO JOAQUIM TAVORA
26123304,ESCOLA MUNICIPAL SOLDADO JOSE ANTONIO DO NASCIMENTO
26123380,ESCOLA MUNICIPAL ALTO DA BELA VISTA
26123444,ESCOLA MUNICIPAL CASA DOS FERROVIARIOS
26123452,ESCOLA CRISTA DO JARDIM SAO PAULO
26123479,ESCOLA DE REFERENCIA EM ENSINO MEDIO ALBERTO TORRES
26123487,ESCOLA MUNICIPAL DOM BOSCO
26123495,ESCOLA MUNICIPAL DOUTOR ANTONIO CORREIA
26123509,ESCOLA EDWIGES DE SA PEREIRA
26123517,ESCOLA DE REFERENCIA EM ENSINO MEDIO JOSE MARIANO
26123525,ESCOLA DE REFERENCIA EM ENSINO FUNDAMENTAL MARCELINO CHAMPAGNAT
26123533,ESCOLA MONSENHOR ALVARO NEGROMONTE
26123541,ESCOLA MUNICIPAL ANDRE DE MELO
26123550,ESCOLA MUNICIPAL DE TEJIPIO
26123576,ESCOLA DE REFERENCIA EM ENSINO MEDIO PRESIDENTE HUMBERTO CASTELO BRANCO
26123584,ESCOLA DE REFERENCIA EM ENSINO FUNDAMENTAL PROFESSORA OLINDINA ALVES SEMENTE
26123592,ESCOLA DE REFERENCIA EM ENSINO MEDIO PROFESSOR TRAJANO DE MENDONCA
26123630,ESCOLA MUNICIPAL MARECHAL RONDON
26123649,ESCOLA MUNICIPAL PROFESSORA PRIMITIVA DE BARROS SILVA
26123673,ESCOLA MUNICIPAL SANTO ANTONIO DO CACOTE
26123703,ESCOLA DE REFERENCIA EM ENSINO MEDIO ANIBAL FALCAO
26123720,ESCOLA DE REFERENCIA EM ENSINO FUNDAMENTAL E MEDIO BARAO DO BONITO
26123746,COLEGIO SER E CRESCER
26123754,CENTRO EDUC OLAVO BILAC
26123770,ESCOLA HEROIS DA RESTAURACAO
26123800,ESCOLA JOAO VERISSIMO
26123819,ESCOLA TECNICA ESTADUAL MARIANO TEIXEIRA
26123843,ESCOLA MONT ALVERNE
26123851,ESCOLA MONTESSORIANA CIRCULO DA CRIANCA
26123924,ESCOLA RECREIO DA TIA MARTA
26123932,ESCOLA SANTA SOFIA
26123940,ESCOLA VERONICA LUCIA
26123959,ESCOLA VILA SESAMO
26124017,INSTITUTO NOSSA SENHORA DO CARMO
26124033,INSTITUTO JOAO BATISTA
26124076,ESCOLA MUNICIPAL WALDEMAR VALENTE
26124092,ESCOLA MUNICIPAL ABILIO GOMES
26124106,ACADEMIA CRISTA DE BOA VIAGEM
26124114,ESCOLA MUNICIPAL LAGOA ENCANTADA
26124165,CMEI BERNARD VAN DER LEER
26124173,ESCOLA MUNICIPAL 14 BIS
26124190,ESCOLA DE REFERENCIA EM ENSINO MEDIO SANTOS DUMONT
26124220,COLEGIO SANTA MARIA
26124297,COLEGIO DE APLICACAO DO CE DA UFPE
26124378,EDUCANDARIO JARDIM PARAISO
26124394,EDUCANDARIO MARCIA CRISTINA
26124408,EDUCANDARIO O PEQUENO PESQUISADOR
26124424,ESCOLA DE REFERENCIA EM ENSINO FUNDAMENTAL PROFESSOR MARCOS DE BARROS FREIRE
26124432,ESCOLA DE REFERENCIA EM ENSINO MEDIO APOLONIO SALES
26124440,ESCOLA DE REFERENCIA EM ENSINO MEDIO ASSIS CHATEAUBRIAND
26124467,ESCOLA MUNICIPAL BEATO EUGENIO MAZENOD
26124475,ESCOLA DE REFERENCIA EM ENSINO FUNDAMENTAL E MEDIO BRIGADEIRO EDUARDO GOMES
26124483,ESCOLA MUNICIPAL CAPELA SANTO ANTONIO
26124513,ESCOLA MUNICIPAL CICERO FRANKLIN CORDEIRO
26124530,ESCOLA COMUNITARIA DANIEL VICTOR
26124556,ESCOLA MUNICIPAL MARIA DE SAMPAIO LUCENA
26124572,ESCOLA DE REFERENCIA EM ENSINO FUNDAMENTAL DELMIRO GOUVEIA
26124580,ESCOLA DE REFERENCIA EM ENSINO MEDIO ELEANOR ROOSEVELT
26124599,ESCOLA ENEIDA RABELLO
26124602,ESCOLA DE REFERENCIA EM ENSINO MEDIO ENGENHEIRO LAURO DINIZ
26124610,ESCOLA MUNICIPAL FUTURO FELIZ
26124645,ESCOLA DE REFERENCIA EM ENSINO FUNDAMENTAL E MEDIO JORNALISTA COSTA PORTO
26124653,ESCOLA DE REFERENCIA EM ENSINO MEDIO LAGOA ENCANTADA
26124661,ESCOLA MUNICIPAL PROFESSOR MANOEL TORRES
26124670,ESCOLA DE REFERENCIA EM ENSINO FUNDAMENTAL E MEDIO MARECHAL EURICO GASPAR DUTRA
26124688,ESCOLA MUNICIPAL MARIA ADELAIDE DE BARROS
26124696,ESCOLA DE REFERENCIA EM ENSINO MEDIO MARIA RITA DA SILVA LESSA
26124700,ESCOLA MUNICIPAL MARGARIDA SERPA COSSART
26124777,ESCOLA DE REFERENCIA EM ENSINO FUNDAMENTAL OTHON BEZERRA DE MELO
26124785,ESCOLA DE REFERENCIA EM ENSINO MEDIO DOM SEBASTIAO LEME
26124807,ESCOLA PROFESSOR JOSE VICENTE BARBOSA
26124815,ESCOLA MUNICIPAL PROFESSOR SIMOES BARBOSA
26124831,ESCOLA PADRE LEBRET
26124840,ESCOLA MUNICIPAL MENINO JESUS
26124858,ESCOLA NOSSA SENHORA DA CONCEICAO
26124874,ESCOLA MISSIONARIO SAO BENTO
26124904,ESCOLA DE REFERENCIA EM ENSINO FUNDAMENTAL VILA DOS MILAGRES
26124912,ESCOLA ROBERTO SILVEIRA
26124920,ESCOLA DE REFERENCIA EM ENSINO FUNDAMENTAL E MEDIO SAO FRANCISCO DE ASSIS
26124939,ESCOLA SARGENTO CAMARGO
26124955,ESCOLA MUNICIPAL ESCRITOR JOSUE DE CASTRO
26124963,ESCOLA CAMINHANDO PARA O SABER
26124998,ESCOLA DO PINOQUIO
26125005,ESCOLA ESPACO ENCANTADO
26125013,ESCOLA DE REFERENCIA EM ENSINO FUNDAMENTAL E ENSINO MEDIO GERCINO DE PONTES
26125048,ESCOLA TECNICA ESTADUAL JOAO BEZERRA
26125056,ESCOLA MUNDO
26125072,ESCOLA LANDELINO ROCHA
26125080,ESCOLA DE REFERENCIA EM ENSINO FUNDAMENTAL LUIS DE CAMOES
26125099,ESCOLA LUZ E SABER
26125137,COLEGIO MARIA EMILIA
26125218,ESCOLA PAULO FREIRE
26125234,ESCOLA PINHEIROS
26125242,ESCOLA PRIMEIRO PASSO
26125250,ESCOLA DE REFERENCIA EM ENSINO MEDIO PROFESSOR FERNANDO MOTA
26125277,ESCOLA UNIVERSO INFANTIL
26125293,ESCOLA DE REFERENCIA EM ENSINO FUNDAMENTAL SENADOR ANTONIO FARIAS
26125358,ESCOLA DE REFERENCIA EM ENSINO FUNDAMENTAL E MEDIO MONTE VERDE
26125404,COLEGIO AVANCE
26125447,INSTITUTO IVONE VANDERLEY
26125471,INSTITUTO SANTA MADALENA
26125480,ESCOLA MUNICIPAL JARDIM MAURICEIA
26125510,ESCOLA MUNICIPAL OSWALDO LIMA FILHO
26125528,ESCOLA MUNICIPAL PAIS E FILHOS
26125544,ESCOLA MUNICIPAL POETA PAULO BANDEIRA DA CRUZ
26125552,ESCOLA MUNICIPAL PROFESSOR ADAUTO PONTES
26125560,ESCOLA MUNICIPAL PROF JOSE LOURENCO DE LIMA
26125579,ESCOLA MUNICIPAL SAO FRANCISCO DE ASSIS
26125587,UPI - UNIDADE PEDAGOGICA INFANTIL LTDA
26125595,CENTRO DE CULTURA INFANTIL REINO MAGICO
26125625,COLEGIO ELO
26125641,ESCOLA DE REFERENCIA EM ENSINO MEDIO JOSE VILELA
26125650,ESCOLA DE REFERENCIA EM ENSINO FUNDAMENTAL E MEDIO LIONS DE PARNAMIRIM
26125668,COLEGIO MOTIVO
26125692,ESCOLA MUNICIPAL SOCIOLOGO GILBERTO FREYRE
26125706,ESCOLA MUNICIPAL MUNDO ESPERANCA
26125757,ESCOLA DE REFERENCIA EM ENSINO MEDIO PROFESSOR CANDIDO DUARTE
26125765,CENTRO ESCOLAR CAROCHINHA
26125781,ESCOLA DE REFERENCIA EM ENSINO MEDIO SILVA JARDIM
26125790,CENTRO EDUCACIONAL PARNAMIRIM
26125811,ESCOLA MUNICIPAL VIRGEM PODEROSA
26125820,INSTITUTO SANTA CRUZ
26125854,ESCOLA MUNICIPAL ALTO JARDIM PROGRESSO
26125870,EDUCANDARIO ADRIANA CARVALHO
26125900,EDUCANDARIO NOSSA SENHORA DA PIEDADE
26125927,EDUCANDARIO SAO DOMINGOS
26125943,ESCOLA DE REFERENCIA EM ENSINO FUNDAMENTAL E MEDIO MONSENHOR MANOEL MARQUES
26125978,ESCOLA DE REFERENCIA EM ENSINO MEDIO ALVARO LINS
26125986,ESCOLA ANA MALTA DA COSTA AZEVEDO
26125994,ESCOLA MUNICIPAL ARQUITETO ALEXANDRE MUNIZ DE OLIVEIRA
26126010,ESCOLA DE REFERENCIA EM ENSINO FUNDAMENTAL E MEDIO CAIO PEREIRA
26126044,ESCOLA DE REFERENCIA EM ENSINO MEDIO CLOTILDE DE OLIVEIRA
26126052,ESCOLA DE REFERENCIA EM ENSINO FUNDAMENTAL CORONEL OTHON
26126060,ESCOLA ASSEMBLEIA DE DEUS
26126079,ESCOLA DE REFERENCIA EM ENSINO MEDIO AGEU MAGALHAES
26126087,ESCOLA MUNICIPAL OCTAVIO DE MEIRA LINS
26126109,ESCOLA DE REFERENCIA EM ENSINO MEDIO PADRE MACHADO
26126117,ESCOLA MUNICIPAL PROFESSORA ALMERINDA UMBELINO DE BARROS
26126125,ESCOLA TECNICA ESTADUAL DOM BOSCO - RECIFE
26126133,ESCOLA DE REFERENCIA EM ENSINO MEDIO DOM VITAL
26126141,ESCOLA DE REFERENCIA EM ENSINO FUNDAMENTAL E MEDIO DONA MARIA TERESA CORREA
26126150,ESCOLA ERUNDINA NEGREIROS DE ARAUJO
26126192,ESCOLA GABRIELA MISTRAL
26126206,ESCOLA DE REFERENCIA EM ENSINO FUNDAMENTAL E MEDIO GILBERTO FREYRE
26126214,ESCOLA GOV CARLOS DE LIMA CAVALCANTI
26126230,ESCOLA IRMA MAGNA
26126281,ESCOLA MUNICIPAL MARGARIDA DE SIQUEIRA PESSOA
26126290,ESCOLA MARIA AMALIA
26126311,ESCOLA MATIAS DE ALBUQUERQUE
26126362,ESCOLA MUNICIPAL CORREGO DA BICA
26126370,ESCOLA MUNICIPAL ALTO DA GUABIRABA
26126389,ESCOLA MUNICIPAL DOUTOR CAETE
26126419,ESCOLA MUNICIPAL PRESBITERO JOSE BEZERRA
26126427,ESCOLA MUNICIPAL PASTOR PAULO LEIVAS MACALAO
26126435,ESCOLA NOSSA SENHORA DAS DORES
26126443,ESCOLA DE REFERENCIA EM ENSINO FUNDAMENTAL E MEDIO NOSSA SENHORA DE FATIMA
26126451,ESCOLA O MUNDO DO ABC
26126460,ESCOLA PARTICULAR NOSSA SENHORA DA CONCEICAO
26126486,ESCOLA PERALTA
26126494,ESCOLA MUNICIPAL POETA JOAQUIM CARDOSO
26126508,COLEGIO TRES MARIAS 1º E 2º GRAU
26126516,ESCOLA MUNICIPAL PROFESSOR ADERBAL GALVAO
26126524,ESCOLA MUNICIPAL PROFESSOR NILO PEREIRA
26126559,ESCOLA COMANDANTE LUIZ GOMES
26126575,ESCOLA PADRE JOAO BARBOSA
26126583,ESCOLA MUNICIPAL SANTA MARIA GORETTI
26126605,ESCOLA TOME GIBSON
26126613,ESCOLA DE REFERENCIA EM ENSINO MEDIO ROSA DE MAGALHAES MELO
26126621,ESCOLA DE REFERENCIA EM ENSINO MEDIO ROTARY DE NOVA DESCOBERTA
26126630,ESCOLA MUNICIPAL SAO CRISTOVAO
26126672,ESCOLA MUNICIPAL MAURICIO DE NASSAU
26126680,ESCOLA MUNICIPAL CORREGO DA AREIA
26126702,ESCOLA DA ANINHA
26126753,ESCOLA MARIA LUIZA
26126770,ESCOLA MUNICIPAL JOSEFINA MARINHO
26126788,ESCOLA MUNICIPAL PROFESSOR MAURO MOTA
26126818,ESCOLA MUNICIPAL DOM JOSE LAMARTINE SOARES
26126826,ESCOLA MUNICIPAL MANOEL ANTONIO DE FREITAS
26126869,ESCOLA MUNICIPAL BOA ESPERANCA
26126893,INSTITUTO ANA KASSIA
26126966,ESCOLA MUNICIPAL PEDRINHO
26127008,ESCOLA MUNICIPAL CREUSA DE FREITAS CAVALCANTI
26127016,ESCOLA MUNICIPAL CASARAO DO BARBALHO
26127024,ESCOLA MUNICIPAL CELIA ARRAES
26127083,ESCOLA MUNICIPAL DOS TORROES
26127091,COLEGIO DOURADO
26127105,COLEGIO GERACAO ATIVA
26127148,COLEGIO SANCARLUS
26127202,EDUCANDARIO BRANCA DE NEVE
26127237,ESCOLA REALISMO
26127253,ESCOLA NOVA AMIZADE
26127261,ESCOLA BATISTA DO BONGI
26127270,ESCOLA CARLOS ALBERTO GONCALVES DE ALMEIDA
26127300,ESCOLA DE REFERENCIA EM ENSINO MEDIO DIARIO DE PERNAMBUCO
26127334,ESCOLA DE REFERENCIA EM ENSINO MEDIO JORNALISTA TRAJANO CHACON
26127369,ESCOLA MUNICIPAL ARRAIAL NOVO DO BOM JESUS
26127377,ESCOLA MUNICIPAL ENGENHO DO MEIO
26127415,ESCOLA DE REFERENCIA EM ENSINO MEDIO OLINTO VICTOR
26127423,ESCOLA DE REFERENCIA EM ENSINO FUNDAMENTAL PINTOR LAURO VILLARES
26127431,ESCOLA DE REFERENCIA EM ENSINO FUNDAMENTAL E MEDIO PROFESSOR LEAL DE BARROS
26127458,ESCOLA MUNICIPAL PAPA JOAO XXIII
26127474,ESCOLA PADRE DEHON
26127512,ESCOLA DE REFERENCIA EM ENSINO FUNDAMENTAL E MEDIO SENADOR NOVAES FILHO
26127520,ESCOLA MUNICIPAL DIVINO ESPIRITO SANTO
26127539,ESCOLA PROFESSORA FONTAINHA DE ABREU
26127547,ESCOLA MUNICIPAL DOUTOR SAMUEL GONCALVES
26127563,IFPE - CAMPUS RECIFE
26127571,ESCOLA DE REFERENCIA EM ENSINO FUNDAMENTAL E MEDIO BARROS CARVALHO
26127580,COLEGIO CONHECER
26127636,ESCOLA DE REFERENCIA EM ENSINO FUNDAMENTAL E MEDIO EDUCADOR PAULO FREIRE
26127644,ESCOLA MUNICIPAL DOUTOR EBENEZER GUEIROS
26127679,ESCOLA INTERAGIR
26127695,ESCOLA DE REFERENCIA EM ENSINO FUNDAMENTAL E MEDIO JOAQUIM XAVIER DE BRITO
26127741,ESCOLA DE REFERENCIA EM ENSINO MEDIO PROFESSORA HELENA PUGO
26127750,COLEGIO DULCE DE SOUZA LEAO LTDA
26127784,ESCOLA MUNICIPAL JOAO PESSOA GUERRA
26127792,ESCOLA MUNICIPAL SAO DOMINGOS
26127830,EXTERNATO SANTA TEREZINHA
26127857,ESCOLA FERNANDES VIEIRA
26127865,ESCOLA DE REFERENCIA EM ENSINO FUNDAMENTAL PROFESSOR CANDIDO DUARTE
26127873,ESCOLA MUNICIPAL HENFIL
26127890,INSTITUTO HELENA LUBIENSKA
26127903,INSTITUTO EDUCACIONAL PEDRO HERMINIO
26127911,INSTITUTO CINDERELA
26127938,INSTITUTO EDUCACIONAL ALEXANDRE BARROS
26127970,INSTITUTO SAO JOAO BATISTA
26128039,COLEGIO SAO JORGE
