CO_ENTIDADE,NO_ENTIDADE
26056550,ESCOLA AARAO LINS DE ANDRADE
26056569,CENTRO DE FORMACAO DO MENOR CARMEM DE OLIVEIRA E SILVA
26056577,ESCOLA DE REFERENCIA EM ENSINO MEDIO PROFESSOR ANTONIO FARIAS
26056585,EDUCANDARIO MARIA DE NAZARE
26056593,ESCOLA BELARMINA CAVALCANTE GOUVEIA
26056607,ESCOLA ESPACO EDUCAR
26056623,ESCOLA DE REFERENCIA EM ENSINO MEDIO CLETO CAMPELO
26056640,ESCOLA DOM PEDRO I
26056658,ESCOLA DE REFERENCIA EM ENSINO MEDIO DEVALDO BORGES
26056712,ESCOLA JOSE RICARDO DE ALMEIDA
26056720,ESCOLA JOSEFA COELHO DE LUCENA
26056747,ESCOLA MANSAO DO SILENCIO E DA PAZ
26056755,ESCOLA MARECHAL COSTA E SILVA
26056763,ESCOLA MARIA ALICE DA VEIGA PESSOA
26056798,ESCOLA DE REFERENCIA EM ENSINO FUNDAMENTAL MONSENHOR JOSE ELIAS DE ALMEIDA
26056810,ESCOLA MUNICIPAL DE CAMOCIM
26056879,ESCOLA OLIVIA MARIA DA CONCEICAO
26056887,ESCOLA PAULO BEZERRA
26056895,ESCOLA PEQUENO PRINCIPE
26056941,ESCOLA SEVERINO BEZERRA DE LIMA
26056950,ESCOLA SANTA LUZIA
26056976,ESCOLA TENENTE JOAO NORBERTO REGALADO
26056984,ESCOLA CONEGO EUGENIO VILA NOVA
26056992,ESCOLA INOCENCIO DE FARIAS
26057000,ESCOLA MANOEL LACERDA DE ALMEIDA
26057026,ESCOLA ANA BELARMINA DE ARRUDA
26057077,ESCOLA CAPITAO JOSE PRIMO DE OLIVEIRA
26057158,ESCOLA JAIR DE BRITO
26057166,ESCOLA JESUS PEQUENINO
26057212,ESCOLA MANOEL ALVES DA SILVA
26057239,ESCOLA MARIA FRANCISCA DA SILVA
26057247,ESCOLA SANTANA
26057280,ESCOLA MONSENHOR JOSE ELIAS DE ALMEIDA
26057344,ESCOLA PRINCESA ISABEL
26057360,ESCOLA RUBENS ASSIS
26057395,ESCOLA SANTO ANTONIO
26057425,ESCOLA DA MONICA
26057506,ASSOCIACAO EDUCACIONAL AUXILIADORA
26057514,ESCOLA ADALGISA GONCALVES SOARES DA SILVA
26057522,ESCOLA DOM RICARDO DE CASTRO VILELA
26057530,ESCOLA FRANCISCO GALDINO CHAVES
26057549,ESCOLA INTERMEDIARIA JOAO PAULO I
26057573,ESCOLA PROFESSOR ADERBAL JUREMA
26057603,ESCOLA MANOEL FRANCISCO DA SILVA
26057638,ESCOLA ANTONIO AVELINO DO REGO BARROS
26057646,ESCOLA ESPIRITO SANTO DIVINO
26057654,ESCOLA HONORIO DE ABREU PEIXOTO
26057662,ESCOLA INTERMEDIARIA DOM PAULO HIPOLITO SOUZA LIBORIO
26057689,ESCOLA RAINHA DO CEU
26057719,ESCOLA PADRE MACHADO
26133075,ESCOLA NOSSA SENHORA IMACULADA
26134329,ESCOLA FREI DAMIAO DE BOZZANO
26135429,INSTITUTO JARDIM DA CRIANCA
26143801,ESCOLA MUL AMENAYDE FARIAS DO REGO BARROS
26144034,ESCOLA RECREARTE
26156210,ESCOLA NOSSA SENHORA DAS GRACAS
26156245,EDUCANDARIO ATUAL
26157713,EDUCANDARIO CAMINHOS DO SABER
26157721,ESCOLA PATRIOTA
26157799,ESCOLINHA PINTANDO O SETE
26157802,ESCOLA CENTELHA DIVINA
26157810,ESCOLA GEDALVA PEREIRA
26161362,ESCOLA ALEGRIA DE APRENDER
26161826,ESCOLA PASSO FIRME
26162083,ESCOLA CEU AZUL
26162091,ESCOLA EDGAR NUNES BATISTA
26162458,EDUCANDARIO NOSSA SENHORA DAS GRACAS
26162547,ESCOLA MUNDO DAS LETRAS
26165414,ESCOLA JOSE BATISTA DE MELO
26165473,INSTITUTO EDVALDO BEZERRA DOS SANTOS
26165597,COLEGIO IDEAL
26169266,ESCOLA MUNICIPAL DA ILHA
26169380,ESCOLA MUNICIPAL DA SERRA
26171970,EDUCANDARIO JULIO NETO
26172216,ESCOLA CAMINHO DO FUTURO
26172232,COLEGIO BATISTA BETANIA DE GRAVATA
26176882,ESCOLA TECNICA ESTADUAL PROFESSOR JOSE LUIZ DE MENDONCA
26177064,ESCOLA MUL IRMA JUDITH FERREIRA LEITE
26179164,EDUCANDARIO TURMA DA MONICA
26179865,ESCOLA DE REFERENCIA EM ENSINO MEDIO DE GRAVATA
26180928,ESCOLA RECREIO LTDA
26182742,ESCOLA MUNDO ALEGRE
26185199,ESCOLA CONSTRUINDO SONHOS
26188163,ESCOLA EDUCARTE
26189429,ESCOLA ESPACO EDUCACIONAL DA SERRA
26191059,ESCOLA AQUARELA DO SABER
26351625,INSTITUTO EDUCACIONAL ALFREDO RICARDO DO NASCIMENTO
26405610,ESCOLA VIVENDO E APRENDENDO
26405628,ESCOLINHA DO PINOQUIO
