CO_ENTIDADE,NO_ENTIDADE
24060283,ESC MUL IRMA ARCANGELA ENSINO DE 1º GRAU
24060291,ESC MUL JOAO PAULO II
24060305,ESC MUL MONSENHOR JOSE ALVES LANDIM
24060313,ESC MUL PROF AMADEU ARAUJO
24060321,ESC MUL PROFA ANGELICA DE ALMEIDA MOURA
24060330,ESC MUL PROF HERLY PARENTE
24060348,ESC MUL PROFA IAPISSARA AGUIAR
24060356,ESC MUL PROF JOSE DO PATROCINIO PEREIRA PINTO
24060364,ESC MUL PROF LUIS MARANHAO FILHO
24060372,ESC MUL PROFA ADELINA FERNANDES
24060380,ESC MUL PROFA PALMIRA DE SOUZA
24060399,ESC MUL SANTA CATARINA
24060402,ESC MUL VEREADOR JOSE SOTERO
24060674,ESC MUL PROFA LOURDES GODEIRO
24060682,ESC MUL NOSSA SRA DOS NAVEGANTES
24060690,ESC MUL PROF ASCENDINO DE ALMEIDA
24060704,ESC MUL PROFA FRANCISCA DE OLIVEIRA
24064009,ESC MUL PROFA JOSEFA BOTELHO
24064440,CMEI PROFA LIBANIA MEDEIROS
24064700,CMEI PROFA TEREZINHA DE JESUS
24064785,CMEI PROFA MARIA EUNICE DAVIM
24064971,CMEI NOSSA SENHORA DE FATIMA
24064980,ESC MUL PROFA MARIA ALEXANDRINA SAMPAIO
24065617,ESC MUL PROFA MARECI GOMES DOS SANTOS
24065927,ESC MUL PROFA DALVA DE OLIVEIRA
24065935,ESC MUL ESTUDANTE EMMANUEL BEZERRA
24066451,ESC MUL PROF VERISSIMO DE MELO
24068985,ESC MUL PROFA ZULEIDE FERNANDES DE M SILVA
24069000,ESC MUL PROFA ALMERINDA BEZERRA FURTADO
24069663,ESC MUL PROFA MARIA MADALENA XAVIER DE ANDRADE
24069680,ESC MUL SANTOS REIS
24069728,ESC MUL PROF JOSE DE ANDRADE FRAZAO
24071633,ESC MUL 4 CENTENARIO
24074071,ESC MUL PROF REGINALDO FERREIRA NETO
24074209,CMEI PROFA MARIA SALETE ALVES BILA
24074470,CMEI DRA ZILDA ARNS
24075698,ESC MUL PROFA MARIA CRISTINA OZORIO TAVARES
24075701,CMEI PROFA MARILANDA BEZERRA DE PAIVA
24075710,ESC MUL PROF OTTO DE BRITO GUERRA
24077062,CMEI PROFA MARIA DA PIEDADE DE MELO E SILVA
24077267,CMEI MARIA CELONI CAMPOS
24077275,CMEI PROFA SELVA CAPISTRANO LOPES DA SILVA
24077291,CMEI PROFA MARIA ILKA SOARES DA SILVA
24077330,CMEI PROFA DARILENE BRANDAO MARTINS
24077399,CMEI PROFA ROSALBA DIAS DE BARROS
24077410,CMEI JESIEL FIGUEIREDO
24077453,CMEI SANTA MONICA
24077461,CMEI PROFA ELAINE DO NASCIMENTO LOPES
24077470,CMEI PROFA CARLA APARECIDA ALBERNAZ BANDEIRA
24077496,CMEI CLARA CAMARAO
24077500,CMEI MOEMA TINOCO DA CUNHA LIMA
24077518,CMEI PROF LUIZ GONZAGA DINIZ FILHO
24077526,CMEI PROFA MARIA ITACIRA BENTO
24077534,CMEI PROFA CLAUDIA OLIVEIRA DE FARIAS
24077542,CMEI PROFA MARIA ABIGAIL BARROS DE AZEVEDO
24077550,CMEI PROFA MARIA NAZARE DA COSTA GALVAO
24077569,CMEI CLEA BEZERRA DE MELO
24077577,CMEI PROFA MARIA DO SOCORRO LIMA
24077585,CMEI JOSE ALVES SOBRINHO
24077607,CMEI MARIA EULALIA GOMES DA SILVA
24077640,CMEI PROF ANTONIO GURGEL DE MELO
24077666,CMEI FREI DAMIAO
24077682,CMEI VILMA TEIXEIRA DOURADO DUTRA
24077690,CMEI IRMA DULCE
24077704,CMEI PAULINA ENGRACIA MARIZ DE FARIA
24077712,CMEI AMOR DE MAE
24077720,CMEI CLAUDETE COSTA MACIEL
24077739,CMEI HAYDEE MONTEIRO BEZERRA DE MELO
24077747,CMEI PROFA MARIA LUIZA SANTOS DE SOUZA
24077755,CMEI PROFA RAQUEL MARIA FILGUEIRA
24077763,CMEI PROFA MARIA CLEONICE ALVES PONTES
24077771,CMEI EVANGELINA ELITA DE SOUSA
24077780,CMEI SATURNINA ALVES DE LUCENA
24077801,CMEI DR VULPIANO CAVALCANTI DE ARAUJO
24077810,CMEI PROFA FRANCISCA ANASTACIA DE SOUTO
24077887,CMEI GALDINA BARBOSA SILVEIRA GUIMARAES
24077895,CMEI ELIZABETH TEOTONIO DA FONSECA MELO
24077909,CMEI MARIA LUCILA ALVES DE CARVALHO
24077917,CMEI PROFA MARLUCE CARLOS DE MELO
24077925,CMEI BOM SAMARITANO
24078697,ESC MUL PROF WALDSON JOSE BASTOS PINHEIRO
24078700,ESC MUL NOSSA SRA DA APRESENTACAO
24080039,ESC MUL PROF LAERCIO FERNANDES MONTEIRO
24080047,ESC MUL PROFA VERA LUCIA SOARES BARROS
24080055,CMEI PROFA MARISE PAIVA
24081221,CMEI PROFA CARMEM MARIA REIS
24081850,ESC MUL PROFA NOILDE PESSOA RAMALHO
24081892,CMEI PROF ARNALDO ARSENIO DE AZEVEDO
24081906,CMEI PROFA MARIA DAS GRACAS MOTA
24082635,ESC MUL PROF EUDO JOSE ALVES
24082651,CMEI SANTA CECILIA
24082929,CMEI JOSE ALENCAR GOMES DA SILVA
24082937,CMEI NOSSA SENHORA DE LOURDES
24083178,CMEI PROFA TEREZINHA LINHARES FAUSTINO
24084298,CMEI PROFA ANTONIA FERNANDA JALLES
24085324,CMEI BELCHIOR JORGE DE SA
24085332,CMEI PROFA MARIA DOS MARTIRIOS LISBOA DE MENEZES
24085340,CMEI PROFA TELMA REJANE MOURA FREIRE
24086037,CMEI MAILDE FERREIRA PINTO GALVAO
24087041,CMEI SAO FRANCISCO DE ASSIS
24088544,CENTRO DE ATENDIMENTO EDUCACIONAL HOSPITALAR E DOMICILIAR DO NATAL- CAEHDN
24091804,CMEI PROFA CARMEM FERNANDES PEDROZA
24092002,CMEI PROF JOSE CARLOS BEZERRA DE JESUS FILHO
24122211,CMEI PROFA MARIA DE FATIMA MEDEIROS DE ARAUJO
24123200,CMEI PROFA FRANCISCA CELIA MARTINS DE SOUZA
24255203,CMEI PADRE SABINO GENTILLE
24284319,ESC MUL PROF JOSE MELQUIADES DE MACEDO
24284327,ESC MUL PROFA TEREZA SATSUQUI
24285331,ESC MUL PROFA TANIA ALMEIDA
24285340,ESC MUL PROFA JOSEANE COUTINHO DIAS
24338303,ESC MUL PROFA ZENEIDE IGINO DE MOURA
